S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,467.51,6.229,0.889,08-07-2021,14,33,35,676.0,1379.0
2,PONG DAM(BEAS),423.67,389.42,6.157,0.311,08-07-2021,5,38,28,0.0,396.0
3,KOL DAM,642.0,639.98,0.089,0.059,08-07-2021,66,49,56,0.0,800.0
4,THEIN DAM,527.91,498.79,2.344,0.567,08-07-2021,24,51,49,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,269.2,1.711,0.531,08-07-2021,31,35,33,63.0,140.0
6,JHAKAM,359.5,344.4,0.132,0.028,08-07-2021,21,27,26,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.1,1.436,0.595,08-07-2021,41,44,38,229.0,172.0
8,BISALPUR,315.5,309.61,1.076,0.276,08-07-2021,26,57,32,81.8,0.0
9,TENUGHAT,269.14,258.81,0.821,0.371,08-07-2021,45,41,40,0.0,0.0
10,MAITHON,146.3,145.44,0.471,0.393,08-07-2021,83,58,50,342.0,0.0
11,PANCHET HILL,124.97,124.04,0.184,0.14,08-07-2021,76,34,53,0.0,80.0
12,KONAR,425.81,418.55,0.176,0.064,08-07-2021,36,30,35,0.0,0.0
13,TILAIYA,368.81,366.56,0.142,0.068,08-07-2021,48,36,26,0.0,4.0
14,GETALSUD,590.06,586.19,0.218,0.105,08-07-2021,48,45,38,0.0,130.0
15,HIRAKUD,192.02,185.2,5.378,1.417,08-07-2021,26,14,11,153.0,307.0
16,BALIMELA,462.08,445.37,2.676,0.496,08-07-2021,19,20,23,0.0,360.0
17,SALANADI,82.3,69.9,0.558,0.215,08-07-2021,39,72,37,42.0,0.0
18,RENGALI,123.5,114.54,3.432,0.868,08-07-2021,25,9,10,3.0,200.0
19,MACHKUND(JALAPUT),838.16,828.02,0.893,0.254,08-07-2021,28,46,39,0.0,115.0
20,UPPER KOLAB,858.0,846.41,0.935,0.102,08-07-2021,11,22,19,89.0,320.0
21,UPPER INDRAVATI,642.0,630.14,1.456,0.346,08-07-2021,24,32,22,128.0,600.0
22,SAPUA,168.5,167.24,0.006,0.005,08-07-2021,83,100,67,0.0,0.0
23,HARIHARJHOR,147.5,141.45,0.059,0.0,08-07-2021,0,76,29,9.95,0.0
24,MANDIRA DAM,210.31,207.08,0.309,0.194,08-07-2021,63,64,66,0.0,0.0
25,MAYURAKSHI,121.31,116.27,0.48,0.255,08-07-2021,53,55,35,227.0,0.0
26,KANGSABATI,134.14,130.35,0.914,0.607,08-07-2021,66,61,39,341.0,0.0
27,GUMTI,93.55,90.3,0.312,0.17,07-07-2021,54,49,46,0.0,15.0
28,DOYANG HEP,333.0,306.85,0.535,0.17,08-07-2021,32,57,46,0.0,75.0
29,UKAI,105.16,95.5,6.615,2.29,08-07-2021,35,45,23,348.0,300.0
30,SABARMATI(DHAROI),189.59,182.52,0.735,0.196,08-07-2021,27,33,18,95.0,1.0
31,KADANA,127.7,119.56,1.472,0.502,08-07-2021,34,36,42,200.0,120.0
32,SHETRUNJI,55.53,53.97,0.3,0.19,08-07-2021,63,33,22,36.0,0.0
33,BHADAR,107.89,102.9,0.188,0.04,08-07-2021,21,31,19,27.0,0.0
34,DAMANGANGA,79.86,69.65,0.502,0.12,07-07-2021,24,25,24,51.0,1.0
35,DANTIWADA,184.1,168.13,0.399,0.029,08-07-2021,7,0,4,45.0,0.0
36,PANAM,127.41,121.25,0.697,0.228,08-07-2021,33,32,43,36.0,2.0
37,SARDAR SAROVAR,138.68,113.13,5.76,0.268,07-07-2021,5,26,12,2120.0,1450.0
38,KARJAN,115.25,102.0,0.523,0.212,08-07-2021,41,33,31,51.0,3.0
39,SUKHI(GUJ),147.82,142.01,0.167,0.058,07-07-2021,35,37,15,20.7,0.0
40,WATRAK,136.25,130.21,0.154,0.027,08-07-2021,18,32,21,22.98,0.0
41,HATHMATI,180.74,177.15,0.153,0.046,08-07-2021,30,31,9,5.166,0.0
42,MACHCHHU-I,135.33,127.72,0.071,0.01,08-07-2021,14,27,14,0.0,0.0
43,MACHCHHU-II,57.3,53.46,0.091,0.028,06-07-2021,31,33,21,10.13,0.0
44,UND-I,98.0,92.22,0.066,0.007,07-07-2021,11,89,15,9.9,0.0
45,BRAHMANI(GUJ),64.62,60.88,0.071,0.017,07-07-2021,24,27,7,6.413,0.0
46,JAYAKWADI(PAITHAN),463.91,459.22,2.171,0.702,08-07-2021,32,40,10,227.0,0.0
47,KOYANA,657.9,638.84,2.652,1.021,08-07-2021,38,34,33,0.0,1920.0
48,BHIMA(UJJANI),496.83,490.28,1.517,0.0,08-07-2021,0,0,1,125.0,12.0
49,ISAPUR,441.0,435.36,0.965,0.474,08-07-2021,49,43,23,104.0,0.0
50,MULA,552.3,540.27,0.609,0.134,08-07-2021,22,17,8,139.0,0.0
51,YELDARI,461.77,457.91,0.809,0.457,08-07-2021,56,64,14,78.0,0.0
52,GIRNA,398.07,389.28,0.524,0.174,08-07-2021,33,38,11,79.0,0.0
53,KHADAKVASLA,582.47,579.36,0.056,0.018,07-07-2021,32,48,39,78.0,8.0
54,UPPER VAITARNA,603.5,592.61,0.331,0.058,08-07-2021,18,25,31,0.0,61.0
55,UPPER TAPI,214.0,209.41,0.255,0.045,08-07-2021,18,18,21,45.0,0.0
56,PENCH(TOTLADOH),490.0,483.6,1.091,0.59,08-07-2021,54,74,25,127.0,160.0
57,UPPER WARDHA,342.5,338.37,0.564,0.255,08-07-2021,45,56,36,70.0,0.0
58,BHATSA,142.07,114.5,0.942,0.358,08-07-2021,38,39,40,29.38,15.0
59,DHOM,747.7,736.73,0.331,0.123,08-07-2021,37,34,26,36.2,2.0
60,DUDHGANGA,646.0,629.45,0.664,0.228,08-07-2021,34,48,35,2.441,24.0
61,MANIKDOH,711.25,689.47,0.288,0.029,08-07-2021,10,7,9,2.2,6.0
62,BHANDARDARA,744.91,731.45,0.304,0.129,08-07-2021,42,30,25,63.74,46.0
63,URMODI,696.0,687.93,0.273,0.158,08-07-2021,58,56,51,37.0,3.0
64,BHATGHAR,623.28,602.85,0.673,0.117,07-07-2021,17,27,21,60.66,14.09
65,NIRA DEOGHAR,667.1,643.6,0.332,0.077,07-07-2021,23,12,16,0.0,6.0
66,THOKARWADI,667.14,653.52,0.353,0.077,08-07-2021,22,35,27,0.0,72.0
67,KANHER,690.78,680.02,0.272,0.112,08-07-2021,41,32,39,44.78,4.0
68,MULSHI,607.1,592.0,0.572,0.047,08-07-2021,8,16,18,0.0,300.0
69,PRIYADARSHINI JURALA,118.6,103.05,0.276,0.084,08-07-2021,30,41,47,18.32,6.0
70,TILLARI,113.2,106.79,0.447,0.35,08-07-2021,78,81,56,21.26,10.0
71,MATATILA,308.46,301.42,0.707,0.077,08-07-2021,11,17,30,0.0,30.0
72,RIHAND,268.22,257.07,5.649,1.178,08-07-2021,21,28,14,0.0,300.0
73,SHARDA SAGAR,190.5,188.37,0.33,0.287,08-07-2021,87,79,57,126.5,0.0
74,SIRSI,217.93,212.6,0.19,0.051,08-07-2021,27,75,22,80.57,0.0
75,MAUDAHA,147.8,141.5,0.179,0.019,08-07-2021,11,38,23,41.7,0.0
76,JIRGO,98.2,93.78,0.147,0.06,08-07-2021,41,69,31,13.14,0.0
77,RANGAWAN,233.17,220.58,0.155,0.002,08-07-2021,1,34,12,20.24,0.0
78,MEJA,178.0,169.7,0.299,0.141,08-07-2021,47,1,25,71.05,0.0
79,RAMGANGA,365.3,342.31,2.196,0.808,08-07-2021,37,50,31,1897.0,198.0
