S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,486.39,6.229,2.515,22-02-2018,40,26,39,676,1200
*2,PONG DAM(BEAS),423.67,402.53,6.157,1.788,21-02-2018,29,27,32,-,360
*3,THEIN DAM,527.91,495.8,2.344,0.469,22-02-2018,20,37,29,348,600
*4,MAHI BAJAJ SAGAR,280.75,273.85,1.711,0.935,22-02-2018,55,62,43,63,140
5,JHAKAM,359.5,348.7,0.132,0.047,22-02-2018,36,41,27,28,-
*6,RANA PRATAP SAGAR,352.81,346.53,1.436,0.371,21-02-2018,26,27,35,229,172
7,TENUGHAT,269.14,259.22,0.821,0.386,22-02-2018,47,50,43,-,-
8,MAITHON,146.3,148.07,0.471,0.471,22-02-2018,100,100,73,342,-
*12,HIRAKUD,192.02,189.53,5.378,3.317,21-02-2018,62,66,62,153,307
*13,BALIMELA,462.08,445.19,2.676,0.48,22-02-2018,18,66,46,-,360
14,SALANADI,82.3,70.69,0.558,0.231,22-02-2018,41,31,32,42,-
*15,RENGALI,123.5,121.79,3.432,2.866,22-02-2018,84,84,54,3,200
*16,MACHKUND(JALAPUT),838.16,836.6,0.893,0.752,22-02-2018,84,52,65,-,115
*17,UPPER KOLAB,858.0,852.27,0.935,0.447,22-02-2018,48,71,49,89,320
*18,UPPER INDRAVATI,642.0,634.38,1.456,0.695,22-02-2018,48,66,57,128,600
19,MAYURAKSHI,121.31,119.07,0.48,0.385,22-02-2018,80,38,36,227,-
20,KANGSABATI,134.14,129.89,0.914,0.572,22-02-2018,63,41,31,341,-
21,GUMTI,93.55,91.5,0.312,0.22,20-02-2018,71,51,25,-,15
*22,UKAI,105.16,95.43,6.615,2.266,22-02-2018,34,70,56,348,300
23,SABARMATI(DHAROI),189.59,182.87,0.735,0.213,22-02-2018,29,48,36,95,1
*24,KADANA,127.7,122.61,1.472,0.721,22-02-2018,49,58,57,200,120
25,SHETRUNJI,55.53,52.07,0.3,0.104,21-02-2018,35,38,46,36,-
26,BHADAR,107.89,103.81,0.188,0.058,22-02-2018,31,5,29,27,-
27,DAMANGANGA,79.86,76.6,0.502,0.336,22-02-2018,67,59,65,51,1
28,DANTIWADA,184.1,177.52,0.399,0.188,22-02-2018,47,9,11,45,-
29,PANAM,127.41,124.8,0.697,0.39,22-02-2018,56,50,52,36,2
*30,SARDAR SAROVAR,138.68,110.19,5.76,0.0,22-02-2018,0,23,19,2120,1450
31,KARJAN,115.25,109.31,0.523,0.355,22-02-2018,68,51,65,51,3
32,JAYAKWADI(PAITHAN),463.91,461.95,2.171,1.47,22-02-2018,68,56,30,227,-
*33,KOYANA,657.9,652.42,2.652,2.104,22-02-2018,79,52,66,-,1920
34,BHIMA(UJJANI),496.83,495.74,1.517,1.168,22-02-2018,77,61,48,125,12
35,ISAPUR,441.0,427.09,0.965,0.054,22-02-2018,6,33,41,104,-
36,MULA,552.3,548.99,0.609,0.444,21-02-2018,73,61,47,139,-
37,YELDARI,461.77,449.12,0.809,0.039,22-02-2018,5,18,26,78,-
38,GIRNA,398.07,388.74,0.524,0.16,22-02-2018,31,49,27,79,-
39,KHADAKVASLA,582.47,581.13,0.056,0.038,22-02-2018,68,61,50,78,8
*40,UPPER VAITARNA,603.5,599.69,0.331,0.212,22-02-2018,64,69,68,-,61
41,UPPER TAPI,214.0,212.08,0.255,0.151,22-02-2018,59,64,67,45,-
*42,PENCH(TOTLADOH),490.0,473.01,1.091,0.167,22-02-2018,15,19,37,127,160
43,UPPER WARDHA,342.5,339.14,0.564,0.303,22-02-2018,54,54,46,70,-
44,BHATSA,142.07,128.02,0.942,0.602,22-02-2018,64,64,59,29.378,15
45,DHOM,747.7,740.87,0.331,0.191,22-02-2018,58,48,44,36.2,2
46,DUDHGANGA,646.0,639.09,0.664,0.46,22-02-2018,69,67,63,2.441,24
47,MANIKDOH,711.25,703.97,0.288,0.171,22-02-2018,59,23,25,2.2,6
48,BHANDARDARA,744.91,741.83,0.304,0.248,22-02-2018,82,77,62,63.74,46
49,MATATILA,308.46,303.64,0.707,0.201,21-02-2018,28,43,40,-,30
*50,RIHAND,268.22,258.53,5.649,1.687,22-02-2018,30,53,32,-,300
*51,RAMGANGA,365.3,339.6,2.196,0.697,22-02-2018,32,31,50,1897,198
*52,TEHRI,830.0,785.75,2.615,1.053,22-02-2018,40,39,44,2351,1000
*53,GANDHI SAGAR,399.9,390.6,6.827,2.181,22-02-2018,32,70,38,220,115
54,TAWA,355.4,338.36,1.944,0.184,22-02-2018,9,33,32,247,-
*55,BARGI,422.76,418.75,3.18,2.115,22-02-2018,67,53,52,157,90
*56,BANSAGAR,341.64,335.67,5.166,2.734,22-02-2018,53,73,49,488,425
*57,INDIRA SAGAR,262.13,251.6,9.745,2.648,22-02-2018,27,53,36,2380,1000
58,BARNA DAM,348.55,340.5,0.456,0.059,22-02-2018,13,46,29,546,-
*59,MINIMATA BANGO,359.66,352.91,3.046,1.83,21-02-2018,60,68,59,-,120
60,MAHANADI,348.7,344.45,0.767,0.411,21-02-2018,54,82,65,319,10
*61,SRISAILAM,269.75,258.62,8.288,2.079,22-02-2018,25,16,37,0,770
*62,NAGARJUNA SAGAR,179.83,158.86,6.841,0.561,22-02-2018,8,3,20,895,810
63,SOMASILA,100.58,88.78,1.994,0.603,22-02-2018,30,31,55,168,0
64,SRIRAMSAGAR,332.54,325.83,2.3,0.764,22-02-2018,33,52,30,411,27
65,LOWER MANAIR,280.42,273.97,0.621,0.275,22-02-2018,44,63,49,199,60
66,KRISHNARAJA SAGARA,752.5,742.04,1.163,0.335,19-02-2018,29,14,50,79,-
*67,TUNGABHADRA,497.74,485.98,3.276,0.385,22-02-2018,12,4,21,529,72
68,GHATAPRABHA(HIDKAL),662.95,648.32,1.391,0.52,22-02-2018,37,22,21,317,-
69,BHADRA,657.76,647.7,1.785,0.8,22-02-2018,45,23,64,106,39
70,LINGANAMAKKI,554.43,542.99,4.294,1.618,22-02-2018,38,34,49,-,55
71,NARAYANPUR,492.25,489.49,0.863,0.425,22-02-2018,49,58,69,425,-
72,MALAPRABHA(RENUKA),633.83,623.35,0.972,0.119,22-02-2018,12,14,16,215,-
73,KABINI,696.16,691.27,0.444,0.194,19-02-2018,44,11,34,85,-
74,HEMAVATHY,890.63,875.85,0.927,0.169,19-02-2018,18,10,23,265,-
75,HARANGI,871.42,858.37,0.22,0.054,19-02-2018,25,30,17,53,-
76,SUPA,564.0,544.07,4.12,2.07,22-02-2018,50,46,47,-,-
77,VANI VILAS SAGAR,652.28,632.02,0.802,0.014,22-02-2018,2,3,15,123,-
*79,GERUSOPPA,55.0,52.95,0.13,0.118,22-02-2018,91,74,79,83,240
80,KALLADA(PARAPPAR),115.82,115.03,0.507,0.466,19-02-2018,92,38,64,62,-
*81,IDAMALAYAR,169.0,153.5,1.018,0.597,19-02-2018,59,48,51,33,75
*82,IDUKKI,732.43,719.96,1.46,0.822,19-02-2018,56,33,48,-,780
