S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,482.76,6.229,1.906,29-07-2021,31,46,53,676.0,1379.0
2,PONG DAM(BEAS),423.67,402.36,6.157,1.67,29-07-2021,27,41,41,0.0,396.0
3,KOL DAM,642.0,636.91,0.089,0.013,29-07-2021,15,27,46,0.0,800.0
4,THEIN DAM,527.91,504.39,2.344,0.842,29-07-2021,36,46,49,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,271.6,1.711,0.735,29-07-2021,43,37,55,63.0,140.0
6,JHAKAM,359.5,345.7,0.132,0.033,29-07-2021,25,28,48,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.69,1.436,0.859,29-07-2021,60,43,55,229.0,172.0
8,BISALPUR,315.5,309.4,1.076,0.259,29-07-2021,24,54,34,81.8,0.0
9,TENUGHAT,269.14,258.81,0.821,0.37,29-07-2021,45,44,43,0.0,0.0
10,MAITHON,146.3,145.49,0.471,0.396,29-07-2021,84,72,58,342.0,0.0
11,PANCHET HILL,124.97,125.34,0.184,0.184,29-07-2021,100,71,81,0.0,80.0
12,KONAR,425.81,420.78,0.176,0.093,29-07-2021,53,53,48,0.0,0.0
13,TILAIYA,368.81,366.1,0.142,0.055,29-07-2021,39,58,42,0.0,4.0
14,GETALSUD,590.06,586.86,0.218,0.122,29-07-2021,56,45,47,0.0,130.0
15,HIRAKUD,192.02,184.42,5.378,1.148,29-07-2021,21,22,29,153.0,307.0
16,BALIMELA,462.08,446.53,2.676,0.599,28-07-2021,22,17,24,0.0,360.0
17,SALANADI,82.3,67.65,0.558,0.169,29-07-2021,30,51,37,42.0,0.0
18,RENGALI,123.5,116.47,3.432,1.26,28-07-2021,37,19,31,3.0,200.0
19,MACHKUND(JALAPUT),838.16,827.15,0.893,0.22,28-07-2021,25,39,41,0.0,115.0
20,UPPER KOLAB,858.0,845.85,0.935,0.075,28-07-2021,8,18,19,89.0,320.0
21,UPPER INDRAVATI,642.0,629.56,1.456,0.305,28-07-2021,21,28,30,128.0,600.0
22,SAPUA,168.5,165.54,0.006,0.003,29-07-2021,50,83,67,0.0,0.0
23,HARIHARJHOR,147.5,142.52,0.059,0.015,29-07-2021,25,90,53,9.95,0.0
24,MANDIRA DAM,210.31,207.5,0.309,0.208,29-07-2021,67,64,60,0.0,0.0
25,MAYURAKSHI,121.31,116.39,0.48,0.259,29-07-2021,54,82,50,227.0,0.0
26,KANGSABATI,134.14,130.7,0.914,0.633,29-07-2021,69,66,53,341.0,0.0
27,GUMTI,93.55,90.2,0.312,0.166,28-07-2021,53,75,54,0.0,15.0
28,DOYANG HEP,333.0,307.35,0.535,0.175,29-07-2021,33,64,61,0.0,75.0
29,UKAI,105.16,98.95,6.615,3.583,29-07-2021,54,56,38,348.0,300.0
30,SABARMATI(DHAROI),189.59,182.71,0.735,0.205,29-07-2021,28,32,35,95.0,1.0
31,KADANA,127.7,118.39,1.472,0.431,29-07-2021,29,32,47,200.0,120.0
32,SHETRUNJI,55.53,54.32,0.3,0.212,29-07-2021,71,37,35,36.0,0.0
33,BHADAR,107.89,103.2,0.188,0.045,29-07-2021,24,37,34,27.0,0.0
34,DAMANGANGA,79.86,71.6,0.502,0.17,29-07-2021,34,38,41,51.0,1.0
35,DANTIWADA,184.1,168.0,0.399,0.028,29-07-2021,7,0,23,45.0,0.0
36,PANAM,127.41,121.0,0.697,0.219,29-07-2021,31,29,49,36.0,2.0
37,SARDAR SAROVAR,138.68,116.51,5.76,0.72,29-07-2021,13,21,19,2120.0,1450.0
38,KARJAN,115.25,103.53,0.523,0.239,29-07-2021,46,33,43,51.0,3.0
39,SUKHI(GUJ),147.82,143.89,0.167,0.088,29-07-2021,53,37,26,20.7,0.0
40,WATRAK,136.25,130.1,0.154,0.026,29-07-2021,17,32,34,22.98,0.0
41,HATHMATI,180.74,177.09,0.153,0.045,29-07-2021,29,31,14,5.166,0.0
42,MACHCHHU-I,135.33,128.46,0.071,0.013,29-07-2021,18,32,32,0.0,0.0
43,MACHCHHU-II,57.3,54.77,0.091,0.044,29-07-2021,48,36,37,10.13,0.0
44,UND-I,98.0,95.11,0.066,0.03,29-07-2021,45,89,27,9.9,0.0
45,BRAHMANI(GUJ),64.62,60.8,0.071,0.017,29-07-2021,24,27,28,6.413,0.0
46,JAYAKWADI(PAITHAN),463.91,459.64,2.171,0.806,29-07-2021,37,46,14,227.0,0.0
47,KOYANA,657.9,655.93,2.652,2.417,29-07-2021,91,50,65,0.0,1920.0
48,BHIMA(UJJANI),496.83,493.94,1.517,0.659,29-07-2021,43,9,14,125.0,12.0
49,ISAPUR,441.0,437.63,0.965,0.643,29-07-2021,67,50,35,104.0,0.0
50,MULA,552.3,544.76,0.609,0.275,29-07-2021,45,30,39,139.0,0.0
51,YELDARI,461.77,459.58,0.809,0.596,29-07-2021,74,77,20,78.0,0.0
52,GIRNA,398.07,390.13,0.524,0.198,28-07-2021,38,44,16,79.0,0.0
53,KHADAKVASLA,582.47,582.47,0.056,0.056,29-07-2021,100,38,73,78.0,8.0
54,UPPER VAITARNA,603.5,599.94,0.331,0.219,29-07-2021,66,43,57,0.0,61.0
55,UPPER TAPI,214.0,208.21,0.255,0.012,28-07-2021,5,18,26,45.0,0.0
56,PENCH(TOTLADOH),490.0,484.47,1.091,0.639,29-07-2021,59,76,35,127.0,160.0
57,UPPER WARDHA,342.5,339.41,0.564,0.321,29-07-2021,57,76,54,70.0,0.0
58,BHATSA,142.07,132.9,0.942,0.71,29-07-2021,75,52,68,29.38,15.0
59,DHOM,747.7,743.99,0.331,0.25,29-07-2021,76,41,52,36.2,2.0
60,DUDHGANGA,646.0,642.58,0.664,0.567,29-07-2021,85,66,67,2.441,24.0
61,MANIKDOH,711.25,697.98,0.288,0.098,29-07-2021,34,11,30,2.2,6.0
