S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,476.37,6.229,1.314,07-07-2022,21.0,14.0,33.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,396.12,6.157,0.727,07-07-2022,12.0,5.0,23.0,0.0,396.0
*3,KOL DAM,642.0,640.0,0.089,0.059,07-07-2022,66.0,66.0,55.0,0.0,800.0
*4,THEIN DAM,527.91,504.02,2.344,0.817,07-07-2022,35.0,26.0,52.0,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,269.3,1.711,0.538,07-07-2022,31.0,31.0,36.0,63.0,140.0
6,JHAKAM,359.5,350.95,0.132,0.061,07-07-2022,46.0,21.0,27.0,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,350.12,1.436,0.933,07-07-2022,65.0,41.0,40.0,229.0,172.0
8,BISALPUR,315.5,309.18,1.076,0.244,07-07-2022,23.0,26.0,35.0,81.8,0.0
9,JAWAI DAM,313.4,293.16,0.193,0.011,07-07-2022,6.0,23.0,12.0,38.67,0.0
10,JAISAMAND,295.54,290.63,0.296,0.09,07-07-2022,30.0,52.0,29.0,16.0,0.0
11,TENUGHAT,269.14,256.43,0.821,0.294,07-07-2022,36.0,45.0,41.0,0.0,0.0
12,MAITHON,146.3,138.91,0.471,0.123,07-07-2022,26.0,83.0,44.0,342.0,0.0
14,KONAR,425.81,415.08,0.176,0.03,07-07-2022,17.0,36.0,33.0,0.0,0.0
15,TILAIYA,368.81,364.33,0.142,0.016,07-07-2022,11.0,48.0,28.0,0.0,4.0
16,GETALSUD,590.06,584.27,0.218,0.064,07-07-2022,29.0,49.0,38.0,0.0,130.0
*17,HIRAKUD,192.02,183.43,5.378,0.86,07-07-2022,16.0,25.0,12.0,153.0,307.0
*18,BALIMELA,462.08,440.31,2.676,0.097,06-07-2022,4.0,18.0,27.0,0.0,360.0
19,SALANADI,82.3,74.97,0.558,0.335,07-07-2022,60.0,39.0,40.0,42.0,0.0
*20,RENGALI,123.5,110.76,3.432,0.115,06-07-2022,3.0,26.0,10.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,819.3,0.893,0.015,06-07-2022,2.0,30.0,30.0,0.0,115.0
*22,UPPER KOLAB,858.0,845.63,0.935,0.063,06-07-2022,7.0,11.0,21.0,89.0,320.0
*23,UPPER INDRAVATI,642.0,630.33,1.456,0.362,06-07-2022,25.0,24.0,23.0,128.0,600.0
24,SAPUA,168.5,167.84,0.006,0.006,06-07-2022,100.0,83.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,142.23,0.059,0.012,07-07-2022,20.0,0.0,32.0,9.95,0.0
26,MANDIRA DAM,210.31,206.26,0.309,0.156,07-07-2022,50.0,63.0,68.0,0.0,0.0
27,MAYURAKSHI,121.31,112.9,0.48,0.144,07-07-2022,30.0,52.0,37.0,227.0,0.0
28,KANGSABATI,134.14,128.03,0.914,0.432,07-07-2022,47.0,66.0,39.0,341.0,0.0
29,GUMTI,93.55,89.6,0.312,0.144,06-07-2022,46.0,54.0,50.0,0.0,15.0
*30,DOYANG HEP,333.0,312.6,0.535,0.235,07-07-2022,44.0,32.0,42.0,0.0,75.0
31,CHANDAN DAM,152.39,145.94,0.14,0.07,06-07-2022,50.74,100.0,57.35,75.0,0.0
*32,UKAI,105.16,96.18,6.615,2.525,06-07-2022,38.0,35.0,23.0,348.0,300.0
33,SABARMATI(DHAROI),189.59,179.85,0.735,0.09,07-07-2022,12.0,27.0,20.0,95.0,1.0
*34,KADANA,127.7,115.93,1.472,0.302,07-07-2022,21.0,35.0,44.0,200.0,120.0
35,SHETRUNJI,55.53,52.2,0.3,0.148,07-07-2022,49.0,63.0,27.0,36.0,0.0
36,BHADAR,107.89,103.11,0.188,0.043,07-07-2022,23.0,21.0,19.0,27.0,0.0
37,DAMANGANGA,79.86,70.5,0.502,0.141,06-07-2022,28.0,24.0,25.0,51.0,1.0
38,DANTIWADA,184.1,167.98,0.399,0.028,07-07-2022,7.0,7.0,4.0,45.0,0.0
39,PANAM,127.41,119.15,0.697,0.16,07-07-2022,23.0,33.0,43.0,36.0,2.0
*40,SARDAR SAROVAR,138.68,114.1,5.76,0.375,06-07-2022,7.0,4.0,12.0,2120.0,1450.0
41,KARJAN,115.25,102.86,0.523,0.218,06-07-2022,42.0,41.0,32.0,51.0,3.0
42,SUKHI(GUJ),147.82,142.12,0.167,0.06,06-07-2022,36.0,35.0,18.0,20.701,0.0
43,WATRAK,136.25,126.4,0.154,0.0,07-07-2022,0.0,18.0,25.0,22.977,0.0
44,HATHMATI,180.74,172.39,0.153,0.005,07-07-2022,3.0,30.0,12.0,5.166,0.0
45,MACHCHHU-I,135.33,128.35,0.071,0.012,04-07-2022,17.0,14.0,13.0,0.0,0.0
46,MACHCHHU-II,57.3,52.48,0.091,0.02,06-07-2022,22.0,31.0,22.0,10.13,0.0
47,UND-I,98.0,91.56,0.066,0.004,06-07-2022,6.0,11.0,15.0,9.9,0.0
48,BRAHMANI(GUJ),64.62,56.65,0.071,0.004,06-07-2022,6.0,25.0,10.0,6.413,0.0
49,JAYAKWADI(PAITHAN),463.91,459.33,2.171,0.731,07-07-2022,34.0,32.0,13.0,227.0,0.0
*50,KOYANA,657.9,626.97,2.652,0.442,07-07-2022,17.0,39.0,33.0,0.0,1920.0
51,BHIMA(UJJANI),496.83,490.07,1.517,0.0,06-07-2022,0.0,0.0,0.0,125.0,12.0
52,ISAPUR,441.0,435.87,0.965,0.509,07-07-2022,53.0,49.0,25.0,104.0,0.0
53,MULA,552.3,539.17,0.609,0.106,07-07-2022,17.0,22.0,9.0,139.0,0.0
54,YELDARI,461.77,457.8,0.809,0.448,07-07-2022,55.0,56.0,18.0,78.0,0.0
55,GIRNA,398.07,389.34,0.524,0.261,07-07-2022,50.0,33.0,15.0,79.0,0.0
56,KHADAKVASLA,582.47,579.61,0.056,0.021,07-07-2022,38.0,32.0,38.0,78.0,8.0
*57,UPPER VAITARNA,603.5,594.09,0.331,0.075,07-07-2022,23.0,18.0,28.0,0.0,61.0
58,UPPER TAPI,214.0,209.44,0.255,0.046,07-07-2022,18.0,18.0,20.0,45.0,0.0
*59,PENCH(TOTLADOH),490.0,482.73,1.091,0.543,07-07-2022,50.0,54.0,30.0,127.0,160.0
60,UPPER WARDHA,342.5,339.09,0.564,0.3,07-07-2022,53.0,45.0,36.0,70.0,0.0
61,BHATSA,142.07,115.5,0.942,0.374,07-07-2022,40.0,38.0,39.0,29.378,15.0
62,DHOM,747.7,732.92,0.331,0.069,07-07-2022,21.0,37.0,24.0,36.2,2.0
63,DUDHGANGA,646.0,627.9,0.664,0.199,07-07-2022,30.0,34.0,32.0,2.441,24.0
64,MANIKDOH,711.25,688.7,0.288,0.024,07-07-2022,8.0,10.0,9.0,2.2,6.0
65,BHANDARDARA,744.91,725.51,0.304,0.084,07-07-2022,28.0,43.0,26.0,63.74,46.0
66,URMODI,696.0,683.85,0.273,0.112,07-07-2022,41.0,58.0,55.0,37.0,3.0
67,BHATGHAR,623.28,599.53,0.673,0.066,06-07-2022,10.0,17.0,20.0,60.656,14.09
68,NIRA DEOGHAR,667.1,637.2,0.332,0.036,07-07-2022,11.0,23.0,17.0,0.0,6.0
*69,THOKARWADI,667.14,652.52,0.353,0.064,07-07-2022,18.0,22.0,41.0,0.0,72.0
70,KANHER,690.78,673.52,0.272,0.054,06-07-2022,20.0,41.0,32.0,44.78,4.0
*71,MULSHI,607.1,591.57,0.572,0.036,07-07-2022,6.0,9.0,16.0,0.0,300.0
72,PRIYADARSHINI JURALA,118.6,101.9,0.276,0.073,07-07-2022,26.0,30.0,44.0,18.324,6.0
73,TILLARI,113.2,103.44,0.447,0.303,07-07-2022,68.0,78.0,54.0,21.26,10.0
74,DIMBHE DAM,719.15,688.44,0.354,0.022,07-07-2022,6.0,28.0,16.0,52.569,5.0
75,VEER DAM,579.85,572.56,0.266,0.089,06-07-2022,33.0,42.0,22.0,181.27,13.5
76,BARVI DAM,72.6,61.37,0.339,0.118,06-07-2022,35.0,40.0,24.0,0.0,1.1
77,CHASKAMAN,649.53,631.74,0.215,0.018,06-07-2022,8.0,76.0,21.0,55.214,3.0
78,MATATILA,308.46,304.59,0.707,0.269,07-07-2022,38.0,11.0,21.0,0.0,30.0
*79,RIHAND,268.22,255.55,5.649,0.714,07-07-2022,13.0,21.0,14.0,0.0,300.0
80,SHARDA SAGAR,190.5,186.34,0.33,0.18,07-07-2022,55.0,87.0,66.0,126.5,0.0
81,SIRSI,217.93,211.4,0.19,0.032,07-07-2022,17.0,27.0,18.0,80.566,0.0
82,MAUDAHA,147.8,143.3,0.179,0.049,07-07-2022,27.0,11.0,22.0,41.7,0.0
83,JIRGO,98.2,92.16,0.147,0.04,07-07-2022,27.0,41.0,33.0,13.14,0.0
84,RANGAWAN,233.17,219.76,0.155,0.0,07-07-2022,0.0,1.0,9.0,20.235,0.0
85,MEJA,178.0,164.4,0.299,0.067,07-07-2022,22.0,48.0,27.0,71.048,0.0
*86,RAMGANGA,365.3,338.9,2.196,0.669,06-07-2022,30.0,37.0,31.0,1897.0,198.0
*87,TEHRI,830.0,755.85,2.615,0.307,07-07-2022,12.0,14.0,14.0,2351.0,1000.0
88,NANAK SAGAR,215.19,207.26,0.176,0.0,07-07-2022,0.0,2.0,5.0,250.0,0.0
*89,GANDHI SAGAR,399.9,394.85,6.827,3.855,07-07-2022,56.0,46.0,32.0,220.0,115.0
90,TAWA,355.4,343.75,1.944,0.541,07-07-2022,28.0,22.0,25.0,247.0,0.0
*91,BARGI,422.76,412.65,3.18,1.01,07-07-2022,32.0,42.0,27.0,157.0,90.0
*92,BANSAGAR,341.64,334.18,5.166,2.261,07-07-2022,44.0,42.0,47.0,488.0,425.0
*93,INDIRA SAGAR,262.13,247.07,9.745,1.096,04-07-2022,11.0,8.0,12.0,123.0,1000.0
94,BARNA DAM,348.55,343.13,0.456,0.144,07-07-2022,32.0,48.0,26.0,546.0,0.0
