S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,479.41,6.229,1.853,22-06-2016,30,43,29,676,1200
*2,PONG DAM(BEAS),423.67,390.53,6.157,0.429,22-06-2016,7,37,24,-,360
*3,THEIN DAM,527.91,504.88,2.344,0.866,22-06-2016,37,82,49,348,600
*4,MAHI BAJAJ SAGAR,280.75,266.2,1.711,0.335,21-06-2016,20,30,22,63,140
5,JHAKAM,359.5,337.25,0.132,0.008,21-06-2016,6,17,17,28,-
*6,RANA PRATAP SAGAR,352.81,349.07,1.436,0.754,23-06-2016,53,18,39,229,172
7,TENUGHAT,269.14,255.51,0.821,0.268,23-06-2016,33,37,38,-,-
8,MAITHON,146.3,136.32,0.471,0.059,23-06-2016,13,13,35,342,-
*12,HIRAKUD,192.02,182.18,5.378,0.524,23-06-2016,10,13,10,153,307
*13,BALIMELA,462.08,450.04,2.676,0.951,22-06-2016,36,48,13,-,360
14,SALANADI,82.3,53.8,0.558,0.021,16-06-2016,4,37,26,42,-
*15,RENGALI,123.5,110.01,3.432,0.045,22-06-2016,1,30,11,3,200
*16,MACHKUND(JALAPUT),838.16,826.49,0.893,0.199,22-06-2016,22,37,33,-,115
*17,UPPER KOLAB,858.0,847.42,0.935,0.15,22-06-2016,16,41,13,89,320
*18,UPPER INDRAVATI,642.0,629.66,1.456,0.312,23-06-2016,21,33,14,128,600
19,MAYURAKSHI,121.31,112.21,0.48,0.127,23-06-2016,26,15,23,227,-
20,KANGSABATI,134.14,122.73,0.914,0.181,23-06-2016,20,21,25,341,-
21,GUMTI,93.55,89.7,0.312,0.148,22-06-2016,47,26,22,-,15
*22,UKAI,105.16,86.56,6.615,0.515,23-06-2016,8,19,21,348,300
23,SABARMATI(DHAROI),189.59,181.21,0.735,0.139,21-06-2016,19,10,19,95,1
*24,KADANA,127.7,114.3,1.472,0.234,21-06-2016,16,56,47,200,120
