S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,464.97,6.229,0.774,29-04-2021,12,33,31,676.0,1379.0
2,PONG DAM(BEAS),423.67,396.58,6.157,0.946,29-04-2021,15,58,34,0.0,396.0
3,KOL DAM,642.0,637.63,0.089,0.024,29-04-2021,27,64,51,0.0,800.0
4,THEIN DAM,527.91,501.84,2.344,0.719,29-04-2021,31,49,48,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,269.55,1.711,0.557,29-04-2021,33,38,31,63.0,140.0
6,JHAKAM,359.5,344.95,0.132,0.03,29-04-2021,23,29,23,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.57,1.436,0.669,29-04-2021,47,35,31,229.0,172.0
8,BISALPUR,315.5,310.74,1.076,0.369,29-04-2021,34,70,42,81.8,0.0
9,TENUGHAT,269.14,257.63,0.821,0.33,29-04-2021,40,52,40,0.0,0.0
10,MAITHON,146.3,141.94,0.471,0.231,29-04-2021,49,100,43,342.0,0.0
11,PANCHET HILL,124.97,123.08,0.184,0.1,29-04-2021,54,100,53,0.0,80.0
12,KONAR,425.81,421.42,0.176,0.103,29-04-2021,59,57,46,0.0,0.0
13,TILAIYA,368.81,364.58,0.142,0.021,29-04-2021,15,28,22,0.0,4.0
14,GETALSUD,590.06,584.57,0.218,0.069,29-04-2021,32,45,37,0.0,130.0
15,HIRAKUD,192.02,185.12,5.378,1.389,29-04-2021,26,51,37,153.0,307.0
16,BALIMELA,462.08,446.65,2.676,0.61,28-04-2021,23,39,32,0.0,360.0
17,SALANADI,82.3,67.84,0.558,0.172,29-04-2021,31,55,34,42.0,0.0
18,RENGALI,123.5,114.35,3.432,0.829,28-04-2021,24,40,34,3.0,200.0
19,MACHKUND(JALAPUT),838.16,830.93,0.893,0.389,28-04-2021,44,46,51,0.0,115.0
20,UPPER KOLAB,858.0,846.07,0.935,0.084,28-04-2021,9,44,40,89.0,320.0
21,UPPER INDRAVATI,642.0,632.06,1.456,0.504,28-04-2021,35,47,37,128.0,600.0
22,SAPUA,168.5,167.83,0.006,0.006,29-04-2021,100,100,67,0.0,0.0
23,HARIHARJHOR,147.5,141.74,0.059,0.006,29-04-2021,10,66,27,9.95,0.0
24,MANDIRA DAM,210.31,207.53,0.309,0.209,29-04-2021,68,91,82,0.0,0.0
