S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,505.41,6.229,4.624,09-11-2023,74.0,82.0,81.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,419.4,6.157,4.779,09-11-2023,78.0,79.0,75.0,0.0,396.0
*3,KOL DAM,642.0,640.98,0.089,0.074,09-11-2023,83.0,88.0,91.0,0.0,800.0
4,THEIN DAM,527.91,513.82,2.344,1.36,09-11-2023,58.0,79.0,61.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,280.55,1.711,1.697,09-11-2023,99.0,100.0,99.0,63.0,140.0
6,JHAKAM,359.5,356.8,0.132,0.105,09-11-2023,80.0,100.0,98.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,351.49,1.436,1.203,09-11-2023,84.0,94.0,72.0,229.0,172.0
8,BISALPUR,315.5,313.38,1.076,0.687,09-11-2023,64.0,100.0,75.0,81.8,0.0
9,JAWAI DAM,313.4,313.04,0.193,0.19,09-11-2023,98.0,98.0,63.0,38.67,0.0
10,JAISAMAND,295.54,293.32,0.296,0.19,09-11-2023,64.0,60.0,71.0,16.0,0.0
11,TENUGHAT,269.14,260.54,0.821,0.439,09-11-2023,53.0,53.0,51.0,0.0,0.0
12,MAITHON,146.3,147.05,0.471,0.471,09-11-2023,100.0,100.0,88.0,342.0,0.0
*$13,PANCHET HILL,124.97,126.0,0.184,0.184,09-11-2023,100.0,100.0,85.0,0.0,80.0
$14,KONAR,425.81,425.49,0.176,0.17,09-11-2023,97.0,100.0,93.0,0.0,0.0
$15,TILAIYA,368.81,368.02,0.142,0.116,09-11-2023,82.0,65.0,87.0,0.0,4.0
*16,GETALSUD,590.06,588.54,0.218,0.169,09-11-2023,78.0,59.0,63.0,0.0,130.0
17,HIRAKUD,192.02,191.36,5.378,4.402,09-11-2023,82.0,85.0,85.0,153.0,307.0
*18,BALIMELA,462.08,453.57,2.676,1.379,09-11-2023,52.0,45.0,65.0,0.0,360.0
19,SALANADI,82.3,74.6,0.558,0.325,09-11-2023,58.0,58.0,50.0,42.0,0.0
20,RENGALI,123.5,122.74,3.432,3.187,09-11-2023,93.0,93.0,86.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,831.91,0.893,0.445,09-11-2023,50.0,75.0,85.0,0.0,115.0
22,UPPER KOLAB,858.0,855.71,0.935,0.718,09-11-2023,77.0,76.0,72.0,89.0,320.0
23,UPPER INDRAVATI,642.0,636.2,1.456,0.863,09-11-2023,59.0,73.0,69.0,128.0,600.0
24,SAPUA,168.5,167.02,0.006,0.005,09-11-2023,83.0,100.0,83.0,0.0,0.0
25,HARIHARJHOR,147.5,145.87,0.059,0.049,09-11-2023,83.0,63.0,64.0,9.95,0.0
26,MANDIRA DAM,210.31,210.19,0.309,0.255,09-11-2023,83.0,79.0,87.0,0.0,0.0
27,MAYURAKSHI,121.31,115.38,0.48,0.222,09-11-2023,46.0,37.0,54.0,227.0,0.0
28,KANGSABATI,134.14,129.98,0.914,0.579,09-11-2023,63.0,50.0,60.0,341.0,0.0
29,GUMTI,93.55,91.95,0.312,0.238,09-11-2023,76.0,83.0,75.0,0.0,15.0
*30,DOYANG HEP,333.0,317.0,0.535,0.288,09-11-2023,54.0,58.0,62.0,0.0,75.0
31,CHANDAN DAM,152.39,145.54,0.14,0.07,09-11-2023,48.53,61.03,50.74,75.0,0.0
*32,UMRONG,609.6,602.7,0.159,0.055,09-11-2023,35.0,19.0,55.0,0.0,200.0
*33,KHANDONG,725.0,721.6,0.18,0.129,09-11-2023,72.0,2.0,54.0,0.0,75.0
34,UKAI,105.16,104.3,6.615,6.231,07-11-2023,94.0,100.0,83.0,348.0,300.0
36,KADANA,127.7,127.71,1.472,1.192,09-11-2023,81.0,81.0,75.0,200.0,120.0
37,SHETRUNJI,55.53,55.25,0.3,0.3,09-11-2023,100.0,100.0,78.0,36.0,0.0
38,BHADAR,107.89,107.29,0.188,0.162,09-11-2023,86.0,95.0,73.0,27.0,0.0
39,DAMANGANGA,79.86,76.8,0.502,0.344,07-11-2023,69.0,94.0,92.0,51.0,1.0
40,DANTIWADA,184.1,183.39,0.399,0.363,09-11-2023,91.0,87.0,46.0,45.0,0.0
41,PANAM,127.41,127.25,0.697,0.542,09-11-2023,78.0,44.0,65.0,36.0,2.0
42,SARDAR SAROVAR,138.68,138.42,5.76,5.676,09-11-2023,99.0,93.0,52.0,2120.0,1450.0
43,KARJAN,115.25,114.7,0.523,0.509,07-11-2023,97.0,98.0,89.0,51.0,3.0
44,SUKHI(GUJ),147.82,147.4,0.167,0.157,07-11-2023,94.0,82.0,77.0,20.7,0.0
45,WATRAK,136.25,133.82,0.154,0.079,09-11-2023,51.0,84.0,64.0,22.98,0.0
46,HATHMATI,180.74,178.58,0.153,0.069,09-11-2023,45.0,97.0,79.0,5.166,0.0
47,MACHCHHU-I,135.33,134.84,0.071,0.058,07-11-2023,82.0,82.0,72.0,0.0,0.0
48,MACHCHHU-II,57.3,56.32,0.091,0.067,07-11-2023,74.0,93.0,66.0,10.13,0.0
49,UND-I,98.0,97.84,0.066,0.064,07-11-2023,97.0,97.0,67.0,9.9,0.0
50,BRAHMANI(GUJ),64.62,62.24,0.071,0.028,07-11-2023,39.0,24.0,41.0,6.413,0.0
51,JAYAKWADI(PAITHAN),463.91,460.31,2.171,0.974,09-11-2023,45.0,100.0,68.0,227.0,0.0
*52,KOYANA,657.9,654.84,2.652,2.304,09-11-2023,87.0,100.0,93.0,0.0,1920.0
53,BHIMA(UJJANI),496.83,494.35,1.517,0.769,09-11-2023,51.0,100.0,85.0,125.0,12.0
54,ISAPUR,441.0,439.19,0.965,0.798,09-11-2023,83.0,100.0,71.0,104.0,0.0
55,MULA,552.3,550.79,0.609,0.53,09-11-2023,87.0,100.0,85.0,139.0,0.0
56,YELDARI,461.77,458.33,0.809,0.614,09-11-2023,76.0,100.0,62.0,78.0,0.0
57,GIRNA,398.07,392.9,0.524,0.373,09-11-2023,71.0,100.0,70.0,79.0,0.0
58,KHADAKVASLA,582.47,580.58,0.056,0.032,09-11-2023,57.0,68.0,70.0,78.0,8.0
*59,UPPER VAITARNA,603.5,603.34,0.331,0.327,09-11-2023,99.0,100.0,94.0,0.0,61.0
60,UPPER TAPI,214.0,214.0,0.255,0.255,09-11-2023,100.0,100.0,99.0,45.0,0.0
61,PENCH(TOTLADOH),490.0,487.98,1.091,0.865,09-11-2023,79.0,84.0,68.0,127.0,160.0
62,UPPER WARDHA,342.5,342.22,0.564,0.539,06-11-2023,96.0,100.0,91.0,70.0,0.0
63,BHATSA,142.07,138.95,0.942,0.858,09-11-2023,91.0,96.0,91.0,29.38,15.0
64,DHOM,747.7,744.99,0.331,0.271,09-11-2023,82.0,100.0,90.0,36.2,2.0
65,DUDHGANGA,646.0,643.45,0.664,0.594,09-11-2023,89.0,81.0,92.0,2.441,24.0
66,MANIKDOH,711.25,707.62,0.288,0.226,09-11-2023,78.0,92.0,67.0,2.2,6.0
67,BHANDARDARA,744.91,743.96,0.304,0.285,09-11-2023,94.0,100.0,90.0,63.74,46.0
68,URMODI,696.0,687.58,0.273,0.153,09-11-2023,56.0,100.0,95.0,37.0,3.0
69,BHATGHAR,623.28,623.05,0.673,0.665,09-11-2023,99.0,99.0,94.0,60.66,14.09
70,NIRA DEOGHAR,667.1,667.14,0.332,0.332,09-11-2023,100.0,100.0,92.0,0.0,6.0
