S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,465.2,6.229,0.78,01-07-2021,13,30,33,676.0,1379.0
2,PONG DAM(BEAS),423.67,390.02,6.157,0.35,01-07-2021,6,38,27,0.0,396.0
3,KOL DAM,642.0,638.07,0.089,0.031,01-07-2021,35,29,53,0.0,800.0
4,THEIN DAM,527.91,502.17,2.344,0.719,01-07-2021,31,54,52,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,269.2,1.711,0.531,01-07-2021,31,35,30,63.0,140.0
6,JHAKAM,359.5,344.45,0.132,0.028,01-07-2021,21,27,23,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.29,1.436,0.622,01-07-2021,43,44,38,229.0,172.0
8,BISALPUR,315.5,309.72,1.076,0.284,01-07-2021,26,57,32,81.8,0.0
9,TENUGHAT,269.14,259.1,0.821,0.381,01-07-2021,46,42,37,0.0,0.0
10,MAITHON,146.3,145.46,0.471,0.394,01-07-2021,84,66,35,342.0,0.0
11,PANCHET HILL,124.97,124.82,0.184,0.171,01-07-2021,93,27,49,0.0,80.0
12,KONAR,425.81,418.22,0.176,0.061,01-07-2021,35,28,31,0.0,0.0
13,TILAIYA,368.81,366.76,0.142,0.074,01-07-2021,52,28,20,0.0,4.0
14,GETALSUD,590.06,585.67,0.218,0.093,01-07-2021,43,45,36,0.0,130.0
15,HIRAKUD,192.02,184.69,5.378,1.243,30-06-2021,23,22,13,153.0,307.0
16,BALIMELA,462.08,445.95,2.676,0.547,01-07-2021,20,19,26,0.0,360.0
17,SALANADI,82.3,70.55,0.558,0.228,29-06-2021,41,67,37,42.0,0.0
18,RENGALI,123.5,115.4,3.432,1.064,30-06-2021,31,14,13,3.0,200.0
19,MACHKUND(JALAPUT),838.16,828.54,0.893,0.279,30-06-2021,31,36,37,0.0,115.0
20,UPPER KOLAB,858.0,846.66,0.935,0.115,30-06-2021,12,23,18,89.0,320.0
21,UPPER INDRAVATI,642.0,630.1,1.456,0.335,30-06-2021,23,33,20,128.0,600.0
22,SAPUA,168.5,167.63,0.006,0.006,01-07-2021,100,100,67,0.0,0.0
23,HARIHARJHOR,147.5,141.45,0.059,0.0,30-06-2021,0,69,29,9.95,0.0
24,MANDIRA DAM,210.31,207.05,0.309,0.192,01-07-2021,62,68,67,0.0,0.0
25,MAYURAKSHI,121.31,115.6,0.48,0.23,01-07-2021,48,47,30,227.0,0.0
26,KANGSABATI,134.14,129.71,0.914,0.558,01-07-2021,61,57,36,341.0,0.0
27,GUMTI,93.55,90.2,0.312,0.166,30-06-2021,53,50,44,0.0,15.0
28,DOYANG HEP,333.0,306.4,0.535,0.167,01-07-2021,31,49,41,0.0,75.0
