S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,466.52,6.229,0.948,22-03-2017,15,33,31,676,1200
*2,PONG DAM(BEAS),423.67,396.62,6.157,1.029,23-03-2017,17,17,29,-,360
*3,THEIN DAM,527.91,504.42,2.344,0.842,23-03-2017,36,22,33,348,600
*4,MAHI BAJAJ SAGAR,280.75,272.35,1.711,0.801,23-03-2017,47,28,29,63,140
5,JHAKAM,359.5,346.95,0.132,0.039,23-03-2017,30,8,17,28,-
*6,RANA PRATAP SAGAR,352.81,346.44,1.436,0.359,22-03-2017,25,30,36,229,172
7,TENUGHAT,269.14,259.49,0.821,0.396,23-03-2017,48,37,37,-,-
8,MAITHON,146.3,146.58,0.471,0.458,23-03-2017,97,24,58,342,-
*12,HIRAKUD,192.02,188.72,5.378,2.886,22-03-2017,54,47,49,153,307
*13,BALIMELA,462.08,454.03,2.676,1.439,22-03-2017,54,41,42,-,360
14,SALANADI,82.3,67.61,0.558,0.162,23-03-2017,29,4,30,42,-
*15,RENGALI,123.5,121.34,3.432,2.751,23-03-2017,80,38,47,3,200
*16,MACHKUND(JALAPUT),838.16,830.7,0.893,0.377,22-03-2017,42,54,57,-,115
*17,UPPER KOLAB,858.0,830.7,0.935,0.377,22-03-2017,40,47,43,89,320
*18,UPPER INDRAVATI,642.0,635.75,1.456,0.819,22-03-2017,56,41,46,128,600
19,MAYURAKSHI,121.31,113.14,0.48,0.151,23-03-2017,31,18,30,227,-
20,KANGSABATI,134.14,125.32,0.914,0.284,23-03-2017,31,25,24,341,-
21,GUMTI,93.55,89.6,0.312,0.144,21-03-2017,46,50,14,-,15
*22,UKAI,105.16,99.76,6.615,3.934,22-03-2017,59,30,47,348,300
23,SABARMATI(DHAROI),189.59,183.84,0.735,0.268,23-03-2017,36,29,27,95,1
*24,KADANA,127.7,124.11,1.472,0.846,23-03-2017,57,29,55,200,120
25,SHETRUNJI,55.53,51.07,0.3,0.074,23-03-2017,25,21,31,36,-
26,BHADAR,107.89,99.79,0.188,0.008,23-03-2017,4,16,26,27,-
27,DAMANGANGA,79.86,73.7,0.502,0.233,22-03-2017,46,40,55,51,1
28,DANTIWADA,184.1,163.28,0.399,0.004,23-03-2017,1,18,10,45,-
29,PANAM,127.41,123.25,0.697,0.312,23-03-2017,45,21,49,36,2
*30,SARDAR SAROVAR,121.92,119.05,1.566,1.082,22-03-2017,69,23,55,2120,1450
31,KARJAN,115.25,103.92,0.523,0.239,22-03-2017,46,31,63,51,3
32,JAYAKWADI(PAITHAN),463.91,460.26,2.171,0.96,23-03-2017,44,0,25,227,-
*33,KOYANA,657.9,641.96,2.652,1.1,20-03-2017,41,34,59,-,1920
34,BHIMA(UJJANI),496.83,492.69,1.517,0.353,23-03-2017,23,0,38,125,12
35,ISAPUR,441.0,431.63,0.965,0.266,20-03-2017,28,17,40,104,-
36,MULA,552.3,544.78,0.609,0.275,15-03-2017,45,14,40,139,-
37,YELDARI,461.77,450.45,0.809,0.076,23-03-2017,9,6,24,78,-
38,GIRNA,398.07,389.84,0.524,0.189,20-03-2017,36,0,23,79,-
