S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,498.84,6.229,3.698,23-01-2020,59,69,55,676.0,1379.0
2,PONG DAM(BEAS),423.67,416.53,6.157,4.161,23-01-2020,68,57,43,0.0,396.0
3,KOL DAM,642.0,641.52,0.089,0.082,20-01-2020,92,97,85,0.0,800.0
4,THEIN DAM,527.91,513.67,2.344,1.386,23-01-2020,59,60,38,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,277.45,1.711,1.302,23-01-2020,76,65,59,63.0,140.0
6,JHAKAM,359.5,353.85,0.132,0.082,23-01-2020,62,55,48,28.0,0.0
7,RANA PRATAP SAGAR,352.81,347.32,1.436,0.484,23-01-2020,34,33,34,229.0,172.0
8,BISALPUR,315.5,314.88,1.076,0.973,22-01-2020,90,20,44,81.8,0.0
9,TENUGHAT,269.14,260.1,0.821,0.42,23-01-2020,51,44,47,0.0,0.0
10,MAITHON,146.3,149.19,0.471,0.471,23-01-2020,100,54,81,342.0,0.0
11,PANCHET HILL,124.97,128.56,0.184,0.184,23-01-2020,100,77,83,0.0,80.0
12,KONAR,425.81,425.1,0.176,0.163,23-01-2020,93,66,73,0.0,0.0
13,TILAIYA,368.81,368.08,0.142,0.117,23-01-2020,82,13,46,0.0,4.0
14,HIRAKUD,192.02,191.22,5.378,4.316,22-01-2020,80,67,75,153.0,307.0
15,BALIMELA,462.08,458.66,2.676,2.06,22-01-2020,77,77,59,0.0,360.0
16,SALANADI,82.3,74.86,0.558,0.332,23-01-2020,59,54,29,42.0,0.0
17,RENGALI,123.5,122.66,3.432,3.156,22-01-2020,92,45,69,3.0,200.0
18,MACHKUND(JALAPUT),838.16,835.93,0.893,0.705,22-01-2020,79,75,75,0.0,115.0
19,UPPER KOLAB,858.0,856.06,0.935,0.749,22-01-2020,80,66,59,89.0,320.0
