S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,489.6,6.229,2.864,23-02-2016,46,37,41,676,1200
*2,PONG DAM(BEAS),423.67,399.65,6.157,1.387,25-02-2016,23,22,36,-,360
*3,THEIN DAM,527.91,496.11,2.344,0.473,25-02-2016,20,29,29,348,600
*4,MAHI BAJAJ SAGAR,280.75,271.25,1.711,0.704,25-02-2016,41,50,40,63,140
5,JHAKAM,359.5,342.8,0.132,0.022,25-02-2016,17,28,25,28,-
*6,RANA PRATAP SAGAR,352.81,347.0,1.436,0.44,23-02-2016,31,28,40,229,172
7,TENUGHAT,269.14,257.42,0.821,0.324,25-02-2016,39,45,41,-,-
8,MAITHON,146.3,139.49,0.471,0.141,25-02-2016,30,50,72,342,-
*12,HIRAKUD,192.02,189.0,5.378,3.021,25-02-2016,56,55,63,153,307
*13,BALIMELA,462.08,453.73,2.676,1.4,24-02-2016,52,73,48,-,360
14,SALANADI,82.3,55.25,0.558,0.027,25-02-2016,5,44,38,42,-
*15,RENGALI,123.5,117.58,3.432,1.582,24-02-2016,46,73,55,3,200
*16,MACHKUND(JALAPUT),838.16,834.06,0.893,0.568,23-02-2016,64,64,65,-,115
*17,UPPER KOLAB,858.0,853.88,0.935,0.567,24-02-2016,61,69,49,89,320
*18,UPPER INDRAVATI,642.0,633.95,1.456,0.66,25-02-2016,45,71,56,128,600
19,MAYURAKSHI,121.31,110.55,0.48,0.091,25-02-2016,19,20,37,227,-
20,KANGSABATI,134.14,123.93,0.914,0.226,25-02-2016,25,26,29,341,-
21,GUMTI,93.55,90.7,0.312,0.187,25-02-2016,60,0,15,-,15
*22,UKAI,105.16,96.41,6.615,2.612,25-02-2016,39,49,56,348,300
23,SABARMATI(DHAROI),189.59,184.23,0.735,0.292,25-02-2016,40,25,37,95,1
