S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,505.45,6.229,4.629,24-09-2020,74,86,88,676,1379.0
2,PONG DAM(BEAS),423.67,418.75,6.157,4.637,24-09-2020,75,87,88,0,396.0
3,KOL DAM,642.0,640.91,0.089,0.072,24-09-2020,81,74,82,0,800.0
4,THEIN DAM,527.91,515.39,2.344,1.446,24-09-2020,62,87,78,348,600.0
5,MAHI BAJAJ SAGAR,280.75,281.45,1.711,1.711,24-09-2020,100,100,86,63,140.0
6,JHAKAM,359.5,359.7,0.132,0.132,24-09-2020,100,100,93,28,0.0
7,RANA PRATAP SAGAR,352.81,352.08,1.436,1.298,24-09-2020,90,99,79,229,172.0
8,BISALPUR,315.5,313.45,1.076,0.696,24-09-2020,65,100,73,82,0.0
9,TENUGHAT,269.14,259.93,0.821,0.414,24-09-2020,50,50,47,0,0.0
10,MAITHON,146.3,149.18,0.471,0.471,24-09-2020,100,92,92,342,0.0
11,PANCHET HILL,124.97,127.83,0.184,0.184,24-09-2020,100,100,92,0,80.0
12,KONAR,425.81,425.75,0.176,0.174,24-09-2020,99,41,80,0,0.0
13,TILAIYA,368.81,368.84,0.142,0.141,24-09-2020,99,36,77,0,4.0
14,HIRAKUD,192.02,191.76,5.378,4.659,23-09-2020,87,90,88,153,307.0
15,BALIMELA,462.08,457.32,2.676,1.872,24-09-2020,70,87,67,0,360.0
16,SALANADI,82.3,75.7,0.558,0.356,24-09-2020,64,71,55,42,0.0
17,RENGALI,123.5,122.13,3.432,2.97,24-09-2020,87,96,81,3,200.0
18,MACHKUND(JALAPUT),838.16,835.97,0.893,0.707,24-09-2020,79,94,91,0,115.0
19,UPPER KOLAB,858.0,851.35,0.935,0.378,24-09-2020,40,82,74,89,320.0
20,UPPER INDRAVATI,642.0,638.03,1.456,1.041,24-09-2020,71,93,78,128,600.0
21,SAPUA,168.5,168.45,0.006,0.006,24-09-2020,100,100,83,0,0.0
22,HARIHARJHOR,147.5,146.55,0.059,0.054,24-09-2020,92,88,86,10,0.0
23,MAYURAKSHI,121.31,118.64,0.48,0.362,24-09-2020,75,33,56,227,0.0
24,KANGSABATI,134.14,130.62,0.914,0.627,24-09-2020,69,54,60,341,0.0
25,GUMTI,93.55,92.9,0.312,0.283,23-09-2020,91,57,65,0,15.0
26,DOYANG HEP,333.0,318.5,0.535,0.307,24-09-2020,57,58,66,0,75.0
27,UKAI,105.16,104.48,6.615,6.333,24-09-2020,96,98,81,348,300.0
28,SABARMATI(DHAROI),189.59,189.54,0.735,0.735,24-09-2020,100,82,77,95,1.0
29,KADANA,127.7,127.56,1.472,1.176,24-09-2020,80,77,78,200,120.0
30,SHETRUNJI,55.53,55.53,0.3,0.3,24-09-2020,100,68,64,36,0.0
31,BHADAR,107.89,107.9,0.188,0.188,24-09-2020,100,100,63,27,0.0
32,DAMANGANGA,79.86,79.4,0.502,0.456,24-09-2020,91,90,89,51,1.0
33,DANTIWADA,184.1,179.83,0.399,0.252,24-09-2020,63,29,47,45,0.0
34,PANAM,127.41,125.35,0.697,0.421,24-09-2020,60,79,79,36,2.0
35,SARDAR SAROVAR,138.68,136.89,5.76,5.197,24-09-2020,90,98,39,2120,1450.0
36,KARJAN,115.25,114.19,0.523,0.484,24-09-2020,93,94,86,51,3.0
37,SUKHI(GUJ),147.82,147.74,0.167,0.163,24-09-2020,98,98,77,21,0.0
38,WATRAK,136.25,135.49,0.154,0.116,24-09-2020,75,76,73,23,0.0
39,HATHMATI,180.74,180.89,0.153,0.149,24-09-2020,97,32,39,5,0.0
40,MACHCHHU-I,135.33,135.33,0.071,0.069,24-09-2020,97,97,49,0,0.0
41,MACHCHHU-II,57.3,57.3,0.091,0.084,24-09-2020,92,92,54,10,0.0
42,UND-I,98.0,98.0,0.066,0.066,24-09-2020,100,100,53,10,0.0
43,BRAHMANI(GUJ),64.62,64.62,0.071,0.056,24-09-2020,79,69,41,6,0.0
44,JAYAKWADI(PAITHAN),463.91,463.68,2.171,2.081,24-09-2020,96,100,56,227,0.0
45,KOYANA,657.9,659.43,2.652,2.652,24-09-2020,100,100,97,0,1920.0
46,BHIMA(UJJANI),496.83,497.23,1.517,1.517,24-09-2020,100,100,80,125,12.0
47,ISAPUR,441.0,441.0,0.965,0.964,24-09-2020,100,28,60,104,0.0
48,MULA,552.3,552.19,0.609,0.603,24-09-2020,99,99,83,139,0.0
49,YELDARI,461.77,461.76,0.809,0.808,24-09-2020,100,3,39,78,0.0
50,GIRNA,398.07,398.07,0.524,0.524,24-09-2020,100,100,46,79,0.0
51,KHADAKVASLA,582.47,582.47,0.056,0.056,24-09-2020,100,91,80,78,8.0
52,UPPER VAITARNA,603.5,603.47,0.331,0.33,24-09-2020,100,99,95,0,61.0
53,UPPER TAPI,214.0,212.82,0.255,0.186,24-09-2020,73,77,78,45,0.0
54,PENCH(TOTLADOH),490.0,489.79,1.091,1.0,24-09-2020,92,93,78,127,160.0
55,UPPER WARDHA,342.5,342.5,0.564,0.564,23-09-2020,100,100,94,70,0.0
56,BHATSA,142.07,141.6,0.942,0.93,24-09-2020,99,99,97,29,15.0
57,DHOM,747.7,747.4,0.331,0.324,24-09-2020,98,100,89,36,2.0
