S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,458.98,6.229,0.513,03-06-2021,8,22,27,676.0,1379.0
2,PONG DAM(BEAS),423.67,394.85,6.157,0.773,03-06-2021,13,45,28,0.0,396.0
3,KOL DAM,642.0,637.32,0.089,0.02,03-06-2021,22,10,33,0.0,800.0
4,THEIN DAM,527.91,504.95,2.344,0.842,03-06-2021,36,58,50,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,269.25,1.711,0.535,03-06-2021,31,35,29,63.0,140.0
6,JHAKAM,359.5,344.8,0.132,0.029,03-06-2021,22,27,23,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.5,1.436,0.657,03-06-2021,46,44,33,229.0,172.0
8,BISALPUR,315.5,310.2,1.076,0.321,03-06-2021,30,61,35,81.8,0.0
9,TENUGHAT,269.14,258.68,0.821,0.366,03-06-2021,45,46,37,0.0,0.0
10,MAITHON,146.3,140.72,0.471,0.185,03-06-2021,39,85,35,342.0,0.0
11,PANCHET HILL,124.97,124.99,0.184,0.184,03-06-2021,100,59,48,0.0,80.0
12,KONAR,425.81,420.81,0.176,0.094,03-06-2021,53,26,32,0.0,0.0
13,TILAIYA,368.81,365.49,0.142,0.04,03-06-2021,28,25,18,0.0,4.0
14,GETALSUD,590.06,585.85,0.218,0.097,03-06-2021,44,45,35,0.0,130.0
15,HIRAKUD,192.02,184.15,5.378,1.072,02-06-2021,20,31,20,153.0,307.0
16,BALIMELA,462.08,446.14,2.676,0.563,03-06-2021,21,24,24,0.0,360.0
17,SALANADI,82.3,70.3,0.558,0.223,03-06-2021,40,55,34,42.0,0.0
18,RENGALI,123.5,114.16,3.432,0.791,03-06-2021,23,13,14,3.0,200.0
19,MACHKUND(JALAPUT),838.16,828.54,0.893,0.276,03-06-2021,31,34,40,0.0,115.0
20,UPPER KOLAB,858.0,845.85,0.935,0.074,03-06-2021,8,27,22,89.0,320.0
21,UPPER INDRAVATI,642.0,630.17,1.456,0.348,03-06-2021,24,37,23,128.0,600.0
22,SAPUA,168.5,167.59,0.006,0.006,03-06-2021,100,100,67,0.0,0.0
23,HARIHARJHOR,147.5,143.82,0.059,0.0,03-06-2021,0,59,22,9.95,0.0
24,MANDIRA DAM,210.31,206.9,0.309,0.188,03-06-2021,61,83,71,0.0,0.0
25,MAYURAKSHI,121.31,111.15,0.48,0.103,03-06-2021,21,34,24,227.0,0.0
26,KANGSABATI,134.14,124.98,0.914,0.266,03-06-2021,29,45,29,341.0,0.0
27,GUMTI,93.55,90.1,0.312,0.158,02-06-2021,51,23,30,0.0,15.0
28,DOYANG HEP,333.0,306.2,0.535,0.166,03-06-2021,31,31,33,0.0,75.0
29,UKAI,105.16,96.6,6.615,2.679,03-06-2021,40,45,24,348.0,300.0
30,SABARMATI(DHAROI),189.59,183.11,0.735,0.226,03-06-2021,31,38,19,95.0,1.0
31,KADANA,127.7,121.03,1.472,0.601,03-06-2021,41,36,45,200.0,120.0
32,SHETRUNJI,55.53,53.52,0.3,0.166,03-06-2021,55,13,10,36.0,0.0
33,BHADAR,107.89,103.93,0.188,0.061,03-06-2021,32,28,13,27.0,0.0
34,DAMANGANGA,79.86,68.55,0.502,0.096,03-06-2021,19,17,12,51.0,1.0
35,DANTIWADA,184.1,168.49,0.399,0.033,03-06-2021,8,0,3,45.0,0.0
36,PANAM,127.41,121.6,0.697,0.241,03-06-2021,35,40,42,36.0,2.0
37,SARDAR SAROVAR,138.68,122.72,5.76,1.711,03-06-2021,30,31,14,2120.0,1450.0
38,KARJAN,115.25,103.04,0.523,0.221,03-06-2021,42,36,32,51.0,3.0
39,SUKHI(GUJ),147.82,142.09,0.167,0.059,03-06-2021,35,36,14,20.7,0.0
40,WATRAK,136.25,130.55,0.154,0.03,03-06-2021,19,34,24,22.98,0.0
41,HATHMATI,180.74,177.39,0.153,0.049,03-06-2021,32,33,9,5.166,0.0
42,MACHCHHU-I,135.33,128.17,0.071,0.012,03-06-2021,17,21,14,0.0,0.0
43,MACHCHHU-II,57.3,54.65,0.091,0.042,02-06-2021,46,51,20,10.13,0.0
44,UND-I,98.0,92.19,0.066,0.007,03-06-2021,11,17,6,9.9,0.0
45,BRAHMANI(GUJ),64.62,61.09,0.071,0.019,03-06-2021,27,34,7,6.413,0.0
46,JAYAKWADI(PAITHAN),463.91,459.52,2.171,0.776,03-06-2021,36,38,11,227.0,0.0
47,KOYANA,657.9,632.16,2.652,0.668,03-06-2021,25,30,19,0.0,1920.0
48,BHIMA(UJJANI),496.83,490.5,1.517,0.0,03-06-2021,0,0,1,125.0,12.0
49,ISAPUR,441.0,434.59,0.965,0.422,03-06-2021,44,36,21,104.0,0.0
50,MULA,552.3,541.17,0.609,0.159,03-06-2021,26,13,7,139.0,0.0
51,YELDARI,461.77,457.51,0.809,0.426,03-06-2021,53,61,15,78.0,0.0
52,GIRNA,398.07,389.84,0.524,0.19,02-06-2021,36,33,13,79.0,0.0
53,KHADAKVASLA,582.47,579.88,0.056,0.024,03-06-2021,43,36,43,78.0,8.0
54,UPPER VAITARNA,603.5,594.73,0.331,0.086,03-06-2021,26,27,30,0.0,61.0
55,UPPER TAPI,214.0,209.31,0.255,0.043,02-06-2021,17,22,18,45.0,0.0
