S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,502.59,6.229,4.22,14-10-2021,68,65,83,676.0,1379.0
2,PONG DAM(BEAS),423.67,412.29,6.157,3.32,14-10-2021,54,69,82,0.0,396.0
3,KOL DAM,642.0,640.96,0.089,0.073,14-10-2021,82,89,87,0.0,800.0
4,THEIN DAM,527.91,510.03,2.344,1.111,14-10-2021,47,55,71,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,281.3,1.711,1.711,14-10-2021,100,100,100,63.0,140.0
6,JHAKAM,359.5,358.25,0.132,0.12,14-10-2021,91,100,98,28.0,0.0
7,RANA PRATAP SAGAR,352.81,352.57,1.436,1.397,14-10-2021,97,89,83,229.0,172.0
8,BISALPUR,315.5,312.3,1.076,0.541,14-10-2021,50,62,78,81.8,0.0
9,TENUGHAT,269.14,260.01,0.821,0.417,14-10-2021,51,48,48,0.0,0.0
10,MAITHON,146.3,148.36,0.471,0.471,14-10-2021,100,100,92,342.0,0.0
11,PANCHET HILL,124.97,125.63,0.184,0.184,14-10-2021,100,100,91,0.0,80.0
12,KONAR,425.81,425.93,0.176,0.176,14-10-2021,100,100,93,0.0,0.0
13,TILAIYA,368.81,370.5,0.142,0.142,14-10-2021,100,100,93,0.0,4.0
14,GETALSUD,590.06,588.45,0.218,0.166,14-10-2021,76,45,62,0.0,130.0
15,HIRAKUD,192.02,192.02,5.378,4.823,14-10-2021,90,90,89,153.0,307.0
16,BALIMELA,462.08,452.23,2.676,1.206,11-10-2021,45,72,61,0.0,360.0
17,SALANADI,82.3,78.7,0.558,0.444,14-10-2021,80,58,55,42.0,0.0
18,RENGALI,123.5,123.02,3.432,3.281,11-10-2021,96,98,93,3.0,200.0
19,MACHKUND(JALAPUT),838.16,833.77,0.893,0.56,11-10-2021,63,86,93,0.0,115.0
20,UPPER KOLAB,858.0,851.79,0.935,0.411,11-10-2021,44,44,62,89.0,320.0
21,UPPER INDRAVATI,642.0,632.61,1.456,0.549,11-10-2021,38,73,73,128.0,600.0
22,SAPUA,168.5,168.0,0.006,0.006,14-10-2021,100,100,83,0.0,0.0
23,HARIHARJHOR,147.5,145.76,0.059,0.048,13-10-2021,81,93,88,9.95,0.0
24,MANDIRA DAM,210.31,207.99,0.309,0.236,14-10-2021,76,66,77,0.0,0.0
25,MAYURAKSHI,121.31,115.21,0.48,0.215,14-10-2021,45,71,59,227.0,0.0
26,KANGSABATI,134.14,131.14,0.914,0.668,14-10-2021,73,64,60,341.0,0.0
27,GUMTI,93.55,92.25,0.312,0.251,13-10-2021,80,93,71,0.0,15.0
28,DOYANG HEP,333.0,319.1,0.535,0.315,13-10-2021,59,62,62,0.0,75.0
29,UKAI,105.16,105.16,6.615,6.615,13-10-2021,100,100,83,348.0,300.0
30,SABARMATI(DHAROI),189.59,184.54,0.735,0.311,14-10-2021,42,100,85,95.0,1.0
31,KADANA,127.7,127.71,1.472,1.192,14-10-2021,81,81,76,200.0,120.0
32,SHETRUNJI,55.53,55.53,0.3,0.3,14-10-2021,100,100,71,36.0,0.0
