S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,479.55,6.229,1.64,04-04-2024,26.0,29.0,29.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,403.99,6.157,1.91,04-04-2024,31.0,35.0,26.0,0.0,396.0
*3,KOL DAM,642.0,640.96,0.089,0.073,04-04-2024,82.0,93.0,64.0,0.0,800.0
4,THEIN DAM,527.91,507.02,2.344,0.964,04-04-2024,41.0,73.0,44.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,270.25,1.711,0.62,04-04-2024,36.0,32.0,36.0,63.0,140.0
6,JHAKAM,359.5,343.45,0.132,0.023,04-04-2024,17.0,27.0,28.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,347.56,1.436,0.539,04-04-2024,38.0,53.0,38.0,229.0,172.0
8,BISALPUR,315.5,311.42,1.076,0.44,03-04-2024,41.0,71.0,52.0,81.8,0.0
9,JAWAI DAM,313.4,303.74,0.193,0.04,04-04-2024,21.0,26.0,19.0,38.67,0.0
10,JAISAMAND,295.54,290.62,0.296,0.089,04-04-2024,30.0,63.0,47.0,16.0,0.0
11,TENUGHAT,269.14,259.1,0.821,0.382,04-04-2024,47.0,47.0,44.0,0.0,0.0
12,MAITHON,146.3,146.37,0.471,0.445,04-04-2024,94.0,66.0,68.0,342.0,0.0
*$13,PANCHET HILL,124.97,125.15,0.184,0.184,04-04-2024,100.0,92.0,67.0,0.0,80.0
$14,KONAR,425.81,421.16,0.176,0.099,04-04-2024,56.0,65.0,56.0,0.0,0.0
$15,TILAIYA,368.81,364.58,0.142,0.021,04-04-2024,15.0,19.0,33.0,0.0,4.0
*16,GETALSUD,590.06,586.8,0.218,0.12,03-04-2024,55.0,42.0,44.0,0.0,130.0
17,HIRAKUD,192.02,188.19,5.378,2.632,03-04-2024,49.0,43.0,48.0,153.0,307.0
*18,BALIMELA,462.08,450.22,2.676,0.971,04-04-2024,36.0,18.0,27.0,0.0,360.0
19,SALANADI,82.3,72.83,0.558,0.281,04-04-2024,50.0,47.0,42.0,42.0,0.0
20,RENGALI,123.5,119.06,3.432,2.006,04-04-2024,58.0,47.0,60.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,823.83,0.893,0.116,04-04-2024,13.0,48.0,40.0,0.0,115.0
22,UPPER KOLAB,858.0,852.6,0.935,0.471,04-04-2024,50.0,39.0,36.0,89.0,320.0
23,UPPER INDRAVATI,642.0,631.08,1.456,0.423,04-04-2024,29.0,48.0,44.0,128.0,600.0
24,SAPUA,168.5,167.43,0.006,0.005,04-04-2024,83.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,143.69,0.059,0.026,04-04-2024,44.0,12.0,31.0,9.95,0.0
26,MANDIRA DAM,210.31,209.61,0.309,0.24,04-04-2024,78.0,71.0,86.0,0.0,0.0
27,MAYURAKSHI,121.31,112.65,0.48,0.138,04-04-2024,29.0,28.0,29.0,227.0,0.0
28,KANGSABATI,134.14,123.92,0.914,0.225,04-04-2024,25.0,24.0,37.0,341.0,0.0
29,GUMTI,93.55,89.35,0.312,0.135,04-04-2024,43.0,47.0,39.0,0.0,15.0
*30,DOYANG HEP,333.0,308.25,0.535,0.182,04-04-2024,34.0,33.0,37.0,0.0,75.0
31,CHANDAN DAM,152.39,132.71,0.14,0.01,04-04-2024,6.62,14.71,30.15,75.0,0.0
*32,UMRONG,609.6,606.8,0.159,0.101,04-04-2024,64.0,0.0,15.0,0.0,200.0
*33,KHANDONG,725.0,711.4,0.18,0.03,04-04-2024,17.0,14.0,27.0,0.0,75.0
34,UKAI,105.16,99.29,6.615,3.726,04-04-2024,56.0,58.0,43.0,348.0,300.0
36,KADANA,127.7,121.82,1.472,0.659,04-04-2024,45.0,38.0,50.0,200.0,120.0
