S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,502.4,6.229,4.193,30-11-2023,67.0,79.0,74.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,418.28,6.157,4.534,30-11-2023,74.0,74.0,60.0,0.0,396.0
*3,KOL DAM,642.0,641.18,0.089,0.077,30-11-2023,87.0,85.0,93.0,0.0,800.0
4,THEIN DAM,527.91,513.2,2.344,1.318,30-11-2023,56.0,73.0,54.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,279.35,1.711,1.528,30-11-2023,89.0,93.0,94.0,63.0,140.0
6,JHAKAM,359.5,355.4,0.132,0.094,30-11-2023,71.0,85.0,86.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,350.43,1.436,1.011,30-11-2023,70.0,83.0,53.0,229.0,172.0
8,BISALPUR,315.5,313.01,1.076,0.636,30-11-2023,59.0,97.0,70.0,81.8,0.0
9,JAWAI DAM,313.4,312.04,0.193,0.175,30-11-2023,91.0,94.0,54.0,38.67,0.0
10,JAISAMAND,295.54,292.94,0.296,0.175,30-11-2023,59.0,100.0,71.0,16.0,0.0
11,TENUGHAT,269.14,260.33,0.821,0.43,30-11-2023,52.0,53.0,50.0,0.0,0.0
12,MAITHON,146.3,147.05,0.471,0.471,30-11-2023,100.0,100.0,87.0,342.0,0.0
*$13,PANCHET HILL,124.97,126.38,0.184,0.184,30-11-2023,100.0,100.0,86.0,0.0,80.0
$14,KONAR,425.81,424.89,0.176,0.16,30-11-2023,91.0,97.0,90.0,0.0,0.0
$15,TILAIYA,368.81,367.93,0.142,0.113,30-11-2023,80.0,63.0,83.0,0.0,4.0
*16,GETALSUD,590.06,588.11,0.218,0.156,30-11-2023,72.0,58.0,59.0,0.0,130.0
17,HIRAKUD,192.02,191.42,5.378,4.439,30-11-2023,83.0,82.0,84.0,153.0,307.0
*18,BALIMELA,462.08,453.15,2.676,1.323,30-11-2023,49.0,43.0,57.0,0.0,360.0
19,SALANADI,82.3,74.2,0.558,0.315,30-11-2023,56.0,54.0,51.0,42.0,0.0
20,RENGALI,123.5,122.44,3.432,3.081,30-11-2023,90.0,86.0,84.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,830.73,0.893,0.378,30-11-2023,42.0,74.0,80.0,0.0,115.0
22,UPPER KOLAB,858.0,855.79,0.935,0.726,30-11-2023,78.0,75.0,69.0,89.0,320.0
23,UPPER INDRAVATI,642.0,636.2,1.456,0.863,30-11-2023,59.0,70.0,69.0,128.0,600.0
24,SAPUA,168.5,167.3,0.006,0.005,30-11-2023,83.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,145.66,0.059,0.047,30-11-2023,80.0,58.0,59.0,9.95,0.0
26,MANDIRA DAM,210.31,210.19,0.309,0.255,30-11-2023,83.0,83.0,94.0,0.0,0.0
27,MAYURAKSHI,121.31,115.37,0.48,0.221,30-11-2023,46.0,35.0,53.0,227.0,0.0
28,KANGSABATI,134.14,130.0,0.914,0.58,30-11-2023,63.0,50.0,61.0,341.0,0.0
29,GUMTI,93.55,91.9,0.312,0.236,30-11-2023,76.0,79.0,76.0,0.0,15.0
*30,DOYANG HEP,333.0,316.25,0.535,0.278,28-11-2023,52.0,57.0,59.0,0.0,75.0
31,CHANDAN DAM,152.39,145.51,0.14,0.07,30-11-2023,48.53,61.03,55.88,75.0,0.0
*32,UMRONG,609.6,604.6,0.159,0.075,30-11-2023,47.0,28.0,52.0,0.0,200.0
*33,KHANDONG,725.0,720.4,0.18,0.113,30-11-2023,63.0,0.0,41.0,0.0,75.0
34,UKAI,105.16,103.71,6.615,5.882,30-11-2023,89.0,97.0,77.0,348.0,300.0
36,KADANA,127.7,127.53,1.472,1.174,30-11-2023,80.0,76.0,73.0,200.0,120.0
37,SHETRUNJI,55.53,55.0,0.3,0.3,30-11-2023,100.0,100.0,75.0,36.0,0.0
38,BHADAR,107.89,107.06,0.188,0.151,30-11-2023,80.0,90.0,68.0,27.0,0.0
39,DAMANGANGA,79.86,79.2,0.502,0.447,30-11-2023,89.0,91.0,87.0,51.0,1.0
40,DANTIWADA,184.1,182.36,0.399,0.329,30-11-2023,82.0,77.0,39.0,45.0,0.0
41,PANAM,127.41,127.1,0.697,0.532,30-11-2023,76.0,41.0,62.0,36.0,2.0
42,SARDAR SAROVAR,138.68,137.51,5.76,5.389,30-11-2023,94.0,79.0,46.0,2120.0,1450.0
43,KARJAN,115.25,114.54,0.523,0.506,30-11-2023,97.0,96.0,83.0,51.0,3.0
44,SUKHI(GUJ),147.82,146.9,0.167,0.146,30-11-2023,87.0,80.0,84.0,20.7,0.0
45,WATRAK,136.25,133.56,0.154,0.075,30-11-2023,49.0,80.0,61.0,22.98,0.0
46,HATHMATI,180.74,178.28,0.153,0.063,30-11-2023,41.0,83.0,69.0,5.166,0.0
47,MACHCHHU-I,135.33,134.11,0.071,0.047,30-11-2023,66.0,75.0,72.0,0.0,0.0
48,MACHCHHU-II,57.3,56.16,0.091,0.064,30-11-2023,70.0,53.0,66.0,10.13,0.0
49,UND-I,98.0,97.3,0.066,0.056,30-11-2023,85.0,92.0,77.0,9.9,0.0
50,BRAHMANI(GUJ),64.62,61.87,0.071,0.025,30-11-2023,35.0,23.0,38.0,6.413,0.0
51,JAYAKWADI(PAITHAN),463.91,460.22,2.171,0.948,30-11-2023,44.0,98.0,71.0,227.0,0.0
*52,KOYANA,657.9,654.13,2.652,2.245,30-11-2023,85.0,100.0,90.0,0.0,1920.0
53,BHIMA(UJJANI),496.83,493.18,1.517,0.468,30-11-2023,31.0,100.0,82.0,125.0,12.0
54,ISAPUR,441.0,438.75,0.965,0.761,30-11-2023,79.0,99.0,75.0,104.0,0.0
55,MULA,552.3,549.62,0.609,0.473,30-11-2023,78.0,100.0,83.0,139.0,0.0
56,YELDARI,461.77,458.23,0.809,0.481,30-11-2023,59.0,100.0,66.0,78.0,0.0
57,GIRNA,398.07,392.57,0.524,0.277,29-11-2023,53.0,100.0,69.0,79.0,0.0
58,KHADAKVASLA,582.47,581.44,0.056,0.042,30-11-2023,75.0,71.0,71.0,78.0,8.0
*59,UPPER VAITARNA,603.5,603.28,0.331,0.325,30-11-2023,98.0,98.0,91.0,0.0,61.0
60,UPPER TAPI,214.0,214.0,0.255,0.255,29-11-2023,100.0,100.0,97.0,45.0,0.0
61,PENCH(TOTLADOH),490.0,487.02,1.091,0.799,30-11-2023,73.0,80.0,61.0,127.0,160.0
62,UPPER WARDHA,342.5,341.62,0.564,0.484,30-11-2023,86.0,93.0,83.0,70.0,0.0
63,BHATSA,142.07,136.85,0.942,0.805,30-11-2023,85.0,89.0,86.0,29.38,15.0
64,DHOM,747.7,744.2,0.331,0.254,30-11-2023,77.0,92.0,87.0,36.2,2.0
65,DUDHGANGA,646.0,642.32,0.664,0.558,30-11-2023,84.0,75.0,88.0,2.441,24.0
66,MANIKDOH,711.25,707.49,0.288,0.224,30-11-2023,78.0,91.0,60.0,2.2,6.0
67,BHANDARDARA,744.91,738.71,0.304,0.202,29-11-2023,66.0,100.0,93.0,63.74,46.0
68,URMODI,696.0,687.38,0.273,0.151,30-11-2023,55.0,98.0,94.0,37.0,3.0
69,BHATGHAR,623.28,620.8,0.673,0.594,30-11-2023,88.0,97.0,90.0,60.66,14.09
70,NIRA DEOGHAR,667.1,664.58,0.332,0.297,30-11-2023,89.0,100.0,87.0,0.0,6.0
*71,THOKARWADI,667.14,665.47,0.353,0.306,30-11-2023,87.0,86.0,73.0,0.0,72.0
72,KANHER,690.78,684.64,0.272,0.171,30-11-2023,63.0,92.0,85.0,44.78,4.0
*73,MULSHI,607.1,604.85,0.572,0.473,30-11-2023,83.0,82.0,71.0,0.0,300.0
74,SURYA,118.6,118.2,0.276,0.271,30-11-2023,98.0,97.0,97.0,18.32,6.0
75,TILLARI,113.2,110.3,0.447,0.402,30-11-2023,90.0,94.0,89.0,21.26,10.0
76,DIMBHE DAM,719.15,718.08,0.354,0.336,30-11-2023,95.0,100.0,82.0,52.57,5.0
77,VEER DAM,579.85,575.55,0.266,0.15,29-11-2023,56.0,100.0,74.0,181.3,13.5
78,BARVI DAM,72.6,71.16,0.339,0.296,30-11-2023,87.0,90.0,68.0,0.0,1.1
79,CHASKAMAN,649.53,648.93,0.215,0.204,29-11-2023,95.0,99.0,88.0,55.21,3.0
80,PANSHET(TANAJISAGAR),636.27,635.52,0.302,0.291,30-11-2023,96.0,93.0,91.0,0.0,8.0
81,BHAMA ASKHED,671.5,669.56,0.217,0.188,30-11-2023,87.0,98.0,94.0,29.01,0.0
82,DARNA DAM,571.5,569.37,0.202,0.145,30-11-2023,72.0,98.0,68.0,87.0,0.0
83,MATATILA,308.46,304.83,0.707,0.287,30-11-2023,41.0,74.0,56.0,0.0,30.0
*84,RIHAND,268.22,259.2,5.649,1.937,30-11-2023,34.0,49.0,54.0,0.0,300.0
85,SHARDA SAGAR,190.5,189.51,0.33,0.33,30-11-2023,100.0,100.0,78.0,126.5,0.0
86,SIRSI,217.93,210.95,0.19,0.026,30-11-2023,14.0,18.0,45.0,80.57,0.0
87,MAUDAHA,147.8,146.8,0.179,0.145,30-11-2023,81.0,96.0,59.0,41.7,0.0
88,JIRGO,98.2,88.99,0.147,0.001,30-11-2023,1.0,15.0,48.0,13.14,0.0
89,RANGAWAN,233.17,225.06,0.155,0.029,30-11-2023,19.0,72.0,43.0,20.24,0.0
90,MEJA,178.0,163.75,0.299,0.061,29-11-2023,20.0,32.0,43.0,71.05,0.0
91,RAMGANGA,365.3,362.96,2.196,2.02,30-11-2023,92.0,81.0,75.0,1897.0,198.0
92,TEHRI,830.0,817.61,2.615,2.121,30-11-2023,81.0,93.0,84.0,2351.0,1000.0
93,NANAK SAGAR,215.19,214.49,0.176,0.144,30-11-2023,82.0,69.0,64.0,250.0,0.0
94,GANDHI SAGAR,399.9,399.02,6.827,6.082,30-11-2023,89.0,92.0,84.0,220.0,115.0
95,TAWA,355.4,354.05,1.944,1.787,30-11-2023,92.0,96.0,83.0,247.0,0.0
96,BARGI,422.76,420.94,3.18,2.716,30-11-2023,85.0,96.0,90.0,157.0,90.0
97,BANSAGAR,341.64,339.96,5.166,4.413,30-11-2023,85.0,97.0,87.0,488.0,425.0
