S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,500.55,6.229,3.928,22-10-2020,63,82,85,676.0,1379.0
2,PONG DAM(BEAS),423.67,416.48,6.157,4.151,22-10-2020,67,84,82,0.0,396.0
3,KOL DAM,642.0,641.57,0.089,0.082,22-10-2020,92,91,88,0.0,800.0
4,THEIN DAM,527.91,512.17,2.344,1.233,22-10-2020,53,82,70,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,281.3,1.711,1.711,22-10-2020,100,100,94,63.0,140.0
6,JHAKAM,359.5,359.5,0.132,0.132,22-10-2020,100,100,94,28.0,0.0
7,RANA PRATAP SAGAR,352.81,351.56,1.436,1.196,22-10-2020,83,99,76,229.0,172.0
8,BISALPUR,315.5,313.17,1.076,0.657,22-10-2020,61,100,73,81.8,0.0
9,TENUGHAT,269.14,259.55,0.821,0.399,21-10-2020,49,52,48,0.0,0.0
10,MAITHON,146.3,149.03,0.471,0.471,21-10-2020,100,100,88,342.0,0.0
11,PANCHET HILL,124.97,127.42,0.184,0.184,21-10-2020,100,100,87,0.0,80.0
12,KONAR,425.81,425.87,0.176,0.176,21-10-2020,100,86,87,0.0,0.0
13,TILAIYA,368.81,369.56,0.142,0.142,21-10-2020,100,89,85,0.0,4.0
14,HIRAKUD,192.02,191.98,5.378,4.794,22-10-2020,89,90,91,153.0,307.0
15,BALIMELA,462.08,458.33,2.676,2.013,21-10-2020,75,97,66,0.0,360.0
16,SALANADI,82.3,74.38,0.558,0.319,21-10-2020,57,60,51,42.0,0.0
17,RENGALI,123.5,122.78,3.432,3.204,21-10-2020,93,100,86,3.0,200.0
18,MACHKUND(JALAPUT),838.16,838.03,0.893,0.876,21-10-2020,98,96,92,0.0,115.0
19,UPPER KOLAB,858.0,852.66,0.935,0.551,21-10-2020,59,88,71,89.0,320.0
20,UPPER INDRAVATI,642.0,638.38,1.456,1.075,21-10-2020,74,89,76,128.0,600.0
21,SAPUA,168.5,168.55,0.006,0.006,22-10-2020,100,100,67,0.0,0.0
22,HARIHARJHOR,147.5,146.86,0.059,0.055,22-10-2020,93,88,76,9.95,0.0
23,MAYURAKSHI,121.31,117.32,0.48,0.299,21-10-2020,62,66,51,227.0,0.0
24,KANGSABATI,134.14,129.3,0.914,0.527,21-10-2020,58,62,50,341.0,0.0
25,GUMTI,93.55,93.25,0.312,0.298,21-10-2020,96,54,65,0.0,15.0
26,DOYANG HEP,333.0,320.85,0.535,0.339,22-10-2020,63,61,62,0.0,75.0
27,UKAI,105.16,105.16,6.615,6.615,22-10-2020,100,100,81,348.0,300.0
28,SABARMATI(DHAROI),189.59,189.57,0.735,0.735,22-10-2020,100,100,83,95.0,1.0
29,KADANA,127.7,127.69,1.472,1.189,22-10-2020,81,81,73,200.0,120.0
30,SHETRUNJI,55.53,55.53,0.3,0.3,22-10-2020,100,92,66,36.0,0.0
31,BHADAR,107.89,107.9,0.188,0.188,22-10-2020,100,100,63,27.0,0.0
32,DAMANGANGA,79.86,79.86,0.502,0.478,22-10-2020,95,96,96,51.0,1.0
33,DANTIWADA,184.1,180.11,0.399,0.26,22-10-2020,65,38,49,45.0,0.0
34,PANAM,127.41,125.7,0.697,0.442,22-10-2020,63,79,82,36.0,2.0
35,SARDAR SAROVAR,138.68,135.86,5.76,4.878,22-10-2020,85,97,38,2120.0,1450.0
36,KARJAN,115.25,115.11,0.523,0.511,22-10-2020,98,98,93,51.0,3.0
37,SUKHI(GUJ),147.82,147.82,0.167,0.163,22-10-2020,98,98,78,20.701,0.0
38,WATRAK,136.25,135.53,0.154,0.117,22-10-2020,76,88,74,22.977,0.0
39,HATHMATI,180.74,180.76,0.153,0.149,22-10-2020,97,97,50,5.166,0.0
40,MACHCHHU-I,135.33,135.33,0.071,0.069,22-10-2020,97,97,58,0.0,0.0
41,MACHCHHU-II,57.3,57.3,0.091,0.084,22-10-2020,92,92,60,10.13,0.0
