S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,510.78,6.229,5.455,19-09-2019,88,74,86,676.0,1200.0
*2,PONG DAM(BEAS),423.67,422.62,6.157,5.522,19-09-2019,90,81,83,0.0,360.0
*3,KOL DAM,642.0,639.78,0.089,0.056,19-09-2019,63,70,78,0.0,800.0
*4,THEIN DAM,527.91,523.75,2.344,2.039,19-09-2019,87,75,70,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,281.15,1.711,1.711,18-09-2019,100,83,89,63.0,140.0
6,JHAKAM,359.5,360.35,0.132,0.132,18-09-2019,100,86,87,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,352.72,1.436,1.426,19-09-2019,99,68,75,229.0,172.0
8,BISALPUR,315.5,315.5,1.076,1.076,19-09-2019,100,24,62,81.8,0.0
9,TENUGHAT,269.14,259.84,0.821,0.41,19-09-2019,50,50,47,0.0,0.0
10,MAITHON,146.3,146.17,0.471,0.434,19-09-2019,92,100,91,342.0,0.0
*14,HIRAKUD,192.02,191.86,5.378,4.717,19-09-2019,88,76,81,153.0,307.0
*15,BALIMELA,462.08,459.82,2.676,2.251,19-09-2019,84,95,53,0.0,360.0
16,SALANADI,82.3,77.31,0.558,0.402,19-09-2019,72,86,48,42.0,0.0
*17,RENGALI,123.5,123.22,3.432,3.348,19-09-2019,98,93,77,3.0,200.0
*18,MACHKUND(JALAPUT),838.16,837.65,0.893,0.842,19-09-2019,94,95,80,0.0,115.0
*19,UPPER KOLAB,858.0,856.07,0.935,0.753,19-09-2019,81,86,60,89.0,320.0
*20,UPPER INDRAVATI,642.0,641.08,1.456,1.353,19-09-2019,93,92,70,128.0,600.0
21,SAPUA,168.5,168.58,0.006,0.006,19-09-2019,100,100,67,0.0,0.0
22,MAYURAKSHI,121.31,113.39,0.48,0.158,19-09-2019,33,54,57,227.0,0.0
23,KANGSABATI,134.14,129.52,0.914,0.544,19-09-2019,60,58,61,341.0,0.0
24,GUMTI,93.55,90.5,0.312,0.178,18-09-2019,57,88,60,0.0,15.0
*25,DOYANG HEP,333.0,319.2,0.535,0.317,19-09-2019,59,61,67,0.0,75.0
*26,UKAI,105.16,104.39,6.615,6.281,19-09-2019,95,42,73,348.0,300.0
27,SABARMATI(DHAROI),189.59,187.75,0.735,0.564,18-09-2019,77,26,71,95.0,1.0
*28,KADANA,127.7,127.48,1.472,1.168,19-09-2019,79,68,67,200.0,120.0
29,SHETRUNJI,55.53,54.02,0.3,0.193,18-09-2019,64,43,58,36.0,0.0
30,BHADAR,107.89,107.57,0.188,0.174,18-09-2019,93,51,56,27.0,0.0
31,DAMANGANGA,79.86,78.85,0.502,0.431,19-09-2019,86,79,86,51.0,1.0
32,DANTIWADA,184.1,174.27,0.399,0.113,18-09-2019,28,20,44,45.0,0.0
33,PANAM,127.41,127.4,0.697,0.552,19-09-2019,79,77,74,36.0,2.0
*34,SARDAR SAROVAR,138.68,138.3,5.76,5.639,19-09-2019,98,40,31,2120.0,1450.0
35,KARJAN,115.25,113.8,0.523,0.473,19-09-2019,90,87,83,51.0,3.0
36,SUKHI(GUJ),147.82,147.67,0.167,0.162,19-09-2019,97,60,71,20.7,0.0
37,WATRAK,136.25,135.2,0.154,0.109,19-09-2019,71,31,73,22.98,0.0
38,HATHMATI,180.74,177.33,0.153,0.048,19-09-2019,31,38,35,5.166,0.0
39,MACHCHHU-I,135.33,135.33,0.071,0.069,19-09-2019,97,21,44,0.0,0.0
40,MACHCHHU-II,57.3,57.3,0.091,0.084,19-09-2019,92,10,49,10.13,0.0
41,UND-I,98.0,98.0,0.066,0.066,19-09-2019,100,41,53,9.9,0.0
42,BRAHMANI(GUJ),64.62,64.11,0.071,0.05,19-09-2019,70,8,35,6.413,0.0
43,JAYAKWADI(PAITHAN),463.91,463.89,2.171,2.166,19-09-2019,100,46,42,227.0,0.0
*44,KOYANA,657.9,659.39,2.652,2.652,19-09-2019,100,100,97,0.0,1920.0
45,BHIMA(UJJANI),496.83,497.28,1.517,1.517,19-09-2019,100,100,73,125.0,12.0
46,ISAPUR,441.0,430.8,0.965,0.214,19-09-2019,22,67,57,104.0,0.0
47,MULA,552.3,552.16,0.609,0.601,19-09-2019,99,70,75,139.0,0.0
48,YELDARI,461.77,447.6,0.809,0.0,19-09-2019,0,9,38,78.0,0.0
49,GIRNA,398.07,398.07,0.524,0.524,19-09-2019,100,48,37,79.0,0.0
50,KHADAKVASLA,582.47,582.47,0.056,0.056,19-09-2019,100,71,77,78.0,8.0
*51,UPPER VAITARNA,603.5,603.38,0.331,0.328,19-09-2019,99,98,92,0.0,61.0
