S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,487.73,6.229,2.376,17-02-2022,38.0,28.0,43.0,676.0,1379.0
2,PONG DAM(BEAS),423.67,407.23,6.157,2.424,17-02-2022,39.0,30.0,37.0,0.0,396.0
3,KOL DAM,642.0,641.08,0.089,0.075,17-02-2022,84.0,51.0,65.0,0.0,800.0
4,THEIN DAM,527.91,504.77,2.344,0.831,17-02-2022,35.0,17.0,32.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,274.45,1.711,0.997,17-02-2022,58.0,57.0,57.0,63.0,140.0
6,JHAKAM,359.5,354.3,0.132,0.086,17-02-2022,65.0,40.0,42.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,350.39,1.436,0.982,17-02-2022,68.0,41.0,34.0,229.0,172.0
8,BISALPUR,315.5,311.43,1.076,0.441,17-02-2022,41.0,45.0,56.0,81.8,0.0
9,JAWAI DAM,313.4,296.39,0.193,0.018,17-02-2022,9.0,32.0,24.0,38.67,0.0
10,TENUGHAT,269.14,259.72,0.821,0.406,17-02-2022,49.0,48.0,48.0,0.0,0.0
11,MAITHON,146.3,148.81,0.471,0.471,17-02-2022,100.0,100.0,85.0,342.0,0.0
12,PANCHET HILL,124.97,127.76,0.184,0.184,17-02-2022,100.0,100.0,84.0,0.0,80.0
13,KONAR,425.81,424.57,0.176,0.154,17-02-2022,88.0,78.0,74.0,0.0,0.0
14,TILAIYA,368.81,365.18,0.142,0.033,17-02-2022,23.0,31.0,42.0,0.0,4.0
15,GETALSUD,590.06,586.28,0.218,0.107,17-02-2022,49.0,39.0,46.0,0.0,130.0
16,HIRAKUD,192.02,190.61,5.378,3.924,16-02-2022,73.0,57.0,64.0,153.0,307.0
17,BALIMELA,462.08,451.53,2.676,1.122,17-02-2022,42.0,52.0,54.0,0.0,360.0
18,SALANADI,82.3,75.8,0.558,0.359,17-02-2022,64.0,39.0,40.0,42.0,0.0
19,RENGALI,123.5,121.6,3.432,2.814,17-02-2022,82.0,45.0,64.0,3.0,200.0
20,MACHKUND(JALAPUT),838.16,828.34,0.893,0.27,17-02-2022,30.0,72.0,69.0,0.0,115.0
21,UPPER KOLAB,858.0,850.5,0.935,0.315,17-02-2022,34.0,32.0,56.0,89.0,320.0
22,UPPER INDRAVATI,642.0,631.74,1.456,0.478,17-02-2022,33.0,60.0,60.0,128.0,600.0
23,SAPUA,168.5,168.49,0.006,0.006,17-02-2022,100.0,100.0,67.0,0.0,0.0
24,HARIHARJHOR,147.5,143.51,0.059,0.024,17-02-2022,41.0,59.0,56.0,9.95,0.0
25,MANDIRA DAM,210.31,210.12,0.309,0.309,16-02-2022,100.0,93.0,94.0,0.0,0.0
26,MAYURAKSHI,121.31,116.45,0.48,0.262,17-02-2022,55.0,47.0,44.0,227.0,0.0
27,KANGSABATI,134.14,132.1,0.914,0.763,17-02-2022,83.0,41.0,46.0,341.0,0.0
28,GUMTI,93.55,90.32,0.312,0.171,10-02-2022,55.0,77.0,38.0,0.0,15.0
29,DOYANG HEP,333.0,311.75,0.535,0.224,17-02-2022,42.0,64.0,46.0,0.0,75.0
