S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,491.78,6.229,3.113,01-02-2018,50,33,48,676,1200
*2,PONG DAM(BEAS),423.67,405.91,6.157,2.305,01-02-2018,37,35,38,-,360
*3,THEIN DAM,527.91,496.58,2.344,0.488,01-02-2018,21,34,33,348,600
*4,MAHI BAJAJ SAGAR,280.75,275.7,1.711,1.117,01-02-2018,65,70,51,63,140
5,JHAKAM,359.5,351.8,0.132,0.067,01-02-2018,51,54,37,28,-
*6,RANA PRATAP SAGAR,352.81,346.59,1.436,0.38,01-02-2018,26,30,38,229,172
7,TENUGHAT,269.14,259.45,0.821,0.395,01-02-2018,48,51,44,-,-
8,MAITHON,146.3,148.34,0.471,0.471,01-02-2018,100,100,81,342,-
*12,HIRAKUD,192.02,190.22,5.378,3.697,30-01-2018,69,74,73,153,307
*13,BALIMELA,462.08,447.39,2.676,0.679,01-02-2018,25,71,52,-,360
14,SALANADI,82.3,70.84,0.558,0.234,01-02-2018,42,32,33,42,-
*15,RENGALI,123.5,122.25,3.432,3.019,01-02-2018,88,87,58,3,200
*16,MACHKUND(JALAPUT),838.16,836.97,0.893,0.78,01-02-2018,87,61,71,-,115
*17,UPPER KOLAB,858.0,853.05,0.935,0.505,01-02-2018,54,78,54,89,320
*18,UPPER INDRAVATI,642.0,635.2,1.456,0.765,01-02-2018,53,73,62,128,600
19,MAYURAKSHI,121.31,120.35,0.48,0.452,01-02-2018,94,43,41,227,-
20,KANGSABATI,134.14,131.25,0.914,0.679,01-02-2018,74,41,35,341,-
21,GUMTI,93.55,92.0,0.312,0.24,30-01-2018,77,59,28,-,15
*22,UKAI,105.16,96.17,6.615,2.523,01-02-2018,38,76,62,348,300
23,SABARMATI(DHAROI),189.59,183.86,0.735,0.269,01-02-2018,37,57,42,95,1
*24,KADANA,127.7,123.75,1.472,0.815,01-02-2018,55,65,59,200,120
25,SHETRUNJI,55.53,52.37,0.3,0.114,01-02-2018,38,50,54,36,-
26,BHADAR,107.89,104.29,0.188,0.069,01-02-2018,37,6,36,27,-
27,DAMANGANGA,79.86,77.65,0.502,0.379,01-02-2018,75,67,72,51,1
