S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,466.4,6.229,0.84,08-04-2021,13,36,30,676.0,1379.0
2,PONG DAM(BEAS),423.67,395.95,6.157,0.88,08-04-2021,14,61,32,0.0,396.0
3,KOL DAM,642.0,637.27,0.089,0.019,08-04-2021,21,74,54,0.0,800.0
4,THEIN DAM,527.91,499.47,2.344,0.583,07-04-2021,25,47,44,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,270.0,1.711,0.599,08-04-2021,35,41,33,63.0,140.0
6,JHAKAM,359.5,345.4,0.132,0.032,08-04-2021,24,30,24,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.52,1.436,0.66,08-04-2021,46,36,29,229.0,172.0
8,BISALPUR,315.5,311.11,1.076,0.408,08-04-2021,38,74,43,81.8,0.0
9,TENUGHAT,269.14,258.24,0.821,0.351,08-04-2021,43,50,40,0.0,0.0
10,MAITHON,146.3,144.27,0.471,0.333,08-04-2021,71,100,53,342.0,0.0
11,PANCHET HILL,124.97,123.39,0.184,0.113,08-04-2021,61,100,55,0.0,80.0
12,KONAR,425.81,422.09,0.176,0.113,08-04-2021,64,76,52,0.0,0.0
13,TILAIYA,368.81,364.78,0.142,0.025,08-04-2021,18,30,23,0.0,4.0
14,GETALSUD,590.06,584.79,0.218,0.074,08-04-2021,34,45,40,0.0,130.0
15,HIRAKUD,192.02,186.61,5.378,1.941,06-04-2021,36,64,46,153.0,307.0
16,BALIMELA,462.08,448.48,2.676,0.792,08-04-2021,30,47,41,0.0,360.0
17,SALANADI,82.3,69.9,0.558,0.215,08-04-2021,39,56,28,42.0,0.0
18,RENGALI,123.5,115.44,3.432,1.074,08-04-2021,31,65,54,3.0,200.0
19,MACHKUND(JALAPUT),838.16,832.23,0.893,0.462,08-04-2021,52,55,54,0.0,115.0
20,UPPER KOLAB,858.0,847.41,0.935,0.15,08-04-2021,16,52,45,89.0,320.0
21,UPPER INDRAVATI,642.0,633.5,1.456,0.623,08-04-2021,43,55,46,128.0,600.0
22,SAPUA,168.5,168.07,0.006,0.006,08-04-2021,100,100,67,0.0,0.0
23,HARIHARJHOR,147.5,142.94,0.059,0.018,08-04-2021,31,69,41,9.95,0.0
24,MANDIRA DAM,210.31,208.48,0.309,0.252,08-04-2021,82,92,87,0.0,0.0
25,MAYURAKSHI,121.31,112.47,0.48,0.133,08-04-2021,28,36,26,227.0,0.0
26,KANGSABATI,134.14,124.21,0.914,0.236,08-04-2021,26,35,29,341.0,0.0
27,GUMTI,93.55,90.75,0.312,0.189,08-04-2021,61,13,21,0.0,15.0
28,DOYANG HEP,333.0,310.6,0.535,0.211,08-04-2021,39,32,36,0.0,75.0
29,UKAI,105.16,99.57,6.615,3.851,08-04-2021,58,66,42,348.0,300.0
30,SABARMATI(DHAROI),189.59,184.03,0.735,0.279,08-04-2021,38,46,25,95.0,1.0
31,KADANA,127.7,122.91,1.472,0.746,08-04-2021,51,49,53,200.0,120.0
32,SHETRUNJI,55.53,52.87,0.3,0.133,08-04-2021,44,38,31,36.0,0.0
33,BHADAR,107.89,105.0,0.188,0.086,08-04-2021,46,48,23,27.0,0.0
34,DAMANGANGA,79.86,72.7,0.502,0.202,08-04-2021,40,43,38,51.0,1.0
35,DANTIWADA,184.1,168.93,0.399,0.036,08-04-2021,9,3,8,45.0,0.0
36,PANAM,127.41,121.95,0.697,0.255,08-04-2021,37,51,49,36.0,2.0
37,SARDAR SAROVAR,138.68,124.97,5.76,2.118,08-04-2021,37,27,14,2120.0,1450.0
38,KARJAN,115.25,107.3,0.523,0.306,08-04-2021,59,51,50,51.0,3.0
39,SUKHI(GUJ),147.82,144.07,0.167,0.085,08-04-2021,51,50,25,20.7,0.0
40,WATRAK,136.25,131.91,0.154,0.048,08-04-2021,31,53,19,22.98,0.0
41,HATHMATI,180.74,177.85,0.153,0.056,08-04-2021,37,39,12,5.166,0.0
42,MACHCHHU-I,135.33,129.52,0.071,0.017,08-04-2021,24,31,18,0.0,0.0
43,MACHCHHU-II,57.3,55.09,0.091,0.048,07-04-2021,53,73,36,10.13,0.0
44,UND-I,98.0,95.02,0.066,0.029,08-04-2021,44,48,24,9.9,0.0
45,BRAHMANI(GUJ),64.62,61.99,0.071,0.026,08-04-2021,37,46,15,6.413,0.0
46,JAYAKWADI(PAITHAN),463.91,461.5,2.171,1.328,08-04-2021,61,63,23,227.0,0.0
47,KOYANA,657.9,645.19,2.652,1.508,07-04-2021,57,63,51,0.0,1920.0
48,BHIMA(UJJANI),496.83,493.29,1.517,0.495,08-04-2021,33,39,20,125.0,12.0
49,ISAPUR,441.0,437.23,0.965,0.611,08-04-2021,63,53,34,104.0,0.0
50,MULA,552.3,546.55,0.609,0.341,08-04-2021,56,56,32,139.0,0.0
51,YELDARI,461.77,459.15,0.809,0.557,08-04-2021,69,78,26,78.0,0.0
52,GIRNA,398.07,391.64,0.524,0.245,08-04-2021,47,46,19,79.0,0.0
