S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,485.44,6.229,2.159,09-03-2023,35.0,31.0,39.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,407.0,6.157,2.386,09-03-2023,39.0,32.0,29.0,0.0,396.0
*3,KOL DAM,642.0,640.82,0.089,0.071,09-03-2023,80.0,80.0,58.0,0.0,800.0
4,THEIN DAM,527.91,511.42,2.344,1.192,09-03-2023,51.0,39.0,37.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,270.9,1.711,0.679,09-03-2023,40.0,49.0,48.0,63.0,140.0
6,JHAKAM,359.5,346.2,0.132,0.036,09-03-2023,27.0,51.0,30.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.51,1.436,0.659,09-03-2023,46.0,54.0,32.0,229.0,172.0
8,BISALPUR,315.5,314.06,1.076,0.813,09-03-2023,76.0,39.0,49.0,81.8,0.0
9,JAWAI DAM,313.4,305.08,0.193,0.05,09-03-2023,26.0,8.0,20.0,38.67,0.0
10,JAISAMAND,295.54,293.26,0.296,0.187,09-03-2023,63.0,76.0,48.0,16.0,0.0
11,TENUGHAT,269.14,259.54,0.821,0.398,09-03-2023,48.0,48.0,48.0,0.0,0.0
$12,MAITHON,146.3,145.58,0.471,0.401,09-03-2023,85.0,100.0,78.0,342.0,0.0
*$13,PANCHET HILL,124.97,124.97,0.184,0.184,09-03-2023,100.0,100.0,79.0,0.0,80.0
$14,KONAR,425.81,422.94,0.176,0.127,09-03-2023,72.0,80.0,66.0,0.0,0.0
$15,TILAIYA,368.81,364.94,0.142,0.028,09-03-2023,20.0,23.0,35.0,0.0,4.0
*16,GETALSUD,590.06,585.88,0.218,0.098,09-03-2023,45.0,45.0,45.0,0.0,130.0
17,HIRAKUD,192.02,188.56,5.378,2.812,09-03-2023,52.0,65.0,56.0,153.0,307.0
*18,BALIMELA,462.08,446.87,2.676,0.631,09-03-2023,24.0,38.0,54.0,0.0,360.0
19,SALANADI,82.3,72.18,0.558,0.265,09-03-2023,47.0,64.0,42.0,42.0,0.0
20,RENGALI,123.5,118.39,3.432,1.797,09-03-2023,52.0,77.0,79.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,832.79,0.893,0.496,09-03-2023,56.0,23.0,43.0,0.0,115.0
22,UPPER KOLAB,858.0,852.4,0.935,0.457,09-03-2023,49.0,27.0,49.0,89.0,320.0
23,UPPER INDRAVATI,642.0,635.44,1.456,0.789,09-03-2023,54.0,30.0,52.0,128.0,600.0
24,SAPUA,168.5,168.31,0.006,0.006,09-03-2023,100.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,142.64,0.059,0.006,09-03-2023,10.0,32.0,44.0,9.95,0.0
