S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,497.13,6.229,3.48,12-01-2023,56.0,45.0,58.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,413.82,6.157,3.609,12-01-2023,59.0,43.0,44.0,0.0,396.0
*3,KOL DAM,642.0,641.39,0.089,0.079,12-01-2023,89.0,92.0,85.0,0.0,800.0
*4,THEIN DAM,527.91,515.16,2.344,1.416,12-01-2023,60.0,28.0,39.0,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,276.15,1.711,1.157,12-01-2023,68.0,74.0,73.0,63.0,140.0
6,JHAKAM,359.5,354.0,0.132,0.083,12-01-2023,63.0,82.0,64.0,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,349.42,1.436,0.813,12-01-2023,57.0,84.0,41.0,229.0,172.0
8,BISALPUR,315.5,314.62,1.076,0.922,12-01-2023,86.0,44.0,62.0,81.8,0.0
9,JAWAI DAM,313.4,309.55,0.193,0.111,12-01-2023,58.0,11.0,35.0,38.67,0.0
10,JAISAMAND,295.54,298.29,0.296,0.254,12-01-2023,86.0,68.0,57.0,16.0,0.0
11,TENUGHAT,269.14,260.42,0.821,0.434,12-01-2023,53.0,50.0,50.0,0.0,0.0
$12,MAITHON,146.3,146.59,0.471,0.458,12-01-2023,97.0,100.0,85.0,342.0,0.0
*$13,PANCHET HILL,124.97,127.04,0.184,0.184,12-01-2023,100.0,100.0,86.0,0.0,80.0
$14,KONAR,425.81,424.59,0.176,0.154,12-01-2023,88.0,94.0,84.0,0.0,0.0
$15,TILAIYA,368.81,366.94,0.142,0.08,12-01-2023,56.0,65.0,61.0,0.0,4.0
16,GETALSUD,590.06,586.77,0.218,0.119,12-01-2023,55.0,54.0,52.0,0.0,130.0
*17,HIRAKUD,192.02,190.65,5.378,3.953,12-01-2023,74.0,81.0,77.0,153.0,307.0
*18,BALIMELA,462.08,449.88,2.676,0.933,12-01-2023,35.0,42.0,62.0,0.0,360.0
19,SALANADI,82.3,73.3,0.558,0.293,12-01-2023,53.0,64.0,44.0,42.0,0.0
*20,RENGALI,123.5,120.7,3.432,2.337,12-01-2023,68.0,83.0,76.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,834.24,0.893,0.582,12-01-2023,65.0,45.0,70.0,0.0,115.0
*22,UPPER KOLAB,858.0,855.2,0.935,0.668,12-01-2023,71.0,45.0,58.0,89.0,320.0
*23,UPPER INDRAVATI,642.0,637.93,1.456,1.032,12-01-2023,71.0,35.0,69.0,128.0,600.0
24,SAPUA,168.5,168.52,0.006,0.006,12-01-2023,100.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,144.46,0.059,0.034,12-01-2023,58.0,46.0,59.0,9.95,0.0
26,MANDIRA DAM,210.31,209.1,0.309,0.252,12-01-2023,82.0,100.0,96.0,0.0,0.0
27,MAYURAKSHI,121.31,113.45,0.48,0.16,12-01-2023,33.0,58.0,51.0,227.0,0.0
28,KANGSABATI,134.14,127.15,0.914,0.383,12-01-2023,42.0,94.0,58.0,341.0,0.0
29,GUMTI,93.55,91.45,0.312,0.217,11-01-2023,70.0,58.0,59.0,0.0,15.0
*30,DOYANG HEP,333.0,315.1,0.535,0.265,12-01-2023,50.0,47.0,52.0,0.0,75.0
31,CHANDAN DAM,152.39,144.44,0.14,0.06,12-01-2023,44.12,72.79,44.85,75.0,0.0
*32,UKAI,105.16,103.32,6.615,5.671,12-01-2023,86.0,90.0,68.0,348.0,300.0
33,SABARMATI(DHAROI),189.59,187.27,0.735,0.52,12-01-2023,71.0,30.0,52.0,95.0,1.0
*34,KADANA,127.7,125.45,1.472,0.966,12-01-2023,66.0,68.0,66.0,200.0,120.0
35,SHETRUNJI,55.53,54.45,0.3,0.271,12-01-2023,90.0,96.0,58.0,36.0,0.0
36,BHADAR,107.89,106.27,0.188,0.125,12-01-2023,66.0,86.0,46.0,27.0,0.0
37,DAMANGANGA,79.86,77.8,0.502,0.385,12-01-2023,77.0,86.0,73.0,51.0,1.0
38,DANTIWADA,184.1,179.15,0.399,0.232,12-01-2023,58.0,11.0,22.0,45.0,0.0
39,PANAM,127.41,121.3,0.697,0.23,12-01-2023,33.0,43.0,61.0,36.0,2.0
*40,SARDAR SAROVAR,138.68,131.72,5.76,3.617,12-01-2023,63.0,39.0,32.0,2120.0,1450.0
41,KARJAN,115.25,112.53,0.523,0.44,12-01-2023,84.0,91.0,73.0,51.0,3.0
42,SUKHI(GUJ),147.82,144.94,0.167,0.107,12-01-2023,64.0,99.0,65.0,20.7,0.0
43,WATRAK,136.25,134.9,0.154,0.102,12-01-2023,66.0,22.0,51.0,22.98,0.0
44,HATHMATI,180.74,179.61,0.153,0.114,12-01-2023,75.0,25.0,42.0,5.166,0.0
45,MACHCHHU-I,135.33,132.61,0.071,0.035,12-01-2023,49.0,61.0,46.0,0.0,0.0
46,MACHCHHU-II,57.3,53.59,0.091,0.03,12-01-2023,33.0,81.0,56.0,10.13,0.0
47,UND-I,98.0,96.69,0.066,0.048,12-01-2023,73.0,83.0,47.0,9.9,0.0
48,BRAHMANI(GUJ),64.62,60.35,0.071,0.014,12-01-2023,20.0,14.0,32.0,6.413,0.0
49,JAYAKWADI(PAITHAN),463.91,463.14,2.171,1.883,12-01-2023,87.0,91.0,50.0,227.0,0.0
*50,KOYANA,657.9,654.15,2.652,2.247,12-01-2023,85.0,89.0,79.0,0.0,1920.0
51,BHIMA(UJJANI),496.83,496.88,1.517,1.517,12-01-2023,100.0,100.0,66.0,125.0,12.0
52,ISAPUR,441.0,439.82,0.965,0.854,12-01-2023,88.0,89.0,56.0,104.0,0.0
53,MULA,552.3,551.8,0.609,0.582,12-01-2023,96.0,96.0,64.0,139.0,0.0
54,YELDARI,461.77,461.05,0.809,0.737,12-01-2023,91.0,95.0,45.0,78.0,0.0
55,GIRNA,398.07,396.9,0.524,0.458,12-01-2023,87.0,88.0,48.0,79.0,0.0
56,KHADAKVASLA,582.47,581.16,0.056,0.039,12-01-2023,70.0,59.0,66.0,78.0,8.0
*57,UPPER VAITARNA,603.5,603.15,0.331,0.321,12-01-2023,97.0,94.0,82.0,0.0,61.0
58,UPPER TAPI,214.0,213.86,0.255,0.246,12-01-2023,96.0,89.0,83.0,45.0,0.0
*59,PENCH(TOTLADOH),490.0,486.72,1.091,0.779,12-01-2023,71.0,68.0,53.0,127.0,160.0
60,UPPER WARDHA,342.5,341.0,0.564,0.437,12-01-2023,77.0,80.0,65.0,70.0,0.0
61,BHATSA,142.07,133.28,0.942,0.718,11-01-2023,76.0,79.0,73.0,29.38,15.0
62,DHOM,747.7,744.66,0.331,0.264,11-01-2023,80.0,79.0,68.0,36.2,2.0
63,DUDHGANGA,646.0,637.37,0.664,0.411,12-01-2023,62.0,84.0,76.0,2.441,24.0
64,MANIKDOH,711.25,708.08,0.288,0.233,12-01-2023,81.0,56.0,43.0,2.2,6.0
65,BHANDARDARA,744.91,744.47,0.304,0.298,12-01-2023,98.0,99.0,72.0,63.74,46.0
66,URMODI,696.0,694.5,0.273,0.25,12-01-2023,92.0,99.0,86.0,37.0,3.0
67,BHATGHAR,623.28,621.27,0.673,0.601,12-01-2023,89.0,97.0,75.0,60.66,14.09
68,NIRA DEOGHAR,667.1,665.95,0.332,0.316,12-01-2023,95.0,97.0,72.0,0.0,6.0
*69,THOKARWADI,667.14,663.67,0.353,0.26,12-01-2023,74.0,65.0,63.0,0.0,72.0
70,KANHER,690.78,686.35,0.272,0.197,12-01-2023,72.0,80.0,72.0,44.78,4.0
*71,MULSHI,607.1,602.5,0.572,0.384,12-01-2023,67.0,57.0,57.0,0.0,300.0
72,SURYA,118.6,116.25,0.276,0.246,12-01-2023,89.0,92.0,88.0,18.32,6.0
73,TILLARI,113.2,109.55,0.447,0.391,12-01-2023,87.0,90.0,78.0,21.26,10.0
74,DIMBHE DAM,719.15,716.32,0.354,0.307,12-01-2023,87.0,88.0,71.0,52.57,5.0
75,VEER DAM,579.85,576.38,0.266,0.169,12-01-2023,64.0,67.0,53.0,181.3,13.5
76,BARVI DAM,72.6,69.62,0.339,0.257,12-01-2023,76.0,69.0,54.0,0.0,1.1
77,CHASKAMAN,649.53,647.8,0.215,0.184,12-01-2023,86.0,76.0,71.0,55.21,3.0
78,MATATILA,308.46,305.22,0.707,0.32,12-01-2023,45.0,50.0,41.0,0.0,30.0
*79,RIHAND,268.22,259.42,5.649,2.016,12-01-2023,36.0,46.0,45.0,0.0,300.0
80,SHARDA SAGAR,190.5,189.07,0.33,0.326,12-01-2023,99.0,100.0,68.0,126.5,0.0
81,SIRSI,217.93,208.7,0.19,0.002,12-01-2023,1.0,53.0,36.0,80.57,0.0
82,MAUDAHA,147.8,147.0,0.179,0.151,12-01-2023,84.0,53.0,47.0,41.7,0.0
83,JIRGO,98.2,89.05,0.147,0.015,12-01-2023,10.0,52.0,43.0,13.14,0.0
84,RANGAWAN,233.17,229.2,0.155,0.079,12-01-2023,51.0,13.0,24.0,20.24,0.0
85,MEJA,178.0,166.95,0.299,0.1,12-01-2023,33.0,63.0,40.0,71.05,0.0
*86,RAMGANGA,365.3,355.01,2.196,1.459,11-01-2023,66.0,86.0,63.0,1897.0,198.0
*87,TEHRI,830.0,810.55,2.615,1.849,12-01-2023,71.0,65.0,63.0,2351.0,1000.0
88,NANAK SAGAR,215.19,212.81,0.176,0.083,12-01-2023,47.0,41.0,41.0,250.0,0.0
*89,GANDHI SAGAR,399.9,398.14,6.827,5.562,12-01-2023,81.0,83.0,74.0,220.0,115.0
90,TAWA,355.4,351.88,1.944,1.433,12-01-2023,74.0,70.0,57.0,247.0,0.0
*91,BARGI,422.76,421.63,3.18,2.91,12-01-2023,92.0,87.0,76.0,157.0,90.0
*92,BANSAGAR,341.64,340.01,5.166,4.435,12-01-2023,86.0,73.0,74.0,488.0,425.0
*93,INDIRA SAGAR,262.13,259.44,9.745,7.192,12-01-2023,74.0,55.0,61.0,123.0,1000.0
94,BARNA DAM,348.55,347.34,0.456,0.358,12-01-2023,79.0,66.0,61.0,546.0,0.0
*95,OMKARESHWAR,196.6,193.91,0.299,0.033,11-01-2023,11.0,23.0,19.0,132.5,520.0
96,SANJAY SAROVAR,519.38,514.75,0.508,0.214,12-01-2023,42.0,42.0,36.0,12.65,3.45
97,RAJGHAT DAM,370.89,368.65,1.945,1.503,12-01-2023,77.0,92.0,59.0,270.0,45.0
98,KOLAR DAM,462.2,457.23,0.27,0.177,12-01-2023,66.0,50.0,41.0,25.68,0.0
*99,ATAL SAGAR(MADIKHEDA),346.25,341.9,0.835,0.587,11-01-2023,70.0,99.0,55.0,98.25,60.0
