S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,508.03,6.229,5.326,04-10-2018,86,87,87,676,1200
*2,PONG DAM(BEAS),423.67,424.35,6.157,6.089,04-10-2018,99,82,82,-,360
*3,THEIN DAM,527.91,526.9,2.344,2.277,04-10-2018,97,71,65,348,600
*4,MAHI BAJAJ SAGAR,280.75,280.7,1.711,1.71,03-10-2018,100,100,87,63,140
5,JHAKAM,359.5,359.7,0.132,0.132,03-10-2018,100,100,86,28,-
*6,RANA PRATAP SAGAR,352.81,350.47,1.436,0.995,04-10-2018,69,55,79,229,172
7,TENUGHAT,269.14,259.84,0.821,0.41,04-10-2018,50,53,47,-,-
8,MAITHON,146.3,146.52,0.471,0.454,04-10-2018,96,100,94,342,-
*12,HIRAKUD,192.02,191.86,5.378,4.72,04-10-2018,88,91,95,153,307
*13,BALIMELA,462.08,461.89,2.676,2.638,03-10-2018,99,40,48,-,360
14,SALANADI,82.3,79.51,0.558,0.47,04-10-2018,84,41,53,42,-
*15,RENGALI,123.5,121.38,3.432,2.751,03-10-2018,80,98,82,3,200
*16,MACHKUND(JALAPUT),838.16,837.62,0.893,0.838,03-10-2018,94,86,86,-,115
*17,UPPER KOLAB,858.0,857.06,0.935,0.846,03-10-2018,90,51,61,89,320
*18,UPPER INDRAVATI,642.0,640.98,1.456,1.342,03-10-2018,92,58,72,128,600
19,MAYURAKSHI,121.31,114.88,0.48,0.204,04-10-2018,43,97,66,227,-
20,KANGSABATI,134.14,128.32,0.914,0.453,04-10-2018,50,74,61,341,-
21,GUMTI,93.55,92.6,0.312,0.268,03-10-2018,86,97,60,-,15
*22,UKAI,105.16,97.12,6.615,2.868,04-10-2018,43,52,80,348,300
23,SABARMATI(DHAROI),189.59,182.68,0.735,0.204,03-10-2018,28,100,74,95,1
*24,KADANA,127.7,127.28,1.472,0.115,03-10-2018,8,80,77,200,120
25,SHETRUNJI,55.53,52.67,0.3,0.125,03-10-2018,42,61,73,36,-
26,BHADAR,107.89,105.12,0.188,0.09,03-10-2018,48,95,68,27,-
27,DAMANGANGA,79.86,78.1,0.502,0.398,04-10-2018,79,96,96,51,1
28,DANTIWADA,184.1,172.26,0.399,0.077,03-10-2018,19,97,45,45,-
29,PANAM,127.41,127.41,0.697,0.553,03-10-2018,79,79,72,36,2
*30,SARDAR SAROVAR,138.68,127.41,5.76,2.658,04-10-2018,46,58,28,2120,1450
31,KARJAN,115.25,113.24,0.523,0.457,04-10-2018,87,93,90,51,3
32,JAYAKWADI(PAITHAN),463.91,460.04,2.171,0.905,04-10-2018,42,100,50,227,-
*33,KOYANA,657.9,657.35,2.652,2.586,04-10-2018,98,100,97,-,1920
34,BHIMA(UJJANI),496.83,496.8,1.517,1.505,04-10-2018,99,100,79,125,12
35,ISAPUR,441.0,437.64,0.965,0.643,04-10-2018,67,15,57,104,-
36,MULA,552.3,548.38,0.609,0.417,04-10-2018,68,100,82,139,-
37,YELDARI,461.77,450.46,0.809,0.076,02-10-2018,9,12,42,78,-
38,GIRNA,398.07,391.79,0.524,0.25,04-10-2018,48,65,44,79,-
39,KHADAKVASLA,582.47,581.74,0.056,0.046,04-10-2018,82,98,75,78,8
*40,UPPER VAITARNA,603.5,603.26,0.331,0.325,04-10-2018,98,100,93,-,61
41,UPPER TAPI,214.0,213.98,0.255,0.254,04-10-2018,100,99,97,45,-
