S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,500.76,6.229,3.958,22-12-2022,64.0,53.0,64.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,416.13,6.157,4.078,22-12-2022,66.0,44.0,51.0,0.0,396.0
*3,KOL DAM,642.0,641.42,0.089,0.08,22-12-2022,90.0,90.0,92.0,0.0,800.0
*4,THEIN DAM,527.91,518.29,2.344,1.629,22-12-2022,69.0,36.0,47.0,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,277.85,1.711,1.34,22-12-2022,78.0,84.0,83.0,63.0,140.0
6,JHAKAM,359.5,356.0,0.132,0.098,22-12-2022,74.0,91.0,75.0,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,350.46,1.436,0.992,22-12-2022,69.0,95.0,47.0,229.0,172.0
8,BISALPUR,315.5,314.91,1.076,0.979,22-12-2022,91.0,46.0,62.0,81.8,0.0
9,JAWAI DAM,313.4,310.72,0.193,0.13,22-12-2022,67.0,12.0,42.0,38.67,0.0
10,JAISAMAND,295.54,298.64,0.296,0.272,22-12-2022,92.0,68.0,61.0,16.0,0.0
11,TENUGHAT,269.14,260.51,0.821,0.438,22-12-2022,53.0,49.0,48.0,0.0,0.0
$12,MAITHON,146.3,147.14,0.471,0.471,22-12-2022,100.0,100.0,83.0,342.0,0.0
*$13,PANCHET HILL,124.97,127.07,0.184,0.184,22-12-2022,100.0,100.0,87.0,0.0,80.0
$14,KONAR,425.81,425.03,0.176,0.162,22-12-2022,92.0,95.0,85.0,0.0,0.0
$15,TILAIYA,368.81,367.13,0.142,0.085,22-12-2022,60.0,89.0,76.0,0.0,4.0
16,GETALSUD,590.06,586.98,0.218,0.125,22-12-2022,57.0,53.0,55.0,0.0,130.0
*17,HIRAKUD,192.02,191.28,5.378,4.352,22-12-2022,81.0,83.0,82.0,153.0,307.0
