S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,478.01,6.229,1.523,08-06-2023,24.0,23.0,26.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,406.78,6.157,2.348,08-06-2023,38.0,22.0,22.0,0.0,396.0
*3,KOL DAM,642.0,639.64,0.089,0.054,08-06-2023,61.0,25.0,34.0,0.0,800.0
4,THEIN DAM,527.91,511.72,2.344,1.192,08-06-2023,51.0,42.0,50.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,269.1,1.711,0.525,08-06-2023,31.0,31.0,32.0,63.0,140.0
6,JHAKAM,359.5,345.6,0.132,0.033,08-06-2023,25.0,44.0,26.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,351.08,1.436,1.105,08-06-2023,77.0,17.0,33.0,229.0,172.0
8,BISALPUR,315.5,313.01,1.076,0.636,01-06-2023,59.0,25.0,37.0,81.8,0.0
9,JAWAI DAM,313.4,303.76,0.193,0.04,08-06-2023,21.0,5.0,13.0,38.67,0.0
10,JAISAMAND,295.54,292.78,0.296,0.169,08-06-2023,57.0,31.0,32.0,16.0,0.0
11,TENUGHAT,269.14,257.37,0.821,0.322,08-06-2023,39.0,35.0,40.0,0.0,0.0
$12,MAITHON,146.3,141.05,0.471,0.197,08-06-2023,42.0,25.0,34.0,342.0,0.0
*$13,PANCHET HILL,124.97,122.38,0.184,0.074,08-06-2023,40.0,45.0,53.0,0.0,80.0
$14,KONAR,425.81,418.93,0.176,0.069,08-06-2023,39.0,28.0,32.0,0.0,0.0
$15,TILAIYA,368.81,364.4,0.142,0.017,08-06-2023,12.0,13.0,20.0,0.0,4.0
*16,GETALSUD,590.06,584.24,0.218,0.063,08-06-2023,29.0,33.0,40.0,0.0,130.0
17,HIRAKUD,192.02,183.71,5.378,0.944,08-06-2023,18.0,15.0,18.0,153.0,307.0
*18,BALIMELA,462.08,443.91,2.676,0.372,08-06-2023,14.0,7.0,23.0,0.0,360.0
19,SALANADI,82.3,71.52,0.558,0.249,08-06-2023,45.0,57.0,40.0,42.0,0.0
20,RENGALI,123.5,111.78,3.432,0.336,08-06-2023,10.0,1.0,14.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,825.95,0.893,0.179,08-06-2023,20.0,5.0,24.0,0.0,115.0
22,UPPER KOLAB,858.0,849.3,0.935,0.243,08-06-2023,26.0,5.0,19.0,89.0,320.0
23,UPPER INDRAVATI,642.0,631.01,1.456,0.418,08-06-2023,29.0,20.0,22.0,128.0,600.0
24,SAPUA,168.5,167.35,0.006,0.005,08-06-2023,83.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,139.61,0.059,0.0,08-06-2023,0.0,0.0,17.0,9.95,0.0
26,MANDIRA DAM,210.31,206.05,0.309,0.15,08-06-2023,49.0,74.0,68.0,0.0,0.0
27,MAYURAKSHI,121.31,111.86,0.48,0.118,08-06-2023,25.0,29.0,25.0,227.0,0.0
28,KANGSABATI,134.14,123.52,0.914,0.211,08-06-2023,23.0,46.0,35.0,341.0,0.0
29,GUMTI,93.55,87.85,0.312,0.087,07-06-2023,28.0,45.0,39.0,0.0,15.0
*30,DOYANG HEP,333.0,306.1,0.535,0.165,08-06-2023,31.0,31.0,33.0,0.0,75.0
31,CHANDAN DAM,152.39,134.36,0.14,0.01,08-06-2023,10.29,52.21,36.76,75.0,0.0
32,UKAI,105.16,95.2,6.615,2.187,08-06-2023,33.0,42.0,25.0,348.0,300.0
33,SABARMATI(DHAROI),189.59,183.97,0.735,0.276,08-06-2023,38.0,9.0,19.0,95.0,1.0
34,KADANA,127.7,117.3,1.472,0.371,08-06-2023,25.0,28.0,44.0,200.0,120.0
35,SHETRUNJI,55.53,50.05,0.3,0.065,08-06-2023,22.0,30.0,17.0,36.0,0.0
36,BHADAR,107.89,101.88,0.188,0.026,08-06-2023,14.0,30.0,14.0,27.0,0.0
37,DAMANGANGA,79.86,67.75,0.502,0.08,08-06-2023,16.0,26.0,22.0,51.0,1.0
38,DANTIWADA,184.1,172.46,0.399,0.08,08-06-2023,20.0,7.0,5.0,45.0,0.0
39,PANAM,127.41,119.35,0.697,0.166,08-06-2023,24.0,23.0,38.0,36.0,2.0
40,SARDAR SAROVAR,138.68,117.18,5.76,0.815,08-06-2023,14.0,14.0,17.0,2120.0,1450.0
41,KARJAN,115.25,103.85,0.523,0.236,08-06-2023,45.0,51.0,33.0,51.0,3.0
42,SUKHI(GUJ),147.82,139.34,0.167,0.026,08-06-2023,16.0,36.0,17.0,20.7,0.0
43,WATRAK,136.25,131.67,0.154,0.045,08-06-2023,29.0,1.0,21.0,22.98,0.0
44,HATHMATI,180.74,177.82,0.153,0.055,08-06-2023,36.0,3.0,10.0,5.166,0.0
45,MACHCHHU-I,135.33,127.79,0.071,0.01,08-06-2023,14.0,20.0,14.0,0.0,0.0
46,MACHCHHU-II,57.3,52.8,0.091,0.023,08-06-2023,25.0,37.0,20.0,10.13,0.0
47,UND-I,98.0,92.73,0.066,0.01,08-06-2023,15.0,8.0,6.0,9.9,0.0
48,BRAHMANI(GUJ),64.62,60.13,0.071,0.013,08-06-2023,18.0,1.0,10.0,6.413,0.0
49,JAYAKWADI(PAITHAN),463.91,459.41,2.171,0.75,08-06-2023,35.0,35.0,16.0,227.0,0.0
*50,KOYANA,657.9,622.38,2.652,0.275,05-06-2023,10.0,15.0,17.0,0.0,1920.0
51,BHIMA(UJJANI),496.83,488.83,1.517,0.0,08-06-2023,0.0,3.0,2.0,125.0,12.0
52,ISAPUR,441.0,435.08,0.965,0.455,08-06-2023,47.0,48.0,21.0,104.0,0.0
