S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,489.39,6.229,2.561,07-01-2021,41,63,63,676.0,1379.0
*2,PONG DAM(BEAS),423.67,409.12,6.157,2.748,07-01-2021,45,69,54,0.0,396.0
*3,KOL DAM,642.0,640.88,0.089,0.072,06-01-2021,81,85,88,0.0,800.0
*4,THEIN DAM,527.91,496.31,2.344,0.469,07-01-2021,20,62,46,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,277.55,1.711,1.312,07-01-2021,77,83,71,63.0,140.0
6,JHAKAM,359.5,354.2,0.132,0.085,07-01-2021,64,69,60,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,347.58,1.436,0.521,07-01-2021,36,35,38,229.0,172.0
8,BISALPUR,315.5,312.25,1.076,0.534,07-01-2021,50,91,56,81.8,0.0
9,TENUGHAT,269.14,259.9,0.821,0.413,07-01-2021,50,51,48,0.0,0.0
10,MAITHON,146.3,149.09,0.471,0.471,07-01-2021,100,100,81,342.0,0.0
*11,PANCHET HILL,124.97,127.78,0.184,0.184,07-01-2021,100,100,82,0.0,80.0
12,KONAR,425.81,424.54,0.176,0.153,07-01-2021,87,94,78,0.0,0.0
13,TILAIYA,368.81,365.99,0.142,0.052,07-01-2021,37,88,60,0.0,4.0
14,GETALSUD,590.06,585.83,0.218,0.1,07-01-2021,46,52,50,0.0,130.0
*15,HIRAKUD,192.02,190.67,5.378,3.961,06-01-2021,74,84,84,153.0,307.0
*16,BALIMELA,462.08,455.77,2.676,1.662,06-01-2021,62,81,68,0.0,360.0
17,SALANADI,82.3,70.1,0.558,0.22,07-01-2021,39,60,39,42.0,0.0
*18,RENGALI,123.5,118.8,3.432,1.742,06-01-2021,51,93,73,3.0,200.0
*19,MACHKUND(JALAPUT),838.16,836.6,0.893,0.752,06-01-2021,84,84,83,0.0,115.0
*20,UPPER KOLAB,858.0,852.02,0.935,0.428,06-01-2021,46,85,72,89.0,320.0
*21,UPPER INDRAVATI,642.0,637.91,1.456,1.03,06-01-2021,71,86,71,128.0,600.0
22,SAPUA,168.5,168.51,0.006,0.006,07-01-2021,100,100,67,0.0,0.0
23,HARIHARJHOR,147.5,145.72,0.059,0.048,07-01-2021,81,88,61,9.95,0.0
24,MAYURAKSHI,121.31,117.04,0.48,0.287,07-01-2021,60,76,45,227.0,0.0
25,KANGSABATI,134.14,128.23,0.914,0.447,07-01-2021,49,78,49,341.0,0.0
26,GUMTI,93.55,92.65,0.312,0.27,06-01-2021,87,39,43,0.0,15.0
*27,DOYANG HEP,333.0,323.05,0.535,0.37,07-01-2021,69,55,52,0.0,75.0
*28,UKAI,105.16,103.49,6.615,5.764,07-01-2021,87,93,65,348.0,300.0
29,SABARMATI(DHAROI),189.59,187.4,0.735,0.532,07-01-2021,72,81,55,95.0,1.0
*30,KADANA,127.7,126.11,1.472,1.03,07-01-2021,70,72,64,200.0,120.0
31,SHETRUNJI,55.53,55.27,0.3,0.279,07-01-2021,93,84,59,36.0,0.0
32,BHADAR,107.89,107.13,0.188,0.155,07-01-2021,82,89,44,27.0,0.0
33,DAMANGANGA,79.86,77.7,0.502,0.381,07-01-2021,76,80,75,51.0,1.0
34,DANTIWADA,184.1,175.81,0.399,0.146,07-01-2021,37,19,25,45.0,0.0
35,PANAM,127.41,124.35,0.697,0.366,07-01-2021,53,71,65,36.0,2.0
*36,SARDAR SAROVAR,138.68,133.88,5.76,4.264,07-01-2021,74,68,26,2120.0,1450.0
37,KARJAN,115.25,112.68,0.523,0.441,07-01-2021,84,82,73,51.0,3.0
38,SUKHI(GUJ),147.82,147.15,0.167,0.147,06-01-2021,88,86,62,20.7,0.0
39,WATRAK,136.25,134.16,0.154,0.086,07-01-2021,56,79,52,22.98,0.0
40,HATHMATI,180.74,179.53,0.153,0.112,07-01-2021,73,78,33,5.166,0.0
41,MACHCHHU-I,135.33,133.86,0.071,0.045,06-01-2021,63,85,44,0.0,0.0
42,MACHCHHU-II,57.3,56.0,0.091,0.062,04-01-2021,68,85,40,10.13,0.0
43,UND-I,98.0,97.05,0.066,0.053,06-01-2021,80,95,45,9.9,0.0
44,BRAHMANI(GUJ),64.62,63.29,0.071,0.039,07-01-2021,55,65,34,6.413,0.0
