S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,502.85,6.229,4.557,29-09-2016,73,95,90,676,1200
*2,PONG DAM(BEAS),423.67,416.66,6.157,4.318,29-09-2016,70,86,84,-,360
*3,THEIN DAM,527.91,518.25,2.344,1.599,29-09-2016,68,58,66,348,600
*4,MAHI BAJAJ SAGAR,280.75,281.5,1.711,1.711,28-09-2016,100,99,87,63,140
5,JHAKAM,359.5,359.65,0.132,0.132,28-09-2016,100,92,85,28,-
*6,RANA PRATAP SAGAR,352.81,352.6,1.436,1.403,29-09-2016,98,77,79,229,172
7,TENUGHAT,269.14,260.12,0.821,0.422,29-09-2016,51,52,43,-,-
8,MAITHON,146.3,149.01,0.471,0.471,29-09-2016,100,58,94,342,-
*12,HIRAKUD,192.02,191.57,5.378,5.117,28-09-2016,95,100,96,153,307
*13,BALIMELA,462.08,458.69,2.676,2.065,28-09-2016,77,68,59,-,360
14,SALANADI,82.3,74.01,0.558,0.31,28-09-2016,56,44,61,42,-
*15,RENGALI,123.5,122.61,3.432,3.14,28-09-2016,91,60,86,3,200
*16,MACHKUND(JALAPUT),838.16,837.04,0.893,0.786,28-09-2016,88,95,85,-,115
*17,UPPER KOLAB,858.0,856.12,0.935,0.758,28-09-2016,81,82,67,89,320
*18,UPPER INDRAVATI,642.0,638.98,1.456,1.134,29-09-2016,78,59,80,128,600
19,MAYURAKSHI,121.31,119.48,0.48,0.406,29-09-2016,85,53,66,227,-
20,KANGSABATI,134.14,132.63,0.914,0.816,29-09-2016,89,29,63,341,-
21,GUMTI,93.55,92.3,0.312,0.254,28-09-2016,81,100,54,-,15
*22,UKAI,105.16,103.26,6.615,5.642,29-09-2016,85,78,86,348,300
23,SABARMATI(DHAROI),189.59,189.27,0.735,0.712,28-09-2016,97,90,73,95,1
*24,KADANA,127.7,127.71,1.472,1.249,28-09-2016,85,63,78,200,120
25,SHETRUNJI,55.53,53.42,0.3,0.16,28-09-2016,53,100,81,36,-
26,BHADAR,107.89,100.52,0.188,0.012,28-09-2016,6,87,79,27,-
27,DAMANGANGA,79.86,79.6,0.502,0.466,29-09-2016,93,100,93,51,1
28,DANTIWADA,184.1,174.99,0.399,0.128,28-09-2016,32,86,48,45,-
29,PANAM,127.41,125.4,0.697,0.424,28-09-2016,61,52,78,36,2
*30,SARDAR SAROVAR,121.92,121.6,1.566,1.508,29-09-2016,96,90,91,2120,1450
31,KARJAN,115.25,105.64,0.523,0.273,29-09-2016,52,68,95,51,3
32,JAYAKWADI(PAITHAN),463.91,462.2,2.171,1.556,29-09-2016,72,4,52,227,-
*33,KOYANA,657.9,659.18,2.652,2.652,28-09-2016,100,75,97,-,1920
34,BHIMA(UJJANI),496.83,496.65,1.517,1.457,28-09-2016,96,4,78,125,12
35,ISAPUR,441.0,433.8,0.965,0.385,28-09-2016,40,35,69,104,-
36,MULA,552.3,552.28,0.609,0.608,29-09-2016,100,52,82,139,-
37,YELDARI,461.77,452.06,0.809,0.134,29-09-2016,17,14,55,78,-
38,GIRNA,398.07,395.84,0.524,0.407,28-09-2016,78,11,49,79,-
39,KHADAKVASLA,582.47,582.47,0.056,0.056,28-09-2016,100,30,77,78,8
*40,UPPER VAITARNA,603.5,603.49,0.331,0.331,28-09-2016,100,71,93,-,61
41,UPPER TAPI,214.0,213.34,0.255,0.216,28-09-2016,85,94,89,45,-
*42,PENCH(TOTLADOH),490.0,484.99,1.091,0.37,28-09-2016,34,84,84,127,160
43,UPPER WARDHA,342.5,342.5,0.564,0.564,29-09-2016,100,100,93,70,-
44,BHATSA,142.07,141.89,0.942,0.939,28-09-2016,100,81,95,29.378,15
45,DHOM,747.7,747.64,0.331,0.33,28-09-2016,100,53,88,36.2,2
46,DUDHGANGA,646.0,646.02,0.664,0.664,28-09-2016,100,76,97,2.441,24
47,MANIKDOH,711.25,706.29,0.288,0.205,28-09-2016,71,27,60,2.2,6
48,BHANDARDARA,342.5,342.5,0.304,0.304,29-09-2016,100,100,93,70,-
49,MATATILA,308.46,308.46,0.707,0.641,28-09-2016,91,77,90,-,30
*50,RIHAND,268.22,265.79,5.649,4.597,29-09-2016,81,37,48,-,300
*51,RAMGANGA,365.3,349.99,2.196,1.176,29-09-2016,54,75,69,1897,198
*52,TEHRI,830.0,824.45,2.615,2.386,29-09-2016,91,89,82,2351,1000
*53,GANDHI SAGAR,399.9,399.61,6.827,6.438,29-09-2016,94,91,60,220,115
54,TAWA,355.4,355.49,1.944,1.944,29-09-2016,100,100,98,247,-
*55,BARGI,422.76,423.05,3.18,3.18,29-09-2016,100,93,93,157,90
*56,BANSAGAR,341.64,341.62,5.166,5.166,29-09-2016,100,67,69,488,425
*57,INDIRA SAGAR,262.13,262.03,9.745,9.685,29-09-2016,99,88,79,2380,1000
58,BARNA DAM,348.55,348.21,0.456,0.433,29-09-2016,95,80,82,546,-
*59,MINIMATA BANGO,359.66,354.76,3.046,2.097,26-09-2016,69,64,76,-,120
60,MAHANADI,348.7,348.63,0.767,0.76,29-09-2016,99,65,86,319,10
*61,SRISAILAM,269.75,269.08,8.288,5.664,29-09-2016,68,20,78,0,770
*62,NAGARJUNA SAGAR,179.83,160.63,6.841,0.869,29-09-2016,13,1,73,895,810
63,SOMASILA,100.58,91.25,1.994,0.816,29-09-2016,41,14,48,168,0
64,SRIRAMSAGAR,332.54,332.54,2.3,2.3,29-09-2016,100,10,61,411,27
65,LOWER MANAIR,280.42,280.25,0.621,0.621,29-09-2016,100,18,62,199,60
66,KRISHNARAJA SAGARA,752.5,741.59,1.163,0.31,29-09-2016,27,51,86,79,-
*67,TUNGABHADRA,497.74,492.0,3.276,1.243,29-09-2016,38,62,86,529,72
68,GHATAPRABHA(HIDKAL),662.95,659.43,1.391,1.135,29-09-2016,82,41,91,317,-
69,BHADRA,657.76,649.27,1.785,0.927,29-09-2016,52,66,93,106,39
70,LINGANAMAKKI,554.43,547.63,4.294,2.493,29-09-2016,58,51,88,-,55
71,NARAYANPUR,492.25,492.25,0.863,0.74,29-09-2016,86,63,86,425,-
72,MALAPRABHA(RENUKA),633.83,627.61,0.972,0.353,29-09-2016,36,27,72,215,-
73,KABINI,696.16,692.2,0.444,0.236,29-09-2016,53,54,54,85,-
74,HEMAVATHY,890.63,876.58,0.927,0.191,29-09-2016,21,45,88,265,-
75,HARANGI,871.42,869.45,0.22,0.171,29-09-2016,78,46,88,53,-
76,SUPA,564.0,547.4,4.12,2.352,29-09-2016,57,43,73,-,-
77,VANI VILAS SAGAR,652.28,634.0,0.802,0.04,29-09-2016,5,6,13,123,-
*79,GERUSOPPA,55.0,50.28,0.13,0.103,29-09-2016,79,66,79,83,240
80,KALLADA(PARAPPAR),115.82,97.9,0.507,0.162,29-09-2016,32,35,75,62,-
*81,IDAMALAYAR,169.0,152.96,1.018,0.584,29-09-2016,57,50,79,33,75
*82,IDUKKI,732.43,716.6,1.46,0.682,29-09-2016,47,54,68,-,780
*83,KAKKI,981.46,969.73,0.447,0.276,29-09-2016,62,48,78,23,300
*84,PERIYAR,867.41,859.74,0.173,0.021,29-09-2016,12,29,50,84,140
85,MALAMPUZHA,867.41,859.74,0.224,0.092,29-09-2016,12,29,50,84,140
86,LOWER BHAWANI,278.89,264.58,0.792,0.147,29-09-2016,19,34,57,105,8
*87,METTUR(STANLEY),240.79,228.76,2.647,1.202,29-09-2016,45,35,59,122,360
88,VAIGAI,279.2,265.52,0.172,0.007,29-09-2016,4,23,39,61,6
89,PARAMBIKULAM,556.26,543.75,0.38,0.14,29-09-2016,37,71,87,101,-
*91,SHOLAYAR,1002.79,986.64,0.143,0.058,29-09-2016,41,67,95,-,95
