S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,505.58,6.229,4.892,25-08-2022,79.0,51.0,74.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,420.91,6.157,4.972,25-08-2022,81.0,40.0,73.0,0.0,396.0
*3,KOL DAM,642.0,640.1,0.089,0.061,25-08-2022,69.0,44.0,52.0,0.0,800.0
*4,THEIN DAM,527.91,522.82,2.344,1.959,25-08-2022,84.0,41.0,67.0,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,280.6,1.711,1.701,25-08-2022,99.0,66.0,84.0,63.0,140.0
6,JHAKAM,359.5,360.6,0.132,0.132,25-08-2022,100.0,36.0,83.0,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,352.06,1.436,1.294,25-08-2022,90.0,83.0,74.0,229.0,172.0
8,BISALPUR,315.5,315.32,1.076,1.06,25-08-2022,99.0,34.0,65.0,81.8,0.0
9,JAWAI DAM,313.4,309.94,0.193,0.131,25-08-2022,68.0,1.0,37.0,38.67,0.0
10,JAISAMAND,295.54,297.49,0.296,0.217,25-08-2022,73.0,51.0,49.0,16.0,0.0
11,TENUGHAT,269.14,259.98,0.821,0.416,25-08-2022,51.0,43.0,44.0,0.0,0.0
12,MAITHON,146.3,142.06,0.471,0.236,25-08-2022,50.0,97.0,82.0,342.0,0.0
14,KONAR,425.81,418.55,0.176,0.065,25-08-2022,37.0,69.0,68.0,0.0,0.0
15,TILAIYA,368.81,364.67,0.142,0.023,25-08-2022,16.0,100.0,74.0,0.0,4.0
16,GETALSUD,590.06,589.33,0.218,0.194,25-08-2022,89.0,80.0,68.0,0.0,130.0
*17,HIRAKUD,192.02,190.14,5.378,3.651,25-08-2022,68.0,50.0,57.0,153.0,307.0
*18,BALIMELA,462.08,448.79,2.676,0.818,25-08-2022,31.0,25.0,48.0,0.0,360.0
19,SALANADI,82.3,78.72,0.558,0.444,25-08-2022,80.0,28.0,50.0,42.0,0.0
*20,RENGALI,123.5,122.71,3.432,3.174,25-08-2022,92.0,76.0,72.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,827.41,0.893,0.235,25-08-2022,26.0,26.0,58.0,0.0,115.0
*22,UPPER KOLAB,858.0,852.02,0.935,0.428,25-08-2022,46.0,16.0,41.0,89.0,320.0
*23,UPPER INDRAVATI,642.0,640.06,1.456,1.24,25-08-2022,85.0,32.0,60.0,128.0,600.0
24,SAPUA,168.5,168.6,0.006,0.006,25-08-2022,100.0,17.0,50.0,0.0,0.0
25,HARIHARJHOR,147.5,146.73,0.059,0.055,23-08-2022,93.0,22.0,76.0,9.95,0.0
26,MANDIRA DAM,210.31,207.05,0.309,0.193,25-08-2022,62.0,65.0,59.0,0.0,0.0
27,MAYURAKSHI,121.31,111.22,0.48,0.104,25-08-2022,22.0,63.0,58.0,227.0,0.0
28,KANGSABATI,134.14,132.24,0.914,0.777,25-08-2022,85.0,74.0,62.0,341.0,0.0
29,GUMTI,93.55,92.0,0.312,0.24,25-08-2022,77.0,51.0,65.0,0.0,15.0
*30,DOYANG HEP,333.0,314.0,0.535,0.252,25-08-2022,47.0,41.0,65.0,0.0,75.0
31,CHANDAN DAM,152.39,133.87,0.14,0.01,25-08-2022,9.56,100.0,66.91,75.0,0.0
*32,UKAI,105.16,102.44,6.615,5.208,25-08-2022,79.0,62.0,65.0,348.0,300.0
33,SABARMATI(DHAROI),189.59,188.68,0.735,0.652,25-08-2022,89.0,27.0,49.0,95.0,1.0
*34,KADANA,127.7,126.9,1.472,1.109,25-08-2022,75.0,31.0,58.0,200.0,120.0
35,SHETRUNJI,55.53,54.45,0.3,0.271,25-08-2022,90.0,97.0,52.0,36.0,0.0
36,BHADAR,107.89,106.92,0.188,0.146,25-08-2022,78.0,29.0,48.0,27.0,0.0
37,DAMANGANGA,79.86,75.55,0.502,0.296,25-08-2022,59.0,64.0,61.0,51.0,1.0
38,DANTIWADA,184.1,183.48,0.399,0.366,25-08-2022,92.0,7.0,29.0,45.0,0.0
39,PANAM,127.41,121.15,0.697,0.224,25-08-2022,32.0,28.0,66.0,36.0,2.0
*40,SARDAR SAROVAR,138.68,136.09,5.76,4.949,25-08-2022,86.0,11.0,33.0,2120.0,1450.0
41,KARJAN,115.25,110.3,0.523,0.378,25-08-2022,72.0,51.0,65.0,51.0,3.0
42,SUKHI(GUJ),147.82,145.21,0.167,0.112,25-08-2022,67.0,56.0,56.0,20.701,0.0
43,WATRAK,136.25,134.22,0.154,0.087,25-08-2022,56.0,16.0,52.0,22.977,0.0
44,HATHMATI,180.74,181.02,0.153,0.149,25-08-2022,97.0,30.0,28.0,5.166,0.0
45,MACHCHHU-I,135.33,133.11,0.071,0.039,25-08-2022,55.0,17.0,39.0,0.0,0.0
46,MACHCHHU-II,57.3,55.09,0.091,0.048,25-08-2022,53.0,44.0,47.0,10.13,0.0
47,UND-I,98.0,96.72,0.066,0.048,25-08-2022,73.0,38.0,32.0,9.9,0.0
48,BRAHMANI(GUJ),64.62,60.44,0.071,0.014,25-08-2022,20.0,21.0,32.0,6.413,0.0
49,JAYAKWADI(PAITHAN),463.91,463.77,2.171,2.118,24-08-2022,98.0,41.0,39.0,227.0,0.0
*50,KOYANA,657.9,657.89,2.652,2.649,25-08-2022,100.0,95.0,94.0,0.0,1920.0
51,BHIMA(UJJANI),496.83,496.79,1.517,1.504,25-08-2022,99.0,62.0,63.0,125.0,12.0
52,ISAPUR,441.0,440.64,0.965,0.928,25-08-2022,96.0,80.0,52.0,104.0,0.0
53,MULA,552.3,552.11,0.609,0.599,25-08-2022,98.0,67.0,73.0,139.0,0.0
54,YELDARI,461.77,460.96,0.809,0.728,25-08-2022,90.0,85.0,31.0,78.0,0.0
55,GIRNA,398.07,397.42,0.524,0.484,25-08-2022,92.0,44.0,40.0,79.0,0.0
56,KHADAKVASLA,582.47,582.47,0.056,0.056,25-08-2022,100.0,45.0,77.0,78.0,8.0
*57,UPPER VAITARNA,603.5,603.32,0.331,0.326,25-08-2022,98.0,83.0,85.0,0.0,61.0
58,UPPER TAPI,214.0,210.05,0.255,0.063,25-08-2022,25.0,30.0,46.0,45.0,0.0
*59,PENCH(TOTLADOH),490.0,489.45,1.091,0.974,25-08-2022,89.0,60.0,56.0,127.0,160.0
60,UPPER WARDHA,342.5,341.91,0.564,0.511,25-08-2022,91.0,70.0,75.0,70.0,0.0
61,BHATSA,142.07,141.06,0.942,0.915,25-08-2022,97.0,90.0,89.0,29.378,15.0
62,DHOM,747.7,747.02,0.331,0.315,25-08-2022,95.0,86.0,82.0,36.2,2.0
63,DUDHGANGA,646.0,646.93,0.664,0.65,24-08-2022,98.0,94.0,93.0,2.441,24.0
64,MANIKDOH,711.25,706.72,0.288,0.212,25-08-2022,74.0,45.0,55.0,2.2,6.0
65,BHANDARDARA,744.91,744.73,0.304,0.304,25-08-2022,100.0,88.0,94.0,63.74,46.0
66,URMODI,696.0,695.4,0.273,0.264,25-08-2022,97.0,85.0,93.0,37.0,3.0
67,BHATGHAR,623.28,623.28,0.673,0.666,25-08-2022,99.0,91.0,93.0,60.656,14.09
68,NIRA DEOGHAR,667.1,667.1,0.332,0.332,25-08-2022,100.0,100.0,95.0,0.0,6.0
*69,THOKARWADI,667.14,664.98,0.353,0.293,25-08-2022,83.0,70.0,69.0,0.0,72.0
70,KANHER,690.78,689.67,0.272,0.252,25-08-2022,93.0,88.0,89.0,44.78,4.0
*71,MULSHI,607.1,607.1,0.572,0.571,25-08-2022,100.0,84.0,84.0,0.0,300.0
72,PRIYADARSHINI JURALA,118.6,118.2,0.276,0.271,25-08-2022,98.0,92.0,92.0,18.324,6.0
73,TILLARI,113.2,107.65,0.447,0.362,25-08-2022,81.0,81.0,89.0,21.26,10.0
74,DIMBHE DAM,719.15,718.44,0.354,0.342,25-08-2022,97.0,28.0,83.0,52.569,5.0
75,VEER DAM,579.85,579.85,0.266,0.266,25-08-2022,100.0,95.0,85.0,181.27,13.5
76,BARVI DAM,72.6,72.44,0.339,0.333,25-08-2022,98.0,40.0,60.0,0.0,1.1
77,CHASKAMAN,649.53,649.53,0.215,0.214,25-08-2022,100.0,76.0,92.0,55.214,3.0
78,MATATILA,308.46,307.51,0.707,0.541,25-08-2022,77.0,83.0,78.0,0.0,30.0
*79,RIHAND,268.22,258.41,5.649,1.642,25-08-2022,29.0,57.0,46.0,0.0,300.0
80,SHARDA SAGAR,190.5,184.34,0.33,0.095,25-08-2022,29.0,44.0,59.0,126.5,0.0
81,SIRSI,217.93,211.1,0.19,0.028,25-08-2022,15.0,80.0,67.0,80.566,0.0
82,MAUDAHA,147.8,146.1,0.179,0.121,25-08-2022,68.0,47.0,47.0,41.7,0.0
83,JIRGO,98.2,91.18,0.147,0.03,25-08-2022,20.0,63.0,56.0,13.14,0.0
