S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,503.1,6.229,4.293,23-11-2023,69.0,82.0,75.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,418.91,6.157,4.672,23-11-2023,76.0,74.0,66.0,0.0,396.0
*3,KOL DAM,642.0,641.2,0.089,0.077,23-11-2023,87.0,100.0,91.0,0.0,800.0
4,THEIN DAM,527.91,513.51,2.344,1.318,23-11-2023,56.0,73.0,56.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,279.85,1.711,1.599,23-11-2023,93.0,96.0,97.0,63.0,140.0
6,JHAKAM,359.5,356.0,0.132,0.098,23-11-2023,74.0,92.0,90.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,350.58,1.436,1.037,23-11-2023,72.0,83.0,56.0,229.0,172.0
8,BISALPUR,315.5,313.18,1.076,0.659,23-11-2023,61.0,99.0,69.0,81.8,0.0
9,JAWAI DAM,313.4,312.16,0.193,0.183,23-11-2023,95.0,95.0,60.0,38.67,0.0
10,JAISAMAND,295.54,293.16,0.296,0.183,23-11-2023,62.0,100.0,73.0,16.0,0.0
11,TENUGHAT,269.14,260.38,0.821,0.432,23-11-2023,53.0,53.0,51.0,0.0,0.0
12,MAITHON,146.3,147.06,0.471,0.471,23-11-2023,100.0,100.0,87.0,342.0,0.0
*$13,PANCHET HILL,124.97,126.34,0.184,0.184,23-11-2023,100.0,100.0,86.0,0.0,80.0
$14,KONAR,425.81,425.04,0.176,0.162,23-11-2023,92.0,98.0,91.0,0.0,0.0
$15,TILAIYA,368.81,367.96,0.142,0.115,23-11-2023,81.0,63.0,85.0,0.0,4.0
*16,GETALSUD,590.06,588.23,0.218,0.16,23-11-2023,73.0,58.0,61.0,0.0,130.0
17,HIRAKUD,192.02,191.47,5.378,4.471,22-11-2023,83.0,83.0,83.0,153.0,307.0
*18,BALIMELA,462.08,453.26,2.676,1.337,23-11-2023,50.0,43.0,60.0,0.0,360.0
19,SALANADI,82.3,74.22,0.558,0.315,23-11-2023,56.0,54.0,47.0,42.0,0.0
20,RENGALI,123.5,122.58,3.432,3.129,23-11-2023,91.0,88.0,83.0,3.0,200.0
