S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,496.11,6.229,3.644,01-08-2017,59,40,56,676,1200
*2,PONG DAM(BEAS),423.67,413.08,6.157,3.591,03-08-2017,58,34,45,-,360
*3,THEIN DAM,527.91,522.84,2.344,1.959,03-08-2017,84,44,50,348,600
*4,MAHI BAJAJ SAGAR,280.75,278.05,1.711,1.36,03-08-2017,79,64,53,63,140
5,JHAKAM,359.5,360.0,0.132,0.132,03-08-2017,100,50,43,28,-
*6,RANA PRATAP SAGAR,352.81,348.45,1.436,0.649,26-07-2017,45,67,51,229,172
7,TENUGHAT,269.14,257.98,0.821,0.342,03-08-2017,42,43,42,-,-
8,MAITHON,146.3,146.04,0.471,0.426,03-08-2017,90,52,59,342,-
*12,HIRAKUD,192.02,185.03,5.378,1.359,02-08-2017,25,31,36,153,307
*13,BALIMELA,462.08,448.97,2.676,0.837,02-08-2017,31,49,24,-,360
14,SALANADI,82.3,68.29,0.558,0.181,03-08-2017,32,23,30,42,-
*15,RENGALI,123.5,116.76,3.432,1.377,02-08-2017,40,30,32,3,200
*16,MACHKUND(JALAPUT),838.16,830.82,0.893,0.383,02-08-2017,43,47,46,-,115
*17,UPPER KOLAB,858.0,850.18,0.935,0.291,02-08-2017,31,38,26,89,320
*18,UPPER INDRAVATI,642.0,632.86,1.456,0.57,03-08-2017,39,42,36,128,600
19,MAYURAKSHI,121.31,118.34,0.48,0.346,03-08-2017,72,48,51,227,-
20,KANGSABATI,134.14,131.31,0.914,0.685,03-08-2017,75,25,46,341,-
21,GUMTI,93.55,92.5,0.312,0.263,01-08-2017,84,53,43,-,15
*22,UKAI,105.16,96.23,6.615,2.545,03-08-2017,38,50,46,348,300
23,SABARMATI(DHAROI),189.59,188.78,0.735,0.661,03-08-2017,90,27,36,95,1
*24,KADANA,127.7,126.09,1.472,1.027,03-08-2017,70,44,50,200,120
25,SHETRUNJI,55.53,52.82,0.3,0.131,03-08-2017,44,19,48,36,-
26,BHADAR,107.89,105.42,0.188,0.098,03-08-2017,52,4,43,27,-
27,DAMANGANGA,79.86,73.6,0.502,0.229,03-08-2017,46,46,36,51,1
28,DANTIWADA,184.1,183.0,0.399,0.35,03-08-2017,88,3,18,45,-
29,PANAM,127.41,126.45,0.697,0.488,03-08-2017,70,34,46,36,2
*30,SARDAR SAROVAR,121.92,121.32,1.566,1.457,03-08-2017,93,83,71,2120,1450
31,KARJAN,115.25,108.56,0.523,0.337,03-08-2017,64,15,50,51,3
32,JAYAKWADI(PAITHAN),463.91,460.65,2.171,1.074,01-08-2017,49,0,14,227,-
*33,KOYANA,657.9,653.8,2.652,2.118,01-08-2017,80,59,72,-,1920
34,BHIMA(UJJANI),496.83,494.34,1.517,0.765,03-08-2017,50,0,30,125,12
