S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,488.9,6.229,2.507,19-03-2020,40,55,33,676.0,1379.0
2,PONG DAM(BEAS),423.67,414.35,6.157,3.835,19-03-2020,62,44,28,0.0,396.0
3,KOL DAM,642.0,641.4,0.089,0.08,19-03-2020,90,49,49,0.0,800.0
4,THEIN DAM,527.91,505.67,2.344,0.892,19-03-2020,38,73,38,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,272.85,1.711,0.843,19-03-2020,49,36,35,63.0,140.0
6,JHAKAM,359.5,347.15,0.132,0.04,19-03-2020,30,26,22,28.0,0.0
7,RANA PRATAP SAGAR,352.81,347.75,1.436,0.545,12-03-2020,38,30,27,229.0,172.0
8,BISALPUR,315.5,314.15,1.076,0.83,18-03-2020,77,20,37,81.8,0.0
9,TENUGHAT,269.14,261.24,0.821,0.469,19-03-2020,57,43,41,0.0,0.0
10,MAITHON,146.3,149.18,0.471,0.471,19-03-2020,100,33,65,342.0,0.0
14,HIRAKUD,192.02,190.21,5.378,3.693,19-03-2020,69,51,54,153.0,307.0
15,BALIMELA,462.08,454.4,2.676,1.487,19-03-2020,56,59,51,0.0,360.0
16,SALANADI,82.3,74.45,0.558,0.321,17-03-2020,58,54,32,42.0,0.0
17,RENGALI,123.5,121.12,3.432,2.674,19-03-2020,78,34,56,3.0,200.0
18,MACHKUND(JALAPUT),838.16,833.72,0.893,0.546,19-03-2020,61,57,57,0.0,115.0
19,UPPER KOLAB,858.0,853.73,0.935,0.555,19-03-2020,59,46,48,89.0,320.0
20,UPPER INDRAVATI,642.0,636.67,1.456,0.909,19-03-2020,62,53,52,128.0,600.0
21,SAPUA,168.5,168.5,0.006,0.006,19-03-2020,100,67,67,0.0,0.0
22,HARIHARJHOR,147.5,145.75,0.059,0.048,19-03-2020,81,19,31,9.95,0.0
23,MAYURAKSHI,121.31,116.22,0.48,0.254,19-03-2020,53,20,33,227.0,0.0
24,KANGSABATI,134.14,129.33,0.914,0.529,19-03-2020,58,36,33,341.0,0.0
25,GUMTI,93.55,87.3,0.312,0.071,19-03-2020,23,41,22,0.0,15.0
26,DOYANG HEP,333.0,308.75,0.535,0.189,19-03-2020,35,33,39,0.0,75.0
