S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,477.03,6.229,1.448,09-06-2022,23.0,9.0,26.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,399.95,6.157,1.343,09-06-2022,22.0,12.0,23.0,0.0,396.0
*3,KOL DAM,642.0,637.13,0.089,0.017,09-06-2022,19.0,17.0,35.0,0.0,800.0
*4,THEIN DAM,527.91,506.92,2.344,1.037,09-06-2022,44.0,38.0,52.0,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,269.2,1.711,0.531,09-06-2022,31.0,31.0,32.0,63.0,140.0
6,JHAKAM,359.5,350.65,0.132,0.058,09-06-2022,44.0,22.0,24.0,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,345.62,1.436,0.239,09-06-2022,17.0,45.0,38.0,229.0,172.0
8,BISALPUR,315.5,309.34,1.076,0.255,09-06-2022,24.0,29.0,38.0,81.8,0.0
9,JAWAI DAM,313.4,292.27,0.193,0.009,09-06-2022,5.0,23.0,14.0,38.67,0.0
10,JAISAMAND,295.54,290.71,0.296,0.093,09-06-2022,31.0,54.0,31.0,16.0,0.0
11,TENUGHAT,269.14,256.09,0.821,0.284,09-06-2022,35.0,39.0,38.0,0.0,0.0
12,MAITHON,146.3,138.68,0.471,0.116,09-06-2022,25.0,40.0,33.0,342.0,0.0
14,KONAR,425.81,416.91,0.176,0.047,09-06-2022,27.0,40.0,32.0,0.0,0.0
15,TILAIYA,368.81,364.42,0.142,0.018,09-06-2022,13.0,27.0,20.0,0.0,4.0
16,GETALSUD,590.06,584.73,0.218,0.073,09-06-2022,33.0,44.0,39.0,0.0,130.0
*17,HIRAKUD,192.02,183.25,5.378,0.807,08-06-2022,15.0,17.0,17.0,153.0,307.0
*18,BALIMELA,462.08,441.41,2.676,0.179,09-06-2022,7.0,21.0,26.0,0.0,360.0
19,SALANADI,82.3,74.3,0.558,0.317,09-06-2022,57.0,40.0,38.0,42.0,0.0
*20,RENGALI,123.5,110.02,3.432,0.046,09-06-2022,1.0,17.0,13.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,820.81,0.893,0.042,09-06-2022,5.0,30.0,30.0,0.0,115.0
*22,UPPER KOLAB,858.0,845.29,0.935,0.049,09-06-2022,5.0,9.0,19.0,89.0,320.0
*23,UPPER INDRAVATI,642.0,629.37,1.456,0.291,09-06-2022,20.0,23.0,21.0,128.0,600.0
24,SAPUA,168.5,167.73,0.006,0.006,09-06-2022,100.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,140.7,0.059,0.0,09-06-2022,0.0,0.0,22.0,9.95,0.0
26,MANDIRA DAM,210.31,207.79,0.309,0.227,09-06-2022,73.0,61.0,67.0,0.0,0.0
27,MAYURAKSHI,121.31,112.65,0.48,0.138,09-06-2022,29.0,22.0,24.0,227.0,0.0
28,KANGSABATI,134.14,127.88,0.914,0.423,09-06-2022,46.0,30.0,31.0,341.0,0.0
29,GUMTI,93.55,89.65,0.312,0.146,08-06-2022,47.0,53.0,36.0,0.0,15.0
*30,DOYANG HEP,333.0,306.5,0.535,0.168,09-06-2022,31.0,31.0,33.0,0.0,75.0
31,CHANDAN DAM,152.39,146.21,0.14,0.07,09-06-2022,52.21,46.32,31.62,75.0,0.0
*32,UKAI,105.16,96.82,6.615,2.76,09-06-2022,42.0,38.0,23.0,348.0,300.0
