S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,498.44,6.229,3.648,13-08-2020,59,83,69,676.0,1379.0
*2,PONG DAM(BEAS),423.67,410.81,6.157,3.045,13-08-2020,49,58,62,0.0,396.0
*3,KOL DAM,642.0,637.94,0.089,0.029,12-08-2020,33,73,42,0.0,800.0
*4,THEIN DAM,527.91,509.14,2.344,1.061,13-08-2020,45,68,65,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,271.1,1.711,0.695,13-08-2020,41,100,74,63.0,140.0
6,JHAKAM,359.5,347.4,0.132,0.041,13-08-2020,31,70,72,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,348.44,1.436,0.648,13-08-2020,45,54,68,229.0,172.0
8,BISALPUR,315.5,312.72,1.076,0.598,13-08-2020,56,20,47,81.8,0.0
9,TENUGHAT,269.14,258.23,0.821,0.35,12-08-2020,43,45,43,0.0,0.0
10,MAITHON,146.3,143.47,0.471,0.295,12-08-2020,63,54,67,342.0,0.0
*11,PANCHET HILL,124.97,124.22,0.184,0.148,12-08-2020,80,33,78,0.0,80.0
12,KONAR,425.81,422.93,0.176,0.126,12-08-2020,72,27,59,0.0,0.0
13,TILAIYA,368.81,367.19,0.142,0.087,12-08-2020,61,7,51,0.0,4.0
*14,HIRAKUD,192.02,185.75,5.378,1.604,12-08-2020,30,44,41,153.0,307.0
*15,BALIMELA,462.08,446.01,2.676,0.553,12-08-2020,21,53,30,0.0,360.0
16,SALANADI,82.3,73.55,0.558,0.299,13-08-2020,54,50,37,42.0,0.0
*17,RENGALI,123.5,118.1,3.432,1.713,12-08-2020,50,17,30,3.0,200.0
*18,MACHKUND(JALAPUT),838.16,831.02,0.893,0.393,12-08-2020,44,83,56,0.0,115.0
*19,UPPER KOLAB,858.0,847.76,0.935,0.167,12-08-2020,18,52,33,89.0,320.0
*20,UPPER INDRAVATI,642.0,630.88,1.456,0.407,12-08-2020,28,85,52,128.0,600.0
21,SAPUA,168.5,168.2,0.006,0.006,13-08-2020,100,50,50,0.0,0.0
22,HARIHARJHOR,147.5,146.42,0.059,0.053,13-08-2020,90,0,63,9.95,0.0
23,MAYURAKSHI,121.31,119.18,0.48,0.389,12-08-2020,81,29,49,227.0,0.0
24,KANGSABATI,134.14,130.2,0.914,0.595,12-08-2020,65,33,50,341.0,0.0
25,GUMTI,93.55,92.0,0.312,0.24,12-08-2020,77,53,57,0.0,15.0
*26,DOYANG HEP,333.0,322.85,0.535,0.367,13-08-2020,69,48,67,0.0,75.0
*27,UKAI,105.16,100.81,6.615,4.405,13-08-2020,67,81,60,348.0,300.0
28,SABARMATI(DHAROI),189.59,183.31,0.735,0.237,13-08-2020,32,15,45,95.0,1.0
*29,KADANA,127.7,116.46,1.472,0.328,13-08-2020,22,75,56,200.0,120.0
30,SHETRUNJI,55.53,54.47,0.3,0.222,13-08-2020,74,33,45,36.0,0.0
31,BHADAR,107.89,105.58,0.188,0.103,13-08-2020,55,44,47,27.0,0.0
32,DAMANGANGA,79.86,75.55,0.502,0.296,13-08-2020,59,70,54,51.0,1.0
33,DANTIWADA,184.1,162.76,0.399,0.002,13-08-2020,1,8,27,45.0,0.0
34,PANAM,127.41,120.4,0.697,0.198,13-08-2020,28,70,59,36.0,2.0
*35,SARDAR SAROVAR,138.68,119.69,5.76,1.174,13-08-2020,20,63,27,2120.0,1450.0
36,KARJAN,115.25,104.81,0.523,0.263,13-08-2020,50,69,57,51.0,3.0
37,SUKHI(GUJ),147.82,145.0,0.167,0.108,13-08-2020,65,90,44,20.7,0.0
38,WATRAK,136.25,132.14,0.154,0.051,13-08-2020,33,6,46,22.98,0.0
39,HATHMATI,180.74,177.24,0.153,0.047,13-08-2020,31,14,19,5.166,0.0
40,MACHCHHU-I,135.33,131.93,0.071,0.031,13-08-2020,44,97,45,0.0,0.0
41,MACHCHHU-II,57.3,54.27,0.091,0.037,13-08-2020,41,92,54,10.13,0.0
42,UND-I,98.0,97.5,0.066,0.059,13-08-2020,89,92,45,9.9,0.0
43,BRAHMANI(GUJ),64.62,61.48,0.071,0.022,13-08-2020,31,62,41,6.413,0.0
44,JAYAKWADI(PAITHAN),463.91,461.24,2.171,1.25,13-08-2020,58,90,31,227.0,0.0
*45,KOYANA,657.9,652.2,2.652,2.085,13-08-2020,79,100,92,0.0,1920.0
46,BHIMA(UJJANI),496.83,493.04,1.517,0.435,12-08-2020,29,100,54,125.0,12.0
47,ISAPUR,441.0,436.24,0.965,0.532,13-08-2020,55,15,46,104.0,0.0
48,MULA,552.3,545.35,0.609,0.296,13-08-2020,49,97,64,139.0,0.0
49,YELDARI,461.77,461.63,0.809,0.795,13-08-2020,98,0,19,78.0,0.0
50,GIRNA,398.07,392.13,0.524,0.262,13-08-2020,50,74,28,79.0,0.0
51,KHADAKVASLA,582.47,582.47,0.056,0.056,13-08-2020,100,100,82,78.0,8.0
*52,UPPER VAITARNA,603.5,599.24,0.331,0.2,13-08-2020,60,92,81,0.0,61.0
53,UPPER TAPI,214.0,209.59,0.255,0.048,13-08-2020,19,19,36,45.0,0.0
*54,PENCH(TOTLADOH),490.0,489.05,1.091,0.944,13-08-2020,87,2,48,127.0,160.0
55,UPPER WARDHA,342.5,341.91,0.564,0.512,13-08-2020,91,43,68,70.0,0.0
56,BHATSA,142.07,128.89,0.942,0.62,11-08-2020,66,91,83,29.38,15.0
57,DHOM,747.7,741.97,0.331,0.211,13-08-2020,64,91,80,36.2,2.0
58,DUDHGANGA,646.0,643.66,0.664,0.601,13-08-2020,91,98,88,2.441,24.0
59,MANIKDOH,711.25,693.95,0.288,0.061,13-08-2020,21,79,48,2.2,6.0
60,BHANDARDARA,744.91,740.34,0.304,0.225,13-08-2020,74,95,91,63.74,46.0
61,URMODI,696.0,693.81,0.273,0.239,13-08-2020,88,95,89,37.0,3.0
62,BHATGHAR,623.28,617.64,0.673,0.498,13-08-2020,74,98,88,60.66,14.09
63,NIRA DEOGHAR,667.1,657.3,0.332,0.209,13-08-2020,63,98,89,0.0,6.0
*64,THOKARWADI,667.14,659.38,0.353,0.168,13-08-2020,48,72,61,0.0,72.0
65,KANHER,690.78,687.04,0.272,0.208,13-08-2020,76,31,80,44.78,4.0
*66,MULSHI,607.1,602.43,0.572,0.382,13-08-2020,67,91,78,0.0,300.0
67,SURYA,118.6,114.75,0.276,0.225,13-08-2020,82,57,82,18.32,6.0
68,TILLARI,113.2,108.34,0.447,0.373,13-08-2020,83,35,82,21.26,10.0
69,MATATILA,308.46,303.52,0.707,0.193,12-08-2020,27,66,69,0.0,30.0
*70,RIHAND,268.22,260.91,5.649,2.602,13-08-2020,46,15,36,0.0,300.0
71,SHARDA SAGAR,190.5,187.0,0.33,0.215,13-08-2020,65,51,57,126.5,0.0
72,JIRGO,98.2,96.79,0.147,0.115,13-08-2020,78,23,36,13.14,0.0
*73,RAMGANGA,365.3,353.8,2.196,1.388,13-08-2020,63,38,47,1897.0,198.0
*74,TEHRI,830.0,800.0,2.615,1.487,13-08-2020,57,58,66,2351.0,1000.0
*75,GANDHI SAGAR,399.9,395.43,6.827,4.115,13-08-2020,60,42,45,220.0,115.0
76,TAWA,355.4,346.47,1.944,0.773,13-08-2020,40,88,79,247.0,0.0
*77,BARGI,422.76,416.9,3.18,1.72,13-08-2020,54,90,80,157.0,90.0
*78,BANSAGAR,341.64,340.13,5.166,4.489,13-08-2020,87,57,64,488.0,425.0
*79,INDIRA SAGAR,262.13,252.19,9.745,2.843,13-08-2020,29,83,62,2380.0,1000.0
80,BARNA DAM,348.55,345.0,0.456,0.456,13-08-2020,100,36,68,546.0,0.0
*81,OMKARESHWAR,196.6,194.08,0.299,0.048,13-08-2020,16,0,0,132.5,520.0
82,SANJAY SAROVAR,519.38,517.65,0.508,0.329,13-08-2020,65,31,51,12.65,3.45
83,KOLAR DAM,462.2,452.75,0.27,0.122,13-08-2020,45,46,51,25.68,0.0
