S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,483.35,6.229,1.961,21-07-2022,31.0,22.0,44.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,401.78,6.157,1.592,21-07-2022,26.0,21.0,31.0,0.0,396.0
*3,KOL DAM,642.0,638.98,0.089,0.044,21-07-2022,49.0,38.0,49.0,0.0,800.0
*4,THEIN DAM,527.91,507.68,2.344,0.988,21-07-2022,42.0,25.0,52.0,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,271.7,1.711,0.743,21-07-2022,43.0,31.0,43.0,63.0,140.0
6,JHAKAM,359.5,351.65,0.132,0.066,21-07-2022,50.0,21.0,33.0,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,351.12,1.436,1.11,21-07-2022,77.0,40.0,47.0,229.0,172.0
8,BISALPUR,315.5,309.2,1.076,0.241,21-07-2022,22.0,24.0,35.0,81.8,0.0
9,JAWAI DAM,313.4,299.6,0.193,0.029,21-07-2022,15.0,23.0,13.0,38.67,0.0
10,JAISAMAND,295.54,290.71,0.296,0.095,21-07-2022,32.0,51.0,29.0,16.0,0.0
11,TENUGHAT,269.14,256.15,0.821,0.285,21-07-2022,35.0,43.0,42.0,0.0,0.0
12,MAITHON,146.3,138.68,0.471,0.116,21-07-2022,25.0,82.0,50.0,342.0,0.0
14,KONAR,425.81,414.1,0.176,0.023,21-07-2022,13.0,47.0,42.0,0.0,0.0
15,TILAIYA,368.81,364.24,0.142,0.014,21-07-2022,10.0,38.0,34.0,0.0,4.0
16,GETALSUD,590.06,583.78,0.218,0.055,21-07-2022,25.0,43.0,42.0,0.0,130.0
*17,HIRAKUD,192.02,187.13,5.378,2.15,20-07-2022,40.0,24.0,18.0,153.0,307.0
*18,BALIMELA,462.08,443.3,2.676,0.316,20-07-2022,12.0,18.0,27.0,0.0,360.0
19,SALANADI,82.3,76.78,0.558,0.387,21-07-2022,69.0,30.0,39.0,42.0,0.0
*20,RENGALI,123.5,110.96,3.432,0.193,20-07-2022,6.0,19.0,20.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,821.28,0.893,0.05,20-07-2022,6.0,25.0,32.0,0.0,115.0
*22,UPPER KOLAB,858.0,847.15,0.935,0.138,20-07-2022,15.0,8.0,20.0,89.0,320.0
*23,UPPER INDRAVATI,642.0,632.39,1.456,0.531,20-07-2022,36.0,22.0,27.0,128.0,600.0
24,SAPUA,168.5,168.52,0.006,0.006,21-07-2022,100.0,67.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,143.81,0.059,0.027,21-07-2022,46.0,3.0,41.0,9.95,0.0
26,MANDIRA DAM,210.31,206.38,0.309,0.159,21-07-2022,51.0,62.0,60.0,0.0,0.0
27,MAYURAKSHI,121.31,112.81,0.48,0.141,21-07-2022,29.0,58.0,46.0,227.0,0.0
28,KANGSABATI,134.14,128.15,0.914,0.441,21-07-2022,48.0,78.0,45.0,341.0,0.0
29,GUMTI,93.55,89.6,0.312,0.144,06-07-2022,46.0,54.0,50.0,0.0,15.0
*30,DOYANG HEP,333.0,310.35,0.535,0.207,21-07-2022,39.0,34.0,53.0,0.0,75.0
31,CHANDAN DAM,152.39,145.36,0.14,0.07,21-07-2022,47.79,100.0,72.79,75.0,0.0
*32,UKAI,105.16,101.58,6.615,4.773,21-07-2022,72.0,36.0,29.0,348.0,300.0
33,SABARMATI(DHAROI),189.59,182.13,0.735,0.178,21-07-2022,24.0,26.0,22.0,95.0,1.0
*34,KADANA,127.7,119.38,1.472,0.491,21-07-2022,33.0,26.0,43.0,200.0,120.0
35,SHETRUNJI,55.53,53.4,0.3,0.208,21-07-2022,69.0,71.0,32.0,36.0,0.0
36,BHADAR,107.89,104.33,0.188,0.07,21-07-2022,37.0,20.0,23.0,27.0,0.0
37,DAMANGANGA,79.86,70.65,0.502,0.145,21-07-2022,29.0,32.0,34.0,51.0,1.0
38,DANTIWADA,184.1,167.89,0.399,0.027,21-07-2022,7.0,7.0,7.0,45.0,0.0
39,PANAM,127.41,120.15,0.697,0.19,21-07-2022,27.0,31.0,45.0,36.0,2.0
*40,SARDAR SAROVAR,138.68,122.52,5.76,1.675,21-07-2022,29.0,9.0,14.0,2120.0,1450.0
41,KARJAN,115.25,106.37,0.523,0.286,21-07-2022,55.0,43.0,36.0,51.0,3.0
