S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,493.61,6.229,3.323,16-05-2019,53,10,22,676,1200
*2,PONG DAM(BEAS),423.67,408.09,6.157,2.676,16-05-2019,43,11,23,-,360
*3,THEIN DAM,527.91,520.06,2.344,1.721,16-05-2019,73,26,41,348,600
*4,MAHI BAJAJ SAGAR,280.75,268.1,1.711,0.456,15-05-2019,27,33,24,63,140
5,JHAKAM,359.5,345.2,0.132,0.031,15-05-2019,23,30,20,28,-
*6,RANA PRATAP SAGAR,352.81,346.27,1.436,0.333,16-05-2019,23,34,29,229,172
7,TENUGHAT,269.14,257.1,0.821,0.313,16-05-2019,38,40,34,-,-
8,MAITHON,146.3,138.11,0.471,0.1,16-05-2019,21,33,26,342,-
*12,HIRAKUD,192.02,185.2,5.378,1.415,15-05-2019,26,29,26,153,307
*13,BALIMELA,462.08,449.15,2.676,0.855,16-05-2019,32,9,15,-,360
14,SALANADI,82.3,73.86,0.558,0.306,16-05-2019,55,41,25,42,-
*15,RENGALI,123.5,113.04,3.432,0.552,15-05-2019,16,39,26,3,200
*16,MACHKUND(JALAPUT),838.16,829.89,0.893,0.339,13-05-2019,38,34,37,-,115
*17,UPPER KOLAB,858.0,848.7,0.935,0.213,15-05-2019,23,23,23,89,320
*18,UPPER INDRAVATI,642.0,629.83,1.456,0.323,15-05-2019,22,24,26,128,600
19,MAYURAKSHI,121.31,109.91,0.48,0.078,16-05-2019,16,36,19,227,-
20,KANGSABATI,134.14,125.73,0.914,0.306,16-05-2019,33,46,20,341,-
21,GUMTI,93.55,88.25,0.312,0.099,15-05-2019,32,63,18,-,15
*22,UKAI,105.16,85.45,6.615,0.363,16-05-2019,5,15,27,348,300
23,SABARMATI(DHAROI),189.59,179.45,0.735,0.077,15-05-2019,10,15,17,95,1
*24,KADANA,127.7,120.52,1.472,0.565,15-05-2019,38,44,50,200,120
25,SHETRUNJI,55.53,48.27,0.3,0.026,13-05-2019,9,15,11,36,-
26,BHADAR,107.89,99.76,0.188,0.008,13-05-2019,4,18,17,27,-
27,DAMANGANGA,79.86,65.7,0.502,0.045,16-05-2019,9,27,25,51,1
28,DANTIWADA,184.1,167.14,0.399,0.022,15-05-2019,6,18,3,45,-
29,PANAM,127.41,121.85,0.697,0.251,15-05-2019,36,36,38,36,2
*30,SARDAR SAROVAR,138.68,119.57,5.76,1.157,16-05-2019,20,0,13,2120,1450
31,KARJAN,115.25,101.15,0.523,0.197,16-05-2019,38,44,39,51,3
32,JAYAKWADI(PAITHAN),463.91,454.7,2.171,0.0,16-05-2019,0,33,13,227,-
*33,KOYANA,657.9,631.32,2.652,0.627,16-05-2019,24,33,29,-,1920
34,BHIMA(UJJANI),496.83,487.56,1.517,0.0,16-05-2019,0,8,6,125,12
35,ISAPUR,441.0,428.18,0.965,0.083,16-05-2019,9,0,20,104,-
36,MULA,552.3,535.77,0.609,0.032,16-05-2019,5,21,16,139,-
37,YELDARI,461.77,445.68,0.809,0.0,16-05-2019,0,0,9,78,-
38,GIRNA,398.07,385.02,0.524,0.006,16-05-2019,1,16,13,79,-
39,KHADAKVASLA,582.47,579.06,0.056,0.016,16-05-2019,29,54,48,78,8
*40,UPPER VAITARNA,603.5,594.5,0.331,0.081,16-05-2019,24,27,34,-,61
41,UPPER TAPI,214.0,207.68,0.255,0.0,16-05-2019,0,6,28,45,-
*42,PENCH(TOTLADOH),490.0,464.14,1.091,0.002,16-05-2019,0,10,22,127,160
43,UPPER WARDHA,342.5,335.08,0.564,0.091,16-05-2019,16,37,33,70,-
44,BHATSA,142.07,111.28,0.942,0.31,16-05-2019,33,39,38,29.378,15
45,DHOM,747.7,730.04,0.331,0.039,16-05-2019,12,25,27,36.2,2
46,DUDHGANGA,646.0,619.57,0.664,0.08,16-05-2019,12,28,25,2.441,24
47,MANIKDOH,711.25,685.2,0.288,0.008,16-05-2019,3,9,4,2.2,6
48,BHANDARDARA,744.91,709.14,0.304,0.017,16-05-2019,6,32,22,63.74,46
49,MATATILA,308.46,302.54,0.707,0.134,15-05-2019,19,8,35,-,30
*50,RIHAND,268.22,255.7,5.649,0.758,16-05-2019,13,14,17,-,300
*51,RAMGANGA,365.3,344.07,2.196,0.884,16-05-2019,40,17,29,1897,198
*52,TEHRI,830.0,752.29,2.615,0.232,16-05-2019,9,4,6,2351,1000
*53,GANDHI SAGAR,399.9,381.22,6.827,0.03,16-05-2019,0,17,18,220,115
54,TAWA,355.4,337.6,1.944,0.145,16-05-2019,7,9,20,247,-
*55,BARGI,422.76,414.1,3.18,1.206,16-05-2019,38,50,26,157,90
*56,BANSAGAR,341.64,337.59,5.166,3.419,16-05-2019,66,44,37,488,425
*57,INDIRA SAGAR,262.13,252.54,9.745,3.028,16-05-2019,31,22,16,2380,1000
58,BARNA DAM,348.55,338.15,0.456,0.003,16-05-2019,1,7,16,546,-
*59,MINIMATA BANGO,359.66,350.21,3.046,1.476,15-05-2019,48,52,48,-,120
60,MAHANADI,348.7,339.41,0.767,0.125,15-05-2019,16,28,27,319,10
*61,SRISAILAM,269.75,246.22,8.288,0.838,14-05-2019,10,9,9,0,770
*62,NAGARJUNA SAGAR,179.83,155.75,6.841,0.048,14-05-2019,1,2,13,895,810
63,SOMASILA,100.58,78.5,1.994,0.099,14-05-2019,5,18,33,168,0
64,SRIRAMSAGAR,332.54,319.98,2.3,0.173,16-05-2019,8,8,12,411,27
65,LOWER MANAIR,280.42,269.52,0.621,0.118,16-05-2019,19,17,23,199,60
66,KRISHNARAJA SAGARA,752.5,739.45,1.163,0.207,15-05-2019,18,6,13,79,-
*67,TUNGABHADRA,497.74,480.68,3.276,0.085,16-05-2019,3,2,6,529,72
68,GHATAPRABHA(HIDKAL),662.95,636.27,1.391,0.117,16-05-2019,8,9,6,317,-
69,BHADRA,657.76,640.19,1.785,0.318,16-05-2019,18,5,23,106,39
70,LINGANAMAKKI,554.43,536.42,4.294,0.78,16-05-2019,18,17,18,-,55
71,NARAYANPUR,492.25,487.09,0.863,0.214,14-05-2019,25,24,28,425,-
72,MALAPRABHA(RENUKA),633.83,621.15,0.972,0.045,16-05-2019,5,6,7,215,-
73,KABINI,696.16,688.84,0.444,0.098,15-05-2019,22,10,9,85,-
74,HEMAVATHY,890.63,873.14,0.927,0.102,15-05-2019,11,9,8,265,-
75,HARANGI,871.42,855.13,0.22,0.032,15-05-2019,15,18,15,53,-
76,SUPA,564.0,534.69,4.12,1.39,16-05-2019,34,35,26,-,-
77,VANI VILAS SAGAR,652.28,631.84,0.802,0.011,16-05-2019,1,1,11,123,-
*79,GERUSOPPA,55.0,52.93,0.13,0.118,16-05-2019,91,87,87,83,240
80,KALLADA(PARAPPAR),115.82,102.2,0.507,0.22,15-05-2019,43,64,29,62,-
*81,IDAMALAYAR,169.0,130.92,1.018,0.16,15-05-2019,16,20,20,33,75
*82,IDUKKI,732.43,708.92,1.46,0.396,15-05-2019,27,28,24,-,780
*83,KAKKI,981.46,949.04,0.447,0.106,15-05-2019,24,35,28,23,300
*84,PERIYAR,867.41,859.8,0.173,0.022,15-05-2019,13,15,20,84,140
85,MALAMPUZHA,115.06,101.67,0.224,0.025,16-05-2019,11,15,19,21,3
86,LOWER BHAWANI,278.89,264.45,0.792,0.144,15-05-2019,18,14,17,105,8
*87,METTUR(STANLEY),240.79,219.4,2.647,0.501,15-05-2019,19,10,27,122,360
88,VAIGAI,279.2,268.84,0.172,0.021,15-05-2019,12,12,13,61,6
89,PARAMBIKULAM,556.26,540.18,0.38,0.082,15-05-2019,22,6,24,101,-
*91,SHOLAYAR,1002.79,959.52,0.143,0.0,15-05-2019,0,0,4,-,95
