S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,486.44,6.229,2.253,09-04-2020,36,52,28,676.0,1379.0
*2,PONG DAM(BEAS),423.67,414.49,6.157,3.738,09-04-2020,61,45,27,0.0,396.0
*3,KOL DAM,642.0,640.6,0.089,0.068,09-04-2020,76,55,48,0.0,800.0
*4,THEIN DAM,527.91,510.06,2.344,1.111,09-04-2020,47,73,40,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,271.15,1.711,0.698,09-04-2020,41,28,29,63.0,140.0
6,JHAKAM,359.5,347.0,0.132,0.039,09-04-2020,30,25,22,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,347.51,1.436,0.51,09-04-2020,36,28,26,229.0,172.0
8,BISALPUR,315.5,313.94,1.076,0.789,09-04-2020,73,20,35,81.8,0.0
9,TENUGHAT,269.14,260.45,0.821,0.313,09-04-2020,38,37,39,0.0,0.0
10,MAITHON,146.3,148.24,0.471,0.471,09-04-2020,100,26,48,342.0,0.0
*14,HIRAKUD,192.02,189.76,5.378,3.443,06-04-2020,64,45,44,153.0,307.0
*15,BALIMELA,462.08,452.63,2.676,1.255,09-04-2020,47,47,43,0.0,360.0
16,SALANADI,82.3,74.23,0.558,0.315,08-04-2020,56,53,23,42.0,0.0
*17,RENGALI,123.5,119.68,3.432,2.205,09-04-2020,64,29,48,3.0,200.0
*18,MACHKUND(JALAPUT),838.16,832.67,0.893,0.49,09-04-2020,55,49,50,0.0,115.0
*19,UPPER KOLAB,858.0,852.74,0.935,0.484,09-04-2020,52,37,42,89.0,320.0
*20,UPPER INDRAVATI,642.0,635.51,1.456,0.796,09-04-2020,55,42,44,128.0,600.0
21,SAPUA,168.5,168.43,0.006,0.006,09-04-2020,100,67,67,0.0,0.0
22,HARIHARJHOR,147.5,145.15,0.059,0.041,09-04-2020,69,0,32,9.95,0.0
23,MAYURAKSHI,121.31,114.99,0.48,0.174,09-04-2020,36,18,26,227.0,0.0
24,KANGSABATI,134.14,127.88,0.914,0.31,09-04-2020,34,33,28,341.0,0.0
25,GUMTI,93.55,86.15,0.312,0.041,09-04-2020,13,37,21,0.0,15.0
*26,DOYANG HEP,333.0,306.95,0.535,0.171,09-04-2020,32,32,37,0.0,75.0
*27,UKAI,105.16,100.73,6.615,4.366,08-04-2020,66,15,38,348.0,300.0
28,SABARMATI(DHAROI),189.59,184.92,0.735,0.337,09-04-2020,46,13,21,95.0,1.0
*29,KADANA,127.7,122.61,1.472,0.72,08-04-2020,49,43,53,200.0,120.0
