S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,487.87,6.229,2.666,04-08-2016,43,75,61,676,1200
*2,PONG DAM(BEAS),423.67,405.22,6.157,2.189,04-08-2016,36,71,47,-,360
*3,THEIN DAM,527.91,508.62,2.344,1.037,04-08-2016,44,87,56,348,600
*4,MAHI BAJAJ SAGAR,280.75,278.1,1.711,1.365,04-08-2016,80,100,53,63,140
5,JHAKAM,359.5,351.75,0.132,0.066,04-08-2016,50,100,48,28,-
*6,RANA PRATAP SAGAR,352.81,351.0,1.436,1.091,04-08-2016,76,97,58,229,172
7,TENUGHAT,269.14,258.29,0.821,0.352,04-08-2016,43,61,41,-,-
8,MAITHON,146.3,142.31,0.471,0.246,04-08-2016,52,100,61,342,-
*12,HIRAKUD,192.02,186.38,5.378,1.845,03-08-2016,34,27,37,153,307
*13,BALIMELA,462.08,453.57,2.676,1.397,03-08-2016,52,47,19,-,360
14,SALANADI,82.3,65.2,0.558,0.126,03-08-2016,23,47,31,42,-
*15,RENGALI,123.5,115.64,3.432,1.122,04-08-2016,33,64,36,3,200
*16,MACHKUND(JALAPUT),838.16,831.98,0.893,0.448,03-08-2016,50,43,46,-,115
*17,UPPER KOLAB,858.0,851.68,0.935,0.402,04-08-2016,43,35,30,89,320
*18,UPPER INDRAVATI,642.0,633.34,1.456,0.609,04-08-2016,42,24,42,128,600
19,MAYURAKSHI,121.31,115.58,0.48,0.229,04-08-2016,48,83,53,227,-
20,KANGSABATI,134.14,124.27,0.914,0.239,04-08-2016,26,85,51,341,-
21,GUMTI,93.55,90.4,0.312,0.174,03-08-2016,56,78,41,-,15
*22,UKAI,105.16,98.62,6.615,3.449,04-08-2016,52,27,50,348,300
23,SABARMATI(DHAROI),189.59,183.36,0.735,0.24,04-08-2016,33,87,41,95,1
*24,KADANA,127.7,123.19,1.472,0.769,04-08-2016,52,75,51,200,120
25,SHETRUNJI,55.53,50.37,0.3,0.058,04-08-2016,19,92,57,36,-
26,BHADAR,107.89,99.61,0.188,0.007,04-08-2016,4,78,54,27,-
27,DAMANGANGA,79.86,73.7,0.502,0.233,04-08-2016,46,46,35,51,1
28,DANTIWADA,184.1,165.61,0.399,0.131,04-08-2016,33,87,20,45,-
29,PANAM,127.41,120.9,0.697,0.253,04-08-2016,36,57,51,36,2
*30,SARDAR SAROVAR,121.92,120.62,1.566,1.33,04-08-2016,85,95,71,2120,1450
31,KARJAN,115.25,92.93,0.523,0.085,04-08-2016,16,65,56,51,3
32,JAYAKWADI(PAITHAN),463.91,457.14,2.171,0.264,04-08-2016,12,6,24,227,-
*33,KOYANA,657.9,650.9,2.652,1.978,04-08-2016,75,72,79,-,1920
34,BHIMA(UJJANI),496.83,488.65,1.517,0.0,03-08-2016,0,0,39,125,12
35,ISAPUR,441.0,432.05,0.965,0.287,03-08-2016,30,18,44,104,-
36,MULA,552.3,549.37,0.609,0.461,04-08-2016,76,35,49,139,-
37,YELDARI,461.77,449.84,0.809,0.059,04-08-2016,7,1,18,78,-
38,GIRNA,398.07,387.7,0.524,0.131,04-08-2016,25,8,20,79,-
39,KHADAKVASLA,582.47,581.89,0.056,0.048,04-08-2016,86,18,73,78,8
*40,UPPER VAITARNA,603.5,601.98,0.331,0.283,03-08-2016,85,50,67,-,61
41,UPPER TAPI,214.0,210.16,0.255,0.069,04-08-2016,27,48,37,45,-
