S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,509.9,6.229,5.316,06-09-2023,85.0,82.0,84.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,423.26,6.157,5.698,06-09-2023,93.0,88.0,84.0,0.0,396.0
*3,KOL DAM,642.0,640.77,0.089,0.07,06-09-2023,79.0,62.0,53.0,0.0,800.0
4,THEIN DAM,527.91,519.41,2.344,1.721,06-09-2023,73.0,84.0,73.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,278.25,1.711,1.381,05-09-2023,81.0,100.0,94.0,63.0,140.0
6,JHAKAM,359.5,350.9,0.132,0.06,05-09-2023,45.0,100.0,89.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.97,1.436,0.758,06-09-2023,53.0,93.0,81.0,229.0,172.0
8,BISALPUR,315.5,313.81,1.076,0.764,06-09-2023,71.0,100.0,76.0,81.8,0.0
9,JAWAI DAM,313.4,313.3,0.193,0.191,06-09-2023,99.0,78.0,53.0,38.67,0.0
10,JAISAMAND,295.54,293.06,0.296,0.179,06-09-2023,60.0,91.0,63.0,16.0,0.0
11,TENUGHAT,269.14,259.72,0.821,0.406,05-09-2023,49.0,52.0,49.0,0.0,0.0
12,MAITHON,146.3,142.77,0.471,0.265,05-09-2023,56.0,83.0,90.0,342.0,0.0
*$13,PANCHET HILL,124.97,124.51,0.184,0.162,05-09-2023,88.0,100.0,93.0,0.0,80.0
$14,KONAR,425.81,418.11,0.176,0.06,05-09-2023,34.0,52.0,73.0,0.0,0.0
$15,TILAIYA,368.81,364.98,0.142,0.029,05-09-2023,20.0,21.0,75.0,0.0,4.0
*16,GETALSUD,590.06,586.1,0.218,0.103,06-09-2023,47.0,93.0,74.0,0.0,130.0
17,HIRAKUD,192.02,189.2,5.378,3.134,06-09-2023,58.0,69.0,70.0,153.0,307.0
*18,BALIMELA,462.08,448.64,2.676,0.805,06-09-2023,30.0,31.0,47.0,0.0,360.0
19,SALANADI,82.3,77.2,0.558,0.399,06-09-2023,72.0,69.0,61.0,42.0,0.0
20,RENGALI,123.5,116.67,3.432,1.355,06-09-2023,39.0,83.0,77.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,826.94,0.893,0.216,06-09-2023,24.0,42.0,57.0,0.0,115.0
22,UPPER KOLAB,858.0,851.58,0.935,0.395,06-09-2023,42.0,50.0,50.0,89.0,320.0
23,UPPER INDRAVATI,642.0,631.48,1.456,0.456,06-09-2023,31.0,89.0,70.0,128.0,600.0
24,SAPUA,168.5,166.4,0.006,0.004,06-09-2023,67.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,147.2,0.059,0.057,06-09-2023,97.0,93.0,80.0,9.95,0.0
26,MANDIRA DAM,210.31,208.08,0.309,0.194,06-09-2023,63.0,54.0,60.0,0.0,0.0
27,MAYURAKSHI,121.31,112.62,0.48,0.138,05-09-2023,29.0,25.0,59.0,227.0,0.0
28,KANGSABATI,134.14,126.11,0.914,0.33,05-09-2023,36.0,71.0,64.0,341.0,0.0
29,GUMTI,93.55,91.45,0.312,0.217,05-09-2023,70.0,46.0,70.0,0.0,15.0
*30,DOYANG HEP,333.0,321.3,0.535,0.346,06-09-2023,65.0,50.0,62.0,0.0,75.0
31,CHANDAN DAM,152.39,133.13,0.14,0.01,06-09-2023,9.56,13.97,52.94,75.0,0.0
*32,UMRONG,609.6,605.4,0.159,0.084,06-09-2023,53.0,19.0,72.0,0.0,200.0
*33,KHANDONG,725.0,719.3,0.18,0.1,06-09-2023,56.0,6.0,51.0,0.0,75.0
34,UKAI,105.16,101.99,6.615,4.975,06-09-2023,75.0,83.0,72.0,348.0,300.0
36,KADANA,127.7,117.83,1.472,0.399,05-09-2023,27.0,80.0,64.0,200.0,120.0
37,SHETRUNJI,55.53,55.53,0.3,0.3,05-09-2023,100.0,91.0,63.0,36.0,0.0
38,BHADAR,107.89,107.62,0.188,0.176,05-09-2023,94.0,82.0,57.0,27.0,0.0
39,DAMANGANGA,79.86,76.75,0.502,0.342,06-09-2023,68.0,76.0,73.0,51.0,1.0
40,DANTIWADA,184.1,183.64,0.399,0.372,05-09-2023,93.0,91.0,42.0,45.0,0.0
41,PANAM,127.41,122.2,0.697,0.265,05-09-2023,38.0,33.0,62.0,36.0,2.0
42,SARDAR SAROVAR,138.68,133.98,5.76,4.295,06-09-2023,75.0,91.0,45.0,2120.0,1450.0
43,KARJAN,115.25,110.0,0.523,0.37,06-09-2023,71.0,78.0,73.0,51.0,3.0
44,SUKHI(GUJ),147.82,143.7,0.167,0.085,06-09-2023,51.0,71.0,65.0,20.7,0.0
45,WATRAK,136.25,132.43,0.154,0.056,06-09-2023,36.0,69.0,58.0,22.98,0.0
46,HATHMATI,180.74,178.31,0.153,0.064,06-09-2023,42.0,97.0,42.0,5.166,0.0
47,MACHCHHU-I,135.33,135.04,0.071,0.062,06-09-2023,87.0,65.0,41.0,0.0,0.0
48,MACHCHHU-II,57.3,56.08,0.091,0.063,06-09-2023,69.0,58.0,49.0,10.13,0.0
49,UND-I,98.0,97.67,0.066,0.061,06-09-2023,92.0,80.0,44.0,9.9,0.0
50,BRAHMANI(GUJ),64.62,61.66,0.071,0.023,06-09-2023,32.0,23.0,38.0,6.413,0.0
51,JAYAKWADI(PAITHAN),463.91,459.27,2.171,0.715,06-09-2023,33.0,97.0,66.0,227.0,0.0
*52,KOYANA,657.9,654.48,2.652,2.275,06-09-2023,86.0,100.0,97.0,0.0,1920.0
53,BHIMA(UJJANI),496.83,492.36,1.517,0.28,06-09-2023,18.0,100.0,82.0,125.0,12.0
54,ISAPUR,441.0,437.95,0.965,0.669,06-09-2023,69.0,97.0,59.0,104.0,0.0
55,MULA,552.3,549.74,0.609,0.479,06-09-2023,79.0,98.0,81.0,139.0,0.0
56,YELDARI,461.77,458.28,0.809,0.485,04-09-2023,60.0,94.0,43.0,78.0,0.0
57,GIRNA,398.07,389.91,0.524,0.192,06-09-2023,37.0,98.0,55.0,79.0,0.0
58,KHADAKVASLA,582.47,580.22,0.056,0.028,06-09-2023,50.0,95.0,84.0,78.0,8.0
*59,UPPER VAITARNA,603.5,602.0,0.331,0.284,06-09-2023,86.0,99.0,93.0,0.0,61.0
60,UPPER TAPI,214.0,213.06,0.255,0.202,06-09-2023,79.0,71.0,64.0,45.0,0.0
61,PENCH(TOTLADOH),490.0,489.2,1.091,0.955,06-09-2023,88.0,92.0,66.0,127.0,160.0
62,UPPER WARDHA,342.5,341.99,0.564,0.518,06-09-2023,92.0,97.0,86.0,70.0,0.0
63,BHATSA,142.07,139.45,0.942,0.871,06-09-2023,92.0,99.0,95.0,29.38,15.0
64,DHOM,747.7,744.2,0.331,0.254,06-09-2023,77.0,95.0,88.0,36.2,2.0
65,DUDHGANGA,646.0,643.36,0.664,0.631,06-09-2023,95.0,92.0,96.0,2.441,24.0
66,MANIKDOH,711.25,704.14,0.288,0.173,06-09-2023,60.0,75.0,64.0,2.2,6.0
67,BHANDARDARA,744.91,744.18,0.304,0.29,06-09-2023,95.0,99.0,95.0,63.74,46.0
68,URMODI,696.0,687.96,0.273,0.159,06-09-2023,58.0,95.0,95.0,37.0,3.0
69,BHATGHAR,623.28,622.4,0.673,0.644,06-09-2023,96.0,99.0,94.0,60.66,14.09
70,NIRA DEOGHAR,667.1,666.89,0.332,0.329,06-09-2023,99.0,100.0,94.0,0.0,6.0
*71,THOKARWADI,667.14,665.53,0.353,0.307,06-09-2023,87.0,84.0,75.0,0.0,72.0
72,KANHER,690.78,687.69,0.272,0.218,06-09-2023,80.0,98.0,94.0,44.78,4.0
*73,MULSHI,607.1,605.55,0.572,0.501,06-09-2023,88.0,93.0,85.0,0.0,300.0
74,SURYA,118.6,117.8,0.276,0.266,06-09-2023,96.0,97.0,96.0,18.32,6.0
75,TILLARI,113.2,107.75,0.447,0.364,06-09-2023,81.0,83.0,91.0,21.26,10.0
76,DIMBHE DAM,719.15,717.41,0.354,0.325,06-09-2023,92.0,100.0,94.0,52.57,5.0
77,VEER DAM,579.85,576.41,0.266,0.169,06-09-2023,64.0,100.0,89.0,181.3,13.5
78,BARVI DAM,72.6,72.45,0.339,0.333,06-09-2023,98.0,99.0,72.0,0.0,1.1
79,CHASKAMAN,649.53,649.39,0.215,0.212,06-09-2023,99.0,100.0,94.0,55.21,3.0
80,PANSHET(TANAJISAGAR),636.27,636.2,0.302,0.301,06-09-2023,100.0,19.0,19.0,0.0,8.0
81,BHAMA ASKHED,671.5,669.96,0.217,0.194,06-09-2023,89.0,97.0,96.0,29.01,0.0
82,DARNA DAM,571.5,570.66,0.202,0.179,06-09-2023,89.0,100.0,72.0,87.0,0.0
83,MATATILA,308.46,308.15,0.707,0.608,05-09-2023,86.0,87.0,79.0,0.0,30.0
*84,RIHAND,268.22,258.07,5.649,1.52,05-09-2023,27.0,33.0,54.0,0.0,300.0
85,SHARDA SAGAR,190.5,184.79,0.33,0.111,05-09-2023,34.0,30.0,47.0,126.5,0.0
86,SIRSI,217.93,211.4,0.19,0.049,06-09-2023,26.0,27.0,59.0,80.57,0.0
87,MAUDAHA,147.8,147.2,0.179,0.158,05-09-2023,88.0,94.0,56.0,41.7,0.0
88,JIRGO,98.2,90.3,0.147,0.002,06-09-2023,1.0,24.0,56.0,13.14,0.0
89,RANGAWAN,233.17,223.72,0.155,0.018,05-09-2023,12.0,51.0,46.0,20.24,0.0
90,MEJA,178.0,159.95,0.299,0.032,06-09-2023,11.0,60.0,68.0,71.05,0.0
91,RAMGANGA,365.3,358.8,2.196,1.712,06-09-2023,78.0,55.0,65.0,1897.0,198.0
92,TEHRI,830.0,825.44,2.615,2.43,06-09-2023,93.0,96.0,88.0,2351.0,1000.0
93,NANAK SAGAR,215.19,213.21,0.176,0.095,06-09-2023,54.0,57.0,50.0,250.0,0.0
94,GANDHI SAGAR,399.9,396.24,6.827,4.522,06-09-2023,66.0,87.0,84.0,220.0,115.0
95,TAWA,355.4,354.57,1.944,1.888,06-09-2023,97.0,100.0,90.0,247.0,0.0
96,BARGI,422.76,421.75,3.18,2.941,06-09-2023,92.0,100.0,93.0,157.0,90.0
97,BANSAGAR,341.64,340.04,5.166,4.449,06-09-2023,86.0,87.0,86.0,488.0,425.0
98,INDIRA SAGAR,262.13,260.27,9.745,7.807,06-09-2023,80.0,93.0,79.0,123.0,1000.0
99,BARNA DAM,348.55,346.53,0.456,0.325,06-09-2023,71.0,95.0,88.0,546.0,0.0
100,OMKARESHWAR,196.6,193.84,0.299,0.027,05-09-2023,9.0,81.0,17.0,132.5,520.0
101,SANJAY SAROVAR,519.38,517.8,0.508,0.336,06-09-2023,66.0,69.0,65.0,12.65,3.45
102,RAJGHAT DAM,370.89,369.4,1.945,1.64,05-09-2023,84.0,99.0,90.0,270.0,45.0
103,KOLAR DAM,462.2,457.96,0.27,0.188,06-09-2023,70.0,97.0,71.0,25.68,0.0
104,ATAL SAGAR(MADIKHEDA),346.25,339.4,0.835,0.476,06-09-2023,57.0,99.0,88.0,98.25,60.0
*105,MINIMATA BANGO,359.66,355.92,3.046,2.273,06-09-2023,75.0,76.0,79.0,0.0,120.0
106,MAHANADI,348.7,344.29,0.767,0.401,05-09-2023,52.0,100.0,65.0,319.0,10.0
107,DUDHAWA,425.1,422.71,0.284,0.191,06-09-2023,67.0,96.0,65.0,324.5,0.0
108,TANDULA,332.2,329.04,0.312,0.175,06-09-2023,56.0,94.0,53.0,246.4,0.0
*109,SRISAILAM,269.75,259.32,6.013,2.221,06-09-2023,37.0,99.0,71.0,0.0,770.0
110,NAGARJUNA SAGAR,179.83,159.72,5.108,0.708,06-09-2023,14.0,99.0,65.0,895.0,810.0
111,SOMASILA,100.58,88.23,1.994,0.346,06-09-2023,17.0,100.0,44.0,168.0,0.0
112,YELERU,86.56,75.2,0.508,0.066,06-09-2023,13.0,37.0,34.0,66.6,0.0
113,KANDALERU,85.0,71.12,1.792,0.427,06-09-2023,24.0,63.0,16.0,300.0,9.0
114,DONKARAYI,316.08,312.57,0.376,0.287,06-09-2023,76.0,60.0,89.0,0.0,25.0
115,SRIRAMSAGAR,332.54,332.54,2.3,2.3,06-09-2023,100.0,100.0,62.0,411.0,27.0
116,LOWER MANAIR,280.42,279.99,0.621,0.621,06-09-2023,100.0,94.0,53.0,199.0,60.0
117,NIZAM SAGAR,428.24,428.09,0.482,0.482,06-09-2023,100.0,90.0,31.0,93.62,10.0
118,SINGUR,523.6,523.26,0.822,0.793,06-09-2023,96.0,98.0,42.0,16.19,15.0
119,PRIYADARSHINI JURALA,318.52,318.06,0.168,0.142,06-09-2023,85.0,88.0,89.0,42.39,234.2
120,MUSI PROJECT,196.6,196.11,0.123,0.111,06-09-2023,90.0,85.0,58.0,12.15,0.0
121,KADDAM (K.N.R.),213.36,212.17,0.137,0.109,06-09-2023,80.0,87.0,87.0,27.73,0.0
122,KRISHNARAJA SAGARA,752.5,744.51,1.163,0.378,06-09-2023,33.0,100.0,81.0,79.0,0.0
123,TUNGABHADRA,497.74,494.95,3.276,2.06,06-09-2023,63.0,90.0,78.0,529.0,72.0
124,GHATAPRABHA(HIDKAL),662.95,659.19,1.391,1.119,06-09-2023,80.0,100.0,87.0,317.0,0.0
125,BHADRA,657.76,650.67,1.785,1.048,06-09-2023,59.0,98.0,85.0,106.0,39.0
126,LINGANAMAKKI,554.43,544.83,4.294,1.934,06-09-2023,45.0,91.0,78.0,0.0,55.0
@127,NARAYANPUR,492.25,490.44,0.863,0.308,06-09-2023,36.0,84.0,80.0,425.0,0.0
128,MALAPRABHA(RENUKA),633.83,629.67,0.972,0.518,06-09-2023,53.0,100.0,68.0,215.0,0.0
