S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,497.73,6.229,3.557,02-12-2021,57.0,54.0,73.0,676.0,1379.0
2,PONG DAM(BEAS),423.67,410.25,6.157,2.947,02-12-2021,48.0,56.0,65.0,0.0,396.0
3,KOL DAM,642.0,641.24,0.089,0.077,02-12-2021,87.0,94.0,96.0,0.0,800.0
4,THEIN DAM,527.91,507.89,2.344,0.988,02-12-2021,42.0,35.0,56.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,280.0,1.711,1.62,02-12-2021,95.0,95.0,93.0,63.0,140.0
6,JHAKAM,359.5,359.5,0.132,0.132,02-12-2021,100.0,82.0,83.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,352.21,1.436,1.324,02-12-2021,92.0,44.0,48.0,229.0,172.0
8,BISALPUR,315.5,312.08,1.076,0.511,02-12-2021,47.0,55.0,68.0,81.8,0.0
9,JAWAI DAM,313.4,298.93,0.193,0.026,02-12-2021,13.0,78.0,54.0,38.67,0.0
10,TENUGHAT,269.14,259.7,0.821,0.405,02-12-2021,49.0,51.0,48.0,0.0,0.0
11,MAITHON,146.3,148.09,0.471,0.471,02-12-2021,100.0,100.0,83.0,342.0,0.0
12,PANCHET HILL,124.97,128.35,0.184,0.184,02-12-2021,100.0,100.0,86.0,0.0,80.0
13,KONAR,425.81,425.68,0.176,0.174,02-12-2021,99.0,95.0,89.0,0.0,0.0
14,TILAIYA,368.81,369.25,0.142,0.142,02-12-2021,100.0,80.0,83.0,0.0,4.0
15,GETALSUD,590.06,587.16,0.218,0.13,02-12-2021,60.0,50.0,56.0,0.0,130.0
16,HIRAKUD,192.02,191.81,5.378,4.681,01-12-2021,87.0,81.0,85.0,153.0,307.0
17,BALIMELA,462.08,452.05,2.676,1.184,02-12-2021,44.0,69.0,71.0,0.0,360.0
18,SALANADI,82.3,75.75,0.558,0.358,01-12-2021,64.0,39.0,42.0,42.0,0.0
19,RENGALI,123.5,122.33,3.432,3.044,02-12-2021,89.0,66.0,72.0,3.0,200.0
20,MACHKUND(JALAPUT),838.16,833.17,0.893,0.515,02-12-2021,58.0,94.0,89.0,0.0,115.0
21,UPPER KOLAB,858.0,851.96,0.935,0.423,02-12-2021,45.0,51.0,71.0,89.0,320.0
22,UPPER INDRAVATI,642.0,631.62,1.456,0.468,02-12-2021,32.0,68.0,69.0,128.0,600.0
23,SAPUA,168.5,168.24,0.006,0.006,02-12-2021,100.0,100.0,67.0,0.0,0.0
24,HARIHARJHOR,147.5,143.59,0.059,0.025,02-12-2021,42.0,81.0,69.0,9.95,0.0
25,MANDIRA DAM,210.31,210.06,0.309,0.309,02-12-2021,100.0,93.0,93.0,0.0,0.0
26,MAYURAKSHI,121.31,116.89,0.48,0.28,02-12-2021,58.0,62.0,50.0,227.0,0.0
27,KANGSABATI,134.14,133.12,0.914,0.864,02-12-2021,95.0,49.0,54.0,341.0,0.0
28,GUMTI,93.55,91.65,0.312,0.226,02-12-2021,72.0,85.0,57.0,0.0,15.0
29,DOYANG HEP,333.0,317.2,0.535,0.29,01-12-2021,54.0,71.0,59.0,0.0,75.0
