S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,497.77,6.229,3.858,10-11-2016,62,87,82,676,1200
*2,PONG DAM(BEAS),423.67,413.64,6.157,3.698,09-11-2016,60,75,72,-,360
*3,THEIN DAM,527.91,512.11,2.344,1.233,10-11-2016,53,45,58,348,600
*4,MAHI BAJAJ SAGAR,280.75,281.45,1.711,1.711,10-11-2016,100,93,85,63,140
5,JHAKAM,359.5,359.55,0.132,0.132,10-11-2016,100,87,82,28,-
*6,RANA PRATAP SAGAR,352.81,350.42,1.436,0.987,10-11-2016,69,34,67,229,172
7,TENUGHAT,269.14,260.13,0.821,0.422,10-11-2016,51,47,44,-,-
8,MAITHON,146.3,148.53,0.471,0.471,10-11-2016,100,40,88,342,-
*12,HIRAKUD,192.02,191.94,5.378,4.759,09-11-2016,88,75,90,153,307
*13,BALIMELA,462.08,459.58,2.676,2.212,10-11-2016,83,71,64,-,360
14,SALANADI,82.3,70.96,0.558,0.237,02-11-2016,42,14,40,42,-
*15,RENGALI,123.5,123.08,3.432,3.302,10-11-2016,96,58,78,3,200
*16,MACHKUND(JALAPUT),838.16,837.19,0.893,0.798,10-11-2016,89,92,87,-,115
*17,UPPER KOLAB,858.0,856.54,0.935,0.797,10-11-2016,85,78,65,89,320
*18,UPPER INDRAVATI,642.0,639.02,1.456,1.138,10-11-2016,78,50,74,128,600
19,MAYURAKSHI,121.31,115.34,0.48,0.22,10-11-2016,46,21,44,227,-
20,KANGSABATI,134.14,129.98,0.914,0.579,10-11-2016,63,25,44,341,-
21,GUMTI,93.55,92.43,0.312,0.26,10-11-2016,83,90,49,-,15
*22,UKAI,105.16,103.9,6.615,5.996,10-11-2016,91,65,78,348,300
23,SABARMATI(DHAROI),189.59,189.18,0.735,0.702,10-11-2016,96,81,69,95,1
*24,KADANA,127.7,127.71,1.472,1.472,10-11-2016,100,52,67,200,120
25,SHETRUNJI,55.53,53.77,0.3,0.179,10-11-2016,60,93,77,36,-
26,BHADAR,107.89,101.53,0.188,0.021,10-11-2016,11,69,71,27,-
27,DAMANGANGA,79.86,79.8,0.502,0.475,10-11-2016,95,94,97,51,1
28,DANTIWADA,184.1,175.09,0.399,0.13,10-11-2016,33,78,45,45,-
29,PANAM,127.41,125.85,0.697,0.451,10-11-2016,65,44,72,36,2
*30,SARDAR SAROVAR,121.92,121.12,1.566,1.421,10-11-2016,91,74,82,2120,1450
31,KARJAN,115.25,109.32,0.523,0.355,10-11-2016,68,60,92,51,3
32,JAYAKWADI(PAITHAN),463.91,462.77,2.171,1.752,10-11-2016,81,9,50,227,-
*33,KOYANA,657.9,657.56,2.652,2.465,09-11-2016,93,66,93,-,1920
34,BHIMA(UJJANI),496.83,497.25,1.517,1.517,09-11-2016,100,5,80,125,12
35,ISAPUR,441.0,435.27,0.965,0.479,09-11-2016,50,36,69,104,-
36,MULA,552.3,552.08,0.609,0.597,10-11-2016,98,45,81,139,-
37,YELDARI,461.77,454.61,0.809,0.246,10-11-2016,30,15,54,78,-
38,GIRNA,398.07,397.13,0.524,0.47,09-11-2016,90,10,49,79,-
39,KHADAKVASLA,582.47,581.13,0.056,0.038,09-11-2016,68,48,55,78,8
*40,UPPER VAITARNA,603.5,603.4,0.331,0.328,09-11-2016,99,66,91,-,61
41,UPPER TAPI,214.0,214.0,0.255,0.255,09-11-2016,100,99,100,45,-
