S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,485.88,6.229,2.201,28-01-2021,35,58,56,676.0,1379.0
2,PONG DAM(BEAS),423.67,406.76,6.157,2.344,28-01-2021,38,67,47,0.0,396.0
3,KOL DAM,642.0,639.7,0.089,0.055,28-01-2021,62,91,79,0.0,800.0
4,THEIN DAM,527.91,493.25,2.344,0.355,28-01-2021,15,56,40,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,275.95,1.711,1.141,28-01-2021,67,74,61,63.0,140.0
6,JHAKAM,359.5,352.2,0.132,0.07,28-01-2021,53,58,50,28.0,0.0
7,RANA PRATAP SAGAR,352.81,346.97,1.436,0.435,28-01-2021,30,38,36,229.0,172.0
8,BISALPUR,315.5,312.02,1.076,0.503,28-01-2021,47,89,52,81.8,0.0
9,TENUGHAT,269.14,259.61,0.821,0.401,28-01-2021,49,51,48,0.0,0.0
10,MAITHON,146.3,148.81,0.471,0.471,28-01-2021,100,100,86,342.0,0.0
11,PANCHET HILL,124.97,127.6,0.184,0.184,28-01-2021,100,100,86,0.0,80.0
12,KONAR,425.81,424.1,0.176,0.146,28-01-2021,83,93,76,0.0,0.0
13,TILAIYA,368.81,365.69,0.142,0.045,28-01-2021,32,77,48,0.0,4.0
14,GETALSUD,590.06,585.67,0.218,0.093,27-01-2021,43,49,48,0.0,130.0
15,HIRAKUD,192.02,189.86,5.378,3.499,28-01-2021,65,78,74,153.0,307.0
16,BALIMELA,462.08,454.88,2.676,1.549,28-01-2021,58,76,68,0.0,360.0
17,SALANADI,82.3,69.9,0.558,0.215,28-01-2021,39,59,38,42.0,0.0
18,RENGALI,123.5,118.15,3.432,1.727,28-01-2021,50,91,79,3.0,200.0
19,MACHKUND(JALAPUT),838.16,835.82,0.893,0.697,28-01-2021,78,78,80,0.0,115.0
20,UPPER KOLAB,858.0,851.25,0.935,0.37,28-01-2021,40,78,67,89.0,320.0
21,UPPER INDRAVATI,642.0,637.34,1.456,0.974,28-01-2021,67,81,66,128.0,600.0
22,SAPUA,168.5,168.5,0.006,0.006,28-01-2021,100,100,67,0.0,0.0
23,HARIHARJHOR,147.5,145.27,0.059,0.042,28-01-2021,71,90,56,9.95,0.0
24,MAYURAKSHI,121.31,116.91,0.48,0.28,28-01-2021,58,76,37,227.0,0.0
25,KANGSABATI,134.14,127.19,0.914,0.386,28-01-2021,42,70,48,341.0,0.0
26,GUMTI,93.55,92.25,0.312,0.251,28-01-2021,80,36,34,0.0,15.0
27,DOYANG HEP,333.0,322.2,0.535,0.359,28-01-2021,67,49,48,0.0,75.0
28,UKAI,105.16,103.18,6.615,5.6,27-01-2021,85,90,62,348.0,300.0
29,SABARMATI(DHAROI),189.59,186.8,0.735,0.48,28-01-2021,65,73,48,95.0,1.0
30,KADANA,127.7,125.4,1.472,0.961,28-01-2021,65,67,61,200.0,120.0
31,SHETRUNJI,55.53,55.12,0.3,0.268,28-01-2021,89,80,52,36.0,0.0
32,BHADAR,107.89,106.6,0.188,0.136,28-01-2021,72,79,38,27.0,0.0
33,DAMANGANGA,79.86,76.85,0.502,0.346,27-01-2021,69,72,68,51.0,1.0
34,DANTIWADA,184.1,174.33,0.399,0.114,28-01-2021,29,12,19,45.0,0.0
35,PANAM,127.41,123.85,0.697,0.341,28-01-2021,49,67,62,36.0,2.0
36,SARDAR SAROVAR,138.68,133.68,5.76,4.218,27-01-2021,73,58,22,2120.0,1450.0
37,KARJAN,115.25,111.76,0.523,0.416,27-01-2021,80,68,68,51.0,3.0
38,SUKHI(GUJ),147.82,146.59,0.167,0.14,28-01-2021,84,80,61,20.7,0.0
39,WATRAK,136.25,133.63,0.154,0.077,28-01-2021,50,73,36,22.98,0.0
40,HATHMATI,180.74,179.1,0.153,0.101,28-01-2021,66,67,33,5.166,0.0
41,MACHCHHU-I,135.33,133.0,0.071,0.038,28-01-2021,54,68,46,0.0,0.0
42,MACHCHHU-II,57.3,55.94,0.091,0.061,25-01-2021,67,81,40,10.13,0.0
43,UND-I,98.0,96.67,0.066,0.048,28-01-2021,73,74,56,9.9,0.0
44,BRAHMANI(GUJ),64.62,63.04,0.071,0.036,28-01-2021,51,59,28,6.413,0.0
45,JAYAKWADI(PAITHAN),463.91,462.94,2.171,1.814,28-01-2021,84,89,39,227.0,0.0
46,KOYANA,657.9,654.05,2.652,2.239,28-01-2021,84,83,76,0.0,1920.0
47,BHIMA(UJJANI),496.83,496.53,1.517,1.418,28-01-2021,93,92,63,125.0,12.0
48,ISAPUR,441.0,439.43,0.965,0.819,28-01-2021,85,67,53,104.0,0.0
49,MULA,552.3,551.26,0.609,0.554,28-01-2021,91,92,56,139.0,0.0
50,YELDARI,461.77,460.56,0.809,0.687,28-01-2021,85,98,41,78.0,0.0
51,GIRNA,398.07,394.79,0.524,0.361,28-01-2021,69,87,37,79.0,0.0
52,KHADAKVASLA,582.47,581.07,0.056,0.038,28-01-2021,68,98,63,78.0,8.0
