S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,492.4,6.229,2.898,24-12-2020,47,67,69,676.0,1379.0
2,PONG DAM(BEAS),423.67,410.62,6.157,3.012,24-12-2020,49,72,58,0.0,396.0
3,KOL DAM,642.0,641.37,0.089,0.079,24-12-2020,89,93,92,0.0,800.0
4,THEIN DAM,527.91,498.35,2.344,0.567,24-12-2020,24,69,52,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,278.6,1.711,1.425,24-12-2020,83,90,78,63.0,140.0
6,JHAKAM,359.5,355.85,0.132,0.097,24-12-2020,73,78,70,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.86,1.436,0.718,24-12-2020,50,46,44,229.0,172.0
8,BISALPUR,315.5,312.4,1.076,0.554,24-12-2020,51,96,59,81.8,0.0
9,TENUGHAT,269.14,259.98,0.821,0.416,24-12-2020,51,52,46,0.0,0.0
10,MAITHON,146.3,149.1,0.471,0.471,24-12-2020,100,100,86,342.0,0.0
11,PANCHET HILL,124.97,127.87,0.184,0.184,24-12-2020,100,100,90,0.0,80.0
12,KONAR,425.81,424.86,0.176,0.159,24-12-2020,90,95,82,0.0,0.0
13,TILAIYA,368.81,366.67,0.142,0.071,24-12-2020,50,88,68,0.0,4.0
14,GETALSUD,590.06,586.19,0.218,0.105,24-12-2020,48,60,52,0.0,130.0
15,HIRAKUD,192.02,191.03,5.378,4.188,24-12-2020,78,88,84,153.0,307.0
16,BALIMELA,462.08,456.38,2.676,1.744,23-12-2020,65,84,76,0.0,360.0
17,SALANADI,82.3,70.1,0.558,0.22,24-12-2020,39,61,40,42.0,0.0
18,RENGALI,123.5,119.26,3.432,2.066,23-12-2020,60,96,75,3.0,200.0
19,MACHKUND(JALAPUT),838.16,836.95,0.893,0.777,23-12-2020,87,88,86,0.0,115.0
20,UPPER KOLAB,858.0,852.43,0.935,0.459,23-12-2020,49,87,76,89.0,320.0
21,UPPER INDRAVATI,642.0,637.76,1.456,1.015,23-12-2020,70,87,72,128.0,600.0
22,SAPUA,168.5,168.52,0.006,0.006,24-12-2020,100,100,67,0.0,0.0
23,HARIHARJHOR,147.5,145.73,0.059,0.048,24-12-2020,81,88,61,9.95,0.0
24,MAYURAKSHI,121.31,117.14,0.48,0.291,24-12-2020,61,76,48,227.0,0.0
25,KANGSABATI,134.14,128.28,0.914,0.45,24-12-2020,49,78,53,341.0,0.0
26,GUMTI,93.55,92.95,0.312,0.285,23-12-2020,91,43,46,0.0,15.0
27,DOYANG HEP,333.0,323.5,0.535,0.377,23-12-2020,70,57,55,0.0,75.0
28,UKAI,105.16,103.61,6.615,5.828,24-12-2020,88,94,67,348.0,300.0
29,SABARMATI(DHAROI),189.59,187.91,0.735,0.579,24-12-2020,79,87,60,95.0,1.0
30,KADANA,127.7,126.67,1.472,1.085,24-12-2020,74,75,68,200.0,120.0
31,SHETRUNJI,55.53,55.37,0.3,0.287,24-12-2020,96,86,63,36.0,0.0
32,BHADAR,107.89,107.41,0.188,0.167,24-12-2020,89,92,52,27.0,0.0
33,DAMANGANGA,79.86,78.25,0.502,0.404,24-12-2020,80,84,80,51.0,1.0
34,DANTIWADA,184.1,176.65,0.399,0.166,24-12-2020,42,25,27,45.0,0.0
35,PANAM,127.41,124.75,0.697,0.388,24-12-2020,56,73,71,36.0,2.0
36,SARDAR SAROVAR,138.68,134.3,5.76,4.394,24-12-2020,76,75,29,2120.0,1450.0
37,KARJAN,115.25,113.26,0.523,0.457,24-12-2020,87,95,80,51.0,3.0
38,SUKHI(GUJ),147.82,147.36,0.167,0.152,24-12-2020,91,92,72,20.7,0.0
39,WATRAK,136.25,134.45,0.154,0.092,24-12-2020,60,81,44,22.98,0.0
40,HATHMATI,180.74,179.86,0.153,0.122,24-12-2020,80,84,46,5.166,0.0
