S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,484.11,6.229,2.287,01-03-2018,37,23,37,676,1200
*2,PONG DAM(BEAS),423.67,401.09,6.157,1.587,28-02-2018,26,25,31,-,360
*3,THEIN DAM,527.91,495.86,2.344,0.469,01-03-2018,20,37,30,348,600
*4,MAHI BAJAJ SAGAR,280.75,273.15,1.711,0.865,01-03-2018,51,58,40,63,140
5,JHAKAM,359.5,347.9,0.132,0.044,01-03-2018,33,36,23,28,-
*6,RANA PRATAP SAGAR,352.81,346.62,1.436,0.385,28-02-2018,27,25,34,229,172
7,TENUGHAT,269.14,259.13,0.821,0.383,28-02-2018,47,50,43,-,-
8,MAITHON,146.3,147.96,0.471,0.471,28-02-2018,100,100,71,342,-
*12,HIRAKUD,192.02,189.31,5.378,3.19,28-02-2018,59,63,58,153,307
*13,BALIMELA,462.08,444.7,2.676,0.439,01-03-2018,16,64,44,-,360
14,SALANADI,82.3,70.69,0.558,0.231,22-02-2018,41,31,32,42,-
*15,RENGALI,123.5,121.67,3.432,2.833,01-03-2018,83,83,51,3,200
*16,MACHKUND(JALAPUT),838.16,836.48,0.893,0.744,01-03-2018,83,50,62,-,115
*17,UPPER KOLAB,858.0,852.03,0.935,0.428,01-03-2018,46,69,47,89,320
*18,UPPER INDRAVATI,642.0,634.12,1.456,0.674,28-02-2018,46,64,55,128,600
19,MAYURAKSHI,121.31,118.89,0.48,0.377,28-02-2018,79,38,35,227,-
20,KANGSABATI,134.14,129.86,0.914,0.57,28-02-2018,62,36,30,341,-
21,GUMTI,93.55,91.35,0.312,0.213,27-02-2018,68,48,23,-,15
*22,UKAI,105.16,94.88,6.615,2.08,27-02-2018,31,68,54,348,300
23,SABARMATI(DHAROI),189.59,182.42,0.735,0.192,01-03-2018,26,45,33,95,1
*24,KADANA,127.7,122.35,1.472,0.701,01-03-2018,48,58,56,200,120
25,SHETRUNJI,55.53,51.67,0.3,0.091,01-03-2018,30,36,42,36,-
26,BHADAR,107.89,103.42,0.188,0.049,01-03-2018,26,5,27,27,-
27,DAMANGANGA,79.86,76.4,0.502,0.328,27-02-2018,65,55,63,51,1
28,DANTIWADA,184.1,177.1,0.399,0.177,01-03-2018,44,1,9,45,-
29,PANAM,127.41,124.6,0.697,0.38,01-03-2018,55,49,51,36,2
*30,SARDAR SAROVAR,138.68,109.22,5.76,0.0,27-02-2018,0,22,18,2120,1450
31,KARJAN,115.25,109.22,0.523,0.345,27-02-2018,66,50,63,51,3
32,JAYAKWADI(PAITHAN),463.91,461.77,2.171,1.408,01-03-2018,65,52,28,227,-
*33,KOYANA,657.9,651.35,2.652,2.03,28-02-2018,77,50,64,-,1920
34,BHIMA(UJJANI),496.83,495.68,1.517,1.15,27-02-2018,76,57,45,125,12
35,ISAPUR,441.0,427.02,0.965,0.051,28-02-2018,5,33,40,104,-
36,MULA,552.3,548.57,0.609,0.426,28-02-2018,70,56,45,139,-
37,YELDARI,461.77,449.08,0.809,0.038,01-03-2018,5,18,25,78,-
38,GIRNA,398.07,388.62,0.524,0.156,28-02-2018,30,45,25,79,-
39,KHADAKVASLA,582.47,581.35,0.056,0.041,28-02-2018,73,61,48,78,8
*40,UPPER VAITARNA,603.5,599.3,0.331,0.201,28-02-2018,61,67,66,-,61
41,UPPER TAPI,214.0,211.81,0.255,0.139,28-02-2018,55,62,65,45,-
*42,PENCH(TOTLADOH),490.0,472.86,1.091,0.163,28-02-2018,15,18,36,127,160
43,UPPER WARDHA,342.5,338.8,0.564,0.281,01-03-2018,50,51,43,70,-
44,BHATSA,142.07,127.28,0.942,0.587,28-02-2018,62,63,58,29.378,15
45,DHOM,747.7,740.4,0.331,0.183,28-02-2018,55,31,38,36.2,2
46,DUDHGANGA,646.0,638.52,0.664,0.443,28-02-2018,67,64,61,2.441,24
47,MANIKDOH,711.25,703.05,0.288,0.159,28-02-2018,55,17,20,2.2,6
48,BHANDARDARA,744.91,741.8,0.304,0.247,28-02-2018,81,73,59,63.74,46
49,MATATILA,308.46,302.42,0.707,0.127,28-02-2018,18,38,39,-,30
*50,RIHAND,268.22,258.14,5.649,1.541,28-02-2018,27,52,31,-,300
*51,RAMGANGA,365.3,338.65,2.196,0.659,28-02-2018,30,28,56,1897,198
*52,TEHRI,830.0,783.9,2.615,0.999,26-02-2018,38,36,42,2351,1000
*53,GANDHI SAGAR,399.9,390.08,6.827,2.081,01-03-2018,30,68,35,220,115
54,TAWA,355.4,338.36,1.944,0.184,01-03-2018,9,28,29,247,-
*55,BARGI,422.76,418.65,3.18,2.093,01-03-2018,66,51,50,157,90
*56,BANSAGAR,341.64,335.49,5.166,2.672,01-03-2018,52,71,46,488,425
*57,INDIRA SAGAR,262.13,251.49,9.745,2.603,01-03-2018,27,48,33,2380,1000
58,BARNA DAM,348.55,340.1,0.456,0.048,01-03-2018,11,41,26,546,-
*59,MINIMATA BANGO,359.66,352.82,3.046,1.818,28-02-2018,60,68,59,-,120
60,MAHANADI,348.7,344.45,0.767,0.411,21-02-2018,54,82,65,319,10
*61,SRISAILAM,269.75,256.37,8.288,1.7,01-03-2018,21,14,33,0,770
*62,NAGARJUNA SAGAR,179.83,159.47,6.841,0.666,01-03-2018,10,1,19,895,810
63,SOMASILA,100.58,87.96,1.994,0.541,01-03-2018,27,27,52,168,0
64,SRIRAMSAGAR,332.54,325.25,2.3,0.673,01-03-2018,29,49,27,411,27
65,LOWER MANAIR,280.42,273.1,0.621,0.238,01-03-2018,38,57,46,199,60
66,KRISHNARAJA SAGARA,752.5,741.89,1.163,0.327,28-02-2018,28,17,45,79,-
*67,TUNGABHADRA,497.74,484.83,3.276,0.292,01-03-2018,9,4,19,529,72
68,GHATAPRABHA(HIDKAL),662.95,646.47,1.391,0.442,28-02-2018,32,18,20,317,-
69,BHADRA,657.76,647.01,1.785,0.747,28-02-2018,42,20,60,106,39
70,LINGANAMAKKI,554.43,542.53,4.294,1.543,28-02-2018,36,32,47,-,55
71,NARAYANPUR,492.25,488.84,0.863,0.362,01-03-2018,42,58,63,425,-
72,MALAPRABHA(RENUKA),633.83,623.24,0.972,0.115,28-02-2018,12,12,14,215,-
73,KABINI,696.16,690.99,0.444,0.182,28-02-2018,41,7,30,85,-
74,HEMAVATHY,890.63,875.62,0.927,0.163,28-02-2018,18,7,21,265,-
75,HARANGI,871.42,857.9,0.22,0.05,28-02-2018,23,17,15,53,-
76,SUPA,564.0,543.7,4.12,2.04,28-02-2018,50,45,45,-,-
77,VANI VILAS SAGAR,652.28,631.97,0.802,0.013,27-02-2018,2,3,16,123,-
*79,GERUSOPPA,55.0,52.56,0.13,0.116,01-03-2018,89,84,77,83,240
80,KALLADA(PARAPPAR),115.82,114.54,0.507,0.457,28-02-2018,90,33,61,62,-
*81,IDAMALAYAR,169.0,151.82,1.018,0.558,28-02-2018,55,45,49,33,75
*82,IDUKKI,732.43,718.81,1.46,0.771,28-02-2018,53,32,47,-,780
*83,KAKKI,981.46,974.8,0.447,0.341,28-02-2018,76,47,63,23,300
*84,PERIYAR,867.41,860.17,0.173,0.028,28-02-2018,16,5,21,84,140
85,MALAMPUZHA,115.06,103.08,0.224,0.035,28-02-2018,16,16,23,21,3
86,LOWER BHAWANI,278.89,263.76,0.792,0.128,28-02-2018,16,9,37,105,8
*87,METTUR(STANLEY),240.79,216.89,2.647,0.366,28-02-2018,14,9,36,122,360
88,VAIGAI,279.2,268.01,0.172,0.016,28-02-2018,9,3,23,61,6
89,PARAMBIKULAM,556.26,538.22,0.38,0.052,28-02-2018,14,7,48,101,-
*91,SHOLAYAR,1002.79,955.03,0.143,0.0,28-02-2018,0,0,5,-,95
