S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,510.68,6.229,5.439,29-08-2019,87,65,78,676,1200
2,PONG DAM(BEAS),423.67,421.68,6.157,5.298,29-08-2019,86,73,76,-,360
3,THEIN DAM,527.91,524.2,2.344,2.039,29-08-2019,87,75,69,348,600
4,MAHI BAJAJ SAGAR,280.75,281.1,1.711,1.711,29-08-2019,100,66,77,63,140
5,JHAKAM,359.5,360.7,0.132,0.132,29-08-2019,100,73,77,28,-
6,RANA PRATAP SAGAR,352.81,352.31,1.436,1.365,29-08-2019,95,56,69,229,172
7,TENUGHAT,269.14,258.88,0.821,0.374,29-08-2019,46,46,44,-,-
8,MAITHON,146.3,145.33,0.471,0.387,29-08-2019,82,81,81,0,-
12,HIRAKUD,192.02,189.9,5.378,3.52,29-08-2019,65,61,61,153,307
13,BALIMELA,462.08,454.79,2.676,1.537,29-08-2019,57,92,38,-,360
14,SALANADI,82.3,75.94,0.558,0.362,29-08-2019,65,81,37,42,-
15,RENGALI,123.5,121.31,3.432,2.65,29-08-2019,77,75,60,3,200
16,MACHKUND(JALAPUT),838.16,836.87,0.893,0.772,29-08-2019,86,94,62,-,115
17,UPPER KOLAB,858.0,853.47,0.935,0.537,29-08-2019,57,81,43,89,320
18,UPPER INDRAVATI,642.0,640.25,1.456,1.261,29-08-2019,87,84,58,128,600
19,SAPUA,168.5,166.76,0.006,0.005,29-08-2019,83,67,67,0,0
20,MAYURAKSHI,121.31,114.18,0.48,0.181,29-08-2019,38,39,54,227,-
21,KANGSABATI,134.14,127.56,0.914,0.406,29-08-2019,44,51,55,341,-
22,GUMTI,93.55,90.45,0.312,0.177,27-08-2019,57,93,58,-,15
23,DOYANG HEP,333.0,315.13,0.535,0.265,28-08-2019,50,72,69,0,75
24,UKAI,105.16,102.81,6.615,5.401,28-08-2019,82,39,62,348,300
25,SABARMATI(DHAROI),189.59,184.04,0.735,0.281,29-08-2019,38,24,57,95,1
26,KADANA,127.7,127.13,1.472,1.132,29-08-2019,77,65,56,200,120
27,SHETRUNJI,55.53,52.17,0.3,0.107,29-08-2019,36,44,49,36,-
28,BHADAR,107.89,105.41,0.188,0.098,29-08-2019,52,49,47,27,-
29,DAMANGANGA,79.86,76.25,0.502,0.323,28-08-2019,64,61,63,51,1
30,DANTIWADA,184.1,171.89,0.399,0.072,29-08-2019,18,20,33,45,-
31,PANAM,127.41,127.3,0.697,0.545,29-08-2019,78,73,61,36,2
32,SARDAR SAROVAR,138.68,134.08,5.76,4.326,28-08-2019,75,22,26,2120,1450
33,KARJAN,115.25,111.11,0.523,0.399,28-08-2019,76,83,66,51,3
34,SUKHI(GUJ),147.82,147.24,0.167,0.153,29-08-2019,92,54,51,20.7,0
35,WATRAK,136.25,131.09,0.154,0.036,29-08-2019,23,31,61,22.98,0
36,HATHMATI,180.74,175.75,0.153,0.033,29-08-2019,22,37,22,5.166,0
37,MACHCHHU-I,135.33,135.33,0.071,0.069,29-08-2019,97,17,39,-,0
38,MACHCHHU-II,57.3,57.3,0.091,0.084,29-08-2019,92,10,46,10.13,0
39,UND-I,98.0,97.95,0.066,0.065,28-08-2019,98,42,47,9.9,0
40,BRAHMANI(GUJ),64.62,63.7,0.071,0.044,29-08-2019,62,10,35,6.413,0
41,JAYAKWADI(PAITHAN),463.91,463.06,2.171,1.854,28-08-2019,85,45,33,227,-
42,KOYANA,657.9,658.83,2.652,2.652,29-08-2019,100,100,94,-,1920
43,BHIMA(UJJANI),496.83,497.12,1.517,1.517,27-08-2019,100,99,58,125,12
44,ISAPUR,441.0,429.26,0.965,0.144,29-08-2019,15,66,51,104,-
45,MULA,552.3,551.73,0.609,0.578,29-08-2019,95,73,67,139,-
46,YELDARI,461.77,446.77,0.809,0.0,29-08-2019,0,9,27,78,-
47,GIRNA,398.07,395.9,0.524,0.41,29-08-2019,78,48,29,79,-
48,KHADAKVASLA,582.47,581.92,0.056,0.049,29-08-2019,88,100,70,78,8
49,UPPER VAITARNA,603.5,602.92,0.331,0.313,29-08-2019,95,95,85,-,61
50,UPPER TAPI,214.0,211.1,0.255,0.107,29-08-2019,42,51,58,45,-
51,PENCH(TOTLADOH),490.0,478.0,1.091,0.329,29-08-2019,30,22,62,127,160
52,UPPER WARDHA,342.5,340.21,0.564,0.377,29-08-2019,67,47,80,70,-
53,BHATSA,142.07,141.32,0.942,0.922,29-08-2019,98,96,86,29.38,15
54,DHOM,747.7,746.89,0.331,0.312,29-08-2019,94,93,78,36.2,2
55,DUDHGANGA,646.0,645.35,0.664,0.656,29-08-2019,99,97,93,2.441,24
56,MANIKDOH,711.25,708.3,0.288,0.237,29-08-2019,82,72,50,2.2,6
57,BHANDARDARA,744.91,744.65,0.304,0.302,29-08-2019,99,100,94,63.74,46
58,URMODI,696.0,695.58,0.273,0.267,29-08-2019,98,98,90,37,3
59,BHATGHAR,623.28,623.22,0.673,0.664,29-08-2019,99,99,92,60.66,14.09
60,NIRA DEOGHAR,667.1,666.8,0.332,0.328,29-08-2019,99,100,80,0,6
61,MATATILA,308.46,307.94,0.707,0.586,29-08-2019,83,84,75,-,30
62,RIHAND,268.22,259.14,5.649,1.914,29-08-2019,34,49,48,-,300
63,RAMGANGA,365.3,348.46,2.196,1.097,29-08-2019,50,44,56,1897,198
64,TEHRI,830.0,819.65,2.615,2.19,29-08-2019,84,83,78,2351,1000
65,GANDHI SAGAR,399.9,399.26,6.827,6.231,29-08-2019,91,32,48,220,115
66,TAWA,355.4,354.54,1.944,1.882,29-08-2019,97,62,88,247,-
67,BARGI,422.76,422.45,3.18,3.114,29-08-2019,98,99,81,157,90
68,BANSAGAR,341.64,339.5,5.166,4.212,29-08-2019,82,75,69,488,425
69,INDIRA SAGAR,262.13,261.0,9.745,8.706,29-08-2019,89,68,68,2380,1000
70,BARNA DAM,348.55,347.9,0.456,0.41,29-08-2019,90,44,72,546,-
71,OMKARESHWAR,196.6,192.91,0.299,0.0,29-08-2019,0,0,0,132.5,520
72,SANJAY SAROVAR,519.38,517.1,0.508,0.303,29-08-2019,60,45,64,12.65,3.45
73,KOLAR DAM,462.2,457.27,0.27,0.178,29-08-2019,66,39,58,0,0
74,MINIMATA BANGO,359.66,354.95,3.046,2.125,29-08-2019,70,81,73,-,120
75,MAHANADI,348.7,343.39,0.767,0.344,28-08-2019,45,98,70,319,10
76,SRISAILAM,269.75,268.28,8.288,5.256,29-08-2019,63,70,53,0,770
77,NAGARJUNA SAGAR,179.83,179.41,6.841,4.99,29-08-2019,73,61,36,895,810
78,SOMASILA,100.58,88.26,1.994,0.562,29-08-2019,28,26,25,168,0
79,YELERU,86.56,82.51,0.508,0.296,29-08-2019,58,54,21,66.6,0
80,SRIRAMSAGAR,332.54,324.16,2.3,0.51,29-08-2019,22,89,49,411,27
81,LOWER MANAIR,280.42,268.77,0.621,0.099,29-08-2019,16,24,39,199,60
82,KRISHNARAJA SAGARA,752.5,752.5,1.163,1.163,29-08-2019,100,100,71,79,-
83,TUNGABHADRA,497.74,497.74,3.276,2.856,29-08-2019,87,86,77,529,72
84,GHATAPRABHA(HIDKAL),662.95,622.94,1.391,1.387,28-08-2019,100,100,86,317,-
85,BHADRA,657.76,657.65,1.785,1.773,28-08-2019,99,96,82,106,39
86,LINGANAMAKKI,554.43,553.78,4.294,4.104,29-08-2019,96,99,70,-,55
87,NARAYANPUR,492.25,492.25,0.863,0.74,29-08-2019,86,83,81,425,-
88,MALAPRABHA(RENUKA),633.83,633.83,0.972,0.972,28-08-2019,100,65,52,215,-
89,KABINI,696.16,696.06,0.444,0.437,29-08-2019,98,95,62,85,-
90,HEMAVATHY,890.63,890.49,0.927,0.927,29-08-2019,100,100,78,265,-
91,HARANGI,871.42,871.12,0.22,0.219,29-08-2019,100,92,94,53,-
92,SUPA,564.0,562.88,4.12,3.979,29-08-2019,97,96,58,-,-
93,VANI VILAS SAGAR,652.28,631.68,0.802,0.005,28-08-2019,1,2,11,123,-
