S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,508.5,6.229,5.098,24-11-2022,82.0,59.0,73.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,418.54,6.157,4.546,24-11-2022,74.0,49.0,64.0,0.0,396.0
*3,KOL DAM,642.0,641.14,0.089,0.076,24-11-2022,85.0,89.0,92.0,0.0,800.0
*4,THEIN DAM,527.91,520.08,2.344,1.721,24-11-2022,73.0,44.0,56.0,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,280.1,1.711,1.634,24-11-2022,95.0,99.0,97.0,63.0,140.0
6,JHAKAM,359.5,358.35,0.132,0.121,24-11-2022,92.0,98.0,90.0,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,351.55,1.436,1.193,24-11-2022,83.0,92.0,55.0,229.0,172.0
8,BISALPUR,315.5,315.31,1.076,1.058,24-11-2022,98.0,48.0,62.0,81.8,0.0
9,JAWAI DAM,313.4,312.29,0.193,0.181,24-11-2022,94.0,14.0,51.0,38.67,0.0
10,JAISAMAND,295.54,299.07,0.296,0.295,24-11-2022,100.0,68.0,67.0,16.0,0.0
11,TENUGHAT,269.14,260.51,0.821,0.438,23-11-2022,53.0,50.0,49.0,0.0,0.0
$12,MAITHON,146.3,147.57,0.471,0.471,23-11-2022,100.0,100.0,84.0,342.0,0.0
*$13,PANCHET HILL,124.97,127.04,0.184,0.184,23-11-2022,100.0,100.0,86.0,0.0,80.0
$14,KONAR,425.81,425.67,0.176,0.173,23-11-2022,98.0,100.0,90.0,0.0,0.0
$15,TILAIYA,368.81,367.26,0.142,0.09,23-11-2022,63.0,100.0,88.0,0.0,4.0
16,GETALSUD,590.06,587.07,0.218,0.127,24-11-2022,58.0,62.0,57.0,0.0,130.0
*17,HIRAKUD,192.02,191.41,5.378,4.429,24-11-2022,82.0,88.0,85.0,153.0,307.0
*18,BALIMELA,462.08,451.71,2.676,1.143,23-11-2022,43.0,45.0,70.0,0.0,360.0
19,SALANADI,82.3,73.75,0.558,0.303,24-11-2022,54.0,64.0,45.0,42.0,0.0
*20,RENGALI,123.5,122.31,3.432,3.037,23-11-2022,88.0,92.0,85.0,3.0,200.0
