S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,507.43,6.229,4.932,19-10-2023,79.0,84.0,83.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,421.16,6.157,5.176,19-10-2023,84.0,87.0,81.0,0.0,396.0
*3,KOL DAM,642.0,641.12,0.089,0.076,19-10-2023,85.0,83.0,87.0,0.0,800.0
4,THEIN DAM,527.91,513.93,2.344,1.36,19-10-2023,58.0,89.0,67.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,281.05,1.711,1.711,19-10-2023,100.0,100.0,100.0,63.0,140.0
6,JHAKAM,359.5,356.8,0.132,0.105,19-10-2023,80.0,100.0,96.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,352.77,1.436,1.436,19-10-2023,100.0,100.0,83.0,229.0,172.0
8,BISALPUR,315.5,313.64,1.076,0.731,19-10-2023,68.0,100.0,77.0,81.8,0.0
9,JAWAI DAM,313.4,313.41,0.193,0.193,19-10-2023,100.0,100.0,67.0,38.67,0.0
10,JAISAMAND,295.54,293.42,0.296,0.194,19-10-2023,66.0,100.0,75.0,16.0,0.0
11,TENUGHAT,269.14,260.85,0.821,0.452,19-10-2023,55.0,57.0,52.0,0.0,0.0
12,MAITHON,146.3,148.56,0.471,0.471,19-10-2023,100.0,100.0,90.0,342.0,0.0
*$13,PANCHET HILL,124.97,127.21,0.184,0.184,19-10-2023,100.0,100.0,90.0,0.0,80.0
$14,KONAR,425.81,425.93,0.176,0.175,19-10-2023,99.0,100.0,93.0,0.0,0.0
$15,TILAIYA,368.81,368.04,0.142,0.116,19-10-2023,82.0,65.0,91.0,0.0,4.0
*16,GETALSUD,590.06,588.9,0.218,0.18,19-10-2023,83.0,79.0,75.0,0.0,130.0
17,HIRAKUD,192.02,191.57,5.378,4.532,19-10-2023,84.0,90.0,87.0,153.0,307.0
*18,BALIMELA,462.08,453.97,2.676,1.431,19-10-2023,53.0,45.0,72.0,0.0,360.0
19,SALANADI,82.3,79.43,0.558,0.467,19-10-2023,84.0,79.0,61.0,42.0,0.0
20,RENGALI,123.5,123.42,3.432,3.419,19-10-2023,100.0,98.0,74.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,832.83,0.893,0.502,19-10-2023,56.0,75.0,89.0,0.0,115.0
22,UPPER KOLAB,858.0,856.04,0.935,0.75,19-10-2023,80.0,78.0,82.0,89.0,320.0
23,UPPER INDRAVATI,642.0,637.65,1.456,0.975,19-10-2023,67.0,81.0,80.0,128.0,600.0
24,SAPUA,168.5,168.26,0.006,0.006,19-10-2023,100.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,147.0,0.059,0.056,19-10-2023,95.0,88.0,81.0,9.95,0.0
26,MANDIRA DAM,210.31,210.19,0.309,0.255,19-10-2023,83.0,72.0,77.0,0.0,0.0
27,MAYURAKSHI,121.31,117.09,0.48,0.289,19-10-2023,60.0,46.0,57.0,227.0,0.0
28,KANGSABATI,134.14,130.94,0.914,0.652,19-10-2023,71.0,68.0,61.0,341.0,0.0
29,GUMTI,93.55,92.25,0.312,0.251,19-10-2023,80.0,94.0,84.0,0.0,15.0
*30,DOYANG HEP,333.0,317.6,0.535,0.295,18-10-2023,55.0,60.0,61.0,0.0,75.0
31,CHANDAN DAM,152.39,150.02,0.14,0.1,19-10-2023,70.59,61.76,55.88,75.0,0.0
*32,UMRONG,609.6,604.15,0.159,0.07,19-10-2023,44.0,19.0,62.0,0.0,200.0
*33,KHANDONG,725.0,722.4,0.18,0.14,19-10-2023,78.0,6.0,54.0,0.0,75.0
