S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,504.04,6.229,4.729,16-12-2015,76,67,70,676,1200
*2,PONG DAM(BEAS),423.67,413.39,6.157,3.65,17-12-2015,59,43,56,-,360
*3,THEIN DAM,527.91,502.46,2.344,0.744,17-12-2015,32,44,50,348,600
*4,MAHI BAJAJ SAGAR,280.75,277.1,1.711,1.258,17-12-2015,74,83,70,63,140
5,JHAKAM,359.5,353.85,0.132,0.082,17-12-2015,62,71,61,28,-
*6,RANA PRATAP SAGAR,352.81,347.04,1.436,0.445,17-12-2015,31,35,55,229,172
7,TENUGHAT,269.14,258.5,0.821,0.36,17-12-2015,44,48,42,-,-
8,MAITHON,146.3,139.93,0.471,0.156,17-12-2015,33,75,89,342,-
*12,HIRAKUD,192.02,190.54,5.378,3.876,17-12-2015,72,82,86,153,307
*13,BALIMELA,462.08,457.14,2.676,1.847,17-12-2015,69,89,66,-,360
14,SALANADI,82.3,56.3,0.558,0.034,16-12-2015,6,47,48,42,-
*15,RENGALI,123.5,118.36,3.432,1.788,17-12-2015,52,81,74,3,200
*16,MACHKUND(JALAPUT),838.16,836.57,0.893,0.75,17-12-2015,84,87,84,-,115
*17,UPPER KOLAB,858.0,856.07,0.935,0.753,17-12-2015,81,87,65,89,320
*18,UPPER INDRAVATI,642.0,634.93,1.456,0.74,17-12-2015,51,86,74,128,600
19,MAYURAKSHI,121.31,111.12,0.48,0.102,17-12-2015,21,22,45,227,-
20,KANGSABATI,134.14,123.99,0.914,0.228,17-12-2015,25,27,45,341,-
21,GUMTI,93.55,92.2,0.312,0.249,15-12-2015,80,20,35,-,15
*22,UKAI,105.16,99.1,6.615,3.643,17-12-2015,55,64,72,348,300
23,SABARMATI(DHAROI),189.59,187.04,0.735,0.5,17-12-2015,68,50,59,95,1
*24,KADANA,127.7,122.23,1.472,0.691,17-12-2015,47,74,67,200,120
25,SHETRUNJI,55.53,54.97,0.3,0.257,17-12-2015,86,38,72,36,-
26,BHADAR,107.89,104.91,0.188,0.084,17-12-2015,45,35,61,27,-
27,DAMANGANGA,79.86,78.45,0.502,0.413,17-12-2015,82,79,89,51,1
28,DANTIWADA,184.1,179.39,0.399,0.239,17-12-2015,60,19,30,45,-
29,PANAM,127.41,122.2,0.697,0.265,17-12-2015,38,66,70,36,2
*30,SARDAR SAROVAR,121.92,117.01,1.566,0.791,17-12-2015,51,72,73,2120,1450
31,KARJAN,115.25,105.32,0.523,0.266,17-12-2015,51,78,89,51,3
32,JAYAKWADI(PAITHAN),463.91,456.87,2.171,0.22,16-12-2015,10,31,54,227,-
*33,KOYANA,657.9,647.22,2.652,1.529,17-12-2015,58,82,86,-,1920
34,BHIMA(UJJANI),496.83,490.62,1.517,0.0,17-12-2015,0,79,83,125,12
35,ISAPUR,441.0,430.7,0.965,0.221,17-12-2015,23,58,63,104,-
36,MULA,552.3,541.81,0.609,0.178,16-12-2015,29,52,75,139,-
37,YELDARI,461.77,449.76,0.809,0.057,17-12-2015,7,40,52,78,-
38,GIRNA,398.07,383.11,0.524,0.022,17-12-2015,4,36,50,79,-
39,KHADAKVASLA,582.47,580.22,0.056,0.028,17-12-2015,50,71,54,78,8
*40,UPPER VAITARNA,603.5,598.9,0.331,0.189,17-12-2015,57,69,91,-,61
41,UPPER TAPI,214.0,213.2,0.255,0.209,17-12-2015,82,93,93,45,-
*42,PENCH(TOTLADOH),490.0,482.05,1.091,0.508,17-12-2015,47,45,60,127,160
43,UPPER WARDHA,342.5,340.05,0.564,0.365,17-12-2015,65,71,79,70,-
44,BHATSA,142.07,130.39,0.942,0.653,17-12-2015,69,79,82,29.378,15
45,DHOM,747.7,735.67,0.331,0.158,17-12-2015,48,82,75,36.2,2
46,DUDHGANGA,646.0,635.58,0.664,0.365,17-12-2015,55,92,89,2.441,24
47,MANIKDOH,711.25,690.8,0.288,0.057,16-12-2015,20,41,52,2.2,6
48,BHANDARDARA,342.5,340.05,0.304,0.091,17-12-2015,65,71,79,70,-
49,MATATILA,308.46,306.51,0.707,0.437,15-12-2015,62,39,60,-,30
*50,RIHAND,268.22,258.96,5.649,1.846,14-12-2015,33,40,41,-,300
*51,RAMGANGA,365.3,354.0,2.196,1.399,17-12-2015,64,83,71,1897,198
*52,TEHRI,830.0,808.0,2.615,1.758,17-12-2015,67,76,71,2351,1000
*53,GANDHI SAGAR,399.9,397.71,6.827,5.322,17-12-2015,78,64,47,220,115
54,TAWA,355.4,351.28,1.944,1.34,17-12-2015,69,73,74,247,-
*55,BARGI,422.76,420.3,3.18,2.534,17-12-2015,80,83,73,157,90
*56,BANSAGAR,341.64,335.56,5.166,2.696,17-12-2015,52,84,51,488,425
*57,INDIRA SAGAR,262.13,257.76,9.745,6.25,17-12-2015,64,73,52,2380,1000
58,BARNA DAM,348.55,345.05,0.456,0.237,17-12-2015,52,56,57,546,-
*59,MINIMATA BANGO,359.66,349.28,3.046,1.363,16-12-2015,45,84,65,-,120
60,MAHANADI,348.7,343.82,0.767,0.371,16-12-2015,48,94,80,319,10
*61,SRISAILAM,269.75,254.63,8.288,1.477,17-12-2015,18,0,69,0,770
*62,NAGARJUNA SAGAR,179.83,154.99,6.841,0.0,17-12-2015,0,39,57,895,810
63,SOMASILA,100.58,98.74,1.994,1.834,17-12-2015,92,62,70,168,0
64,SRIRAMSAGAR,332.54,320.13,2.3,0.18,17-12-2015,8,22,57,411,27
65,LOWER MANAIR,280.42,268.79,0.621,0.1,17-12-2015,16,38,74,199,60
66,KRISHNARAJA SAGARA,752.5,747.55,1.163,0.734,16-12-2015,63,90,76,79,-
*67,TUNGABHADRA,497.74,489.76,3.276,0.836,17-12-2015,26,68,64,529,72
68,GHATAPRABHA(HIDKAL),662.95,644.61,1.391,0.369,14-12-2015,27,70,65,317,-
69,BHADRA,657.76,650.47,1.785,1.03,14-12-2015,58,91,91,106,39
70,LINGANAMAKKI,554.43,546.37,4.294,2.229,17-12-2015,52,76,78,-,55
71,NARAYANPUR,492.25,488.98,0.863,0.375,17-12-2015,43,67,85,425,-
72,MALAPRABHA(RENUKA),633.83,623.98,0.972,0.144,14-12-2015,15,55,58,215,-
73,KABINI,696.16,690.58,0.444,0.165,17-12-2015,37,65,30,85,-
74,HEMAVATHY,890.63,874.62,0.927,0.14,17-12-2015,15,54,48,265,-
75,HARANGI,871.42,848.35,0.22,0.004,17-12-2015,2,15,20,53,-
76,SUPA,564.0,540.81,4.12,1.82,17-12-2015,44,69,68,-,-
77,VANI VILAS SAGAR,652.28,637.46,0.802,0.104,17-12-2015,13,10,20,123,-
*79,GERUSOPPA,55.0,47.66,0.13,0.09,17-12-2015,69,76,85,83,240
80,KALLADA(PARAPPAR),115.82,114.92,0.507,0.464,17-12-2015,92,91,86,62,-
*81,IDAMALAYAR,169.0,152.43,1.018,0.572,17-12-2015,56,86,75,33,75
*82,IDUKKI,732.43,720.9,1.46,0.865,17-12-2015,59,76,72,-,780
*83,KAKKI,981.46,974.27,0.447,0.334,17-12-2015,75,78,85,23,300
*84,PERIYAR,867.41,868.75,0.173,0.173,17-12-2015,100,92,66,84,140
85,MALAMPUZHA,867.41,868.75,0.224,0.121,17-12-2015,100,92,66,84,140
86,LOWER BHAWANI,278.89,272.55,0.792,0.432,17-12-2015,55,66,70,105,8
*87,METTUR(STANLEY),240.79,233.74,2.647,1.722,17-12-2015,65,64,67,122,360
88,VAIGAI,279.2,277.41,0.172,0.132,17-12-2015,77,9,57,61,6
89,PARAMBIKULAM,556.26,551.17,0.38,0.276,17-12-2015,73,85,84,101,-
*91,SHOLAYAR,1002.79,980.09,0.143,0.05,17-12-2015,35,71,71,-,95
