S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,484.38,6.229,2.058,04-02-2021,33,56,53,676.0,1379.0
2,PONG DAM(BEAS),423.67,405.76,6.157,2.278,04-02-2021,37,66,45,0.0,396.0
3,KOL DAM,642.0,639.19,0.089,0.047,04-02-2021,53,89,74,0.0,800.0
4,THEIN DAM,527.91,493.64,2.344,0.374,04-02-2021,16,54,41,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,275.4,1.711,1.086,04-02-2021,63,70,59,63.0,140.0
6,JHAKAM,359.5,351.0,0.132,0.061,04-02-2021,46,52,45,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.09,1.436,0.592,04-02-2021,41,38,36,229.0,172.0
8,BISALPUR,315.5,311.94,1.076,0.494,04-02-2021,46,88,51,81.8,0.0
9,TENUGHAT,269.14,259.57,0.821,0.399,04-02-2021,49,51,47,0.0,0.0
10,MAITHON,146.3,148.7,0.471,0.471,04-02-2021,100,100,78,342.0,0.0
14,GETALSUD,590.06,585.55,0.218,0.09,04-02-2021,41,48,47,0.0,130.0
15,HIRAKUD,192.02,189.63,5.378,3.371,03-02-2021,63,76,72,153.0,307.0
16,BALIMELA,462.08,454.61,2.676,1.513,04-02-2021,57,73,63,0.0,360.0
17,SALANADI,82.3,69.9,0.558,0.215,04-02-2021,39,59,41,42.0,0.0
18,RENGALI,123.5,117.92,3.432,1.664,04-02-2021,48,89,64,3.0,200.0
19,MACHKUND(JALAPUT),838.16,835.61,0.893,0.681,04-02-2021,76,76,76,0.0,115.0
20,UPPER KOLAB,858.0,850.94,0.935,0.347,04-02-2021,37,76,63,89.0,320.0
21,UPPER INDRAVATI,642.0,636.98,1.456,0.939,04-02-2021,64,79,66,128.0,600.0
22,SAPUA,168.5,168.5,0.006,0.006,04-02-2021,100,100,67,0.0,0.0
23,HARIHARJHOR,147.5,144.96,0.059,0.039,04-02-2021,66,88,53,9.95,0.0
24,MAYURAKSHI,121.31,116.82,0.48,0.275,04-02-2021,57,76,44,227.0,0.0
25,KANGSABATI,134.14,127.18,0.914,0.385,04-02-2021,42,69,45,341.0,0.0
26,GUMTI,93.55,92.1,0.312,0.245,04-02-2021,79,33,32,0.0,15.0
27,DOYANG HEP,333.0,321.85,0.535,0.353,04-02-2021,66,46,47,0.0,75.0
28,UKAI,105.16,102.79,6.615,5.391,04-02-2021,81,87,62,348.0,300.0
29,SABARMATI(DHAROI),189.59,186.51,0.735,0.456,04-02-2021,62,70,46,95.0,1.0
30,KADANA,127.7,125.07,1.472,0.931,04-02-2021,63,65,59,200.0,120.0
31,SHETRUNJI,55.53,54.97,0.3,0.257,04-02-2021,86,77,49,36.0,0.0
32,BHADAR,107.89,106.4,0.188,0.13,04-02-2021,69,77,36,27.0,0.0
33,DAMANGANGA,79.86,76.55,0.502,0.334,04-02-2021,67,70,66,51.0,1.0
34,DANTIWADA,184.1,173.71,0.399,0.102,04-02-2021,26,8,18,45.0,0.0
35,PANAM,127.41,123.65,0.697,0.331,04-02-2021,47,66,61,36.0,2.0
36,SARDAR SAROVAR,138.68,133.47,5.76,4.137,04-02-2021,72,53,22,2120.0,1450.0
37,KARJAN,115.25,111.36,0.523,0.406,04-02-2021,78,64,69,51.0,3.0
38,SUKHI(GUJ),147.82,146.45,0.167,0.137,04-02-2021,82,78,60,20.7,0.0
39,WATRAK,136.25,133.54,0.154,0.074,04-02-2021,48,72,34,22.98,0.0
40,HATHMATI,180.74,178.95,0.153,0.097,04-02-2021,63,67,33,5.166,0.0
41,MACHCHHU-I,135.33,132.67,0.071,0.036,04-02-2021,51,65,44,0.0,0.0
42,MACHCHHU-II,57.3,55.78,0.091,0.058,04-02-2021,64,79,64,10.13,0.0
43,UND-I,98.0,96.55,0.066,0.046,04-02-2021,70,73,56,9.9,0.0
44,BRAHMANI(GUJ),64.62,62.95,0.071,0.035,04-02-2021,49,58,25,6.413,0.0
45,JAYAKWADI(PAITHAN),463.91,462.85,2.171,1.782,04-02-2021,82,86,38,227.0,0.0
46,KOYANA,657.9,653.59,2.652,2.201,04-02-2021,83,82,74,0.0,1920.0
47,BHIMA(UJJANI),496.83,496.17,1.517,1.3,04-02-2021,86,88,60,125.0,12.0
48,ISAPUR,441.0,439.2,0.965,0.799,04-02-2021,83,65,52,104.0,0.0
49,MULA,552.3,550.62,0.609,0.521,04-02-2021,86,87,59,139.0,0.0
50,YELDARI,461.77,460.53,0.809,0.684,04-02-2021,85,97,39,78.0,0.0
51,GIRNA,398.07,394.4,0.524,0.345,04-02-2021,66,83,35,79.0,0.0
52,KHADAKVASLA,582.47,581.41,0.056,0.042,04-02-2021,75,80,63,78.0,8.0
53,UPPER VAITARNA,603.5,602.56,0.331,0.301,04-02-2021,91,73,77,0.0,61.0
54,UPPER TAPI,214.0,212.61,0.255,0.176,04-02-2021,69,89,75,45.0,0.0
55,PENCH(TOTLADOH),490.0,487.42,1.091,0.826,04-02-2021,76,85,45,127.0,160.0
56,UPPER WARDHA,342.5,340.4,0.564,0.391,04-02-2021,69,74,56,70.0,0.0
57,BHATSA,142.07,130.8,0.942,0.662,04-02-2021,70,72,68,29.38,15.0
58,DHOM,747.7,744.32,0.331,0.257,04-02-2021,78,74,55,36.2,2.0
59,DUDHGANGA,646.0,640.32,0.664,0.496,04-02-2021,75,80,73,2.441,24.0
60,MANIKDOH,711.25,699.2,0.288,0.112,03-02-2021,39,52,35,2.2,6.0
61,BHANDARDARA,744.91,744.29,0.304,0.293,04-02-2021,96,97,75,63.74,46.0
62,URMODI,696.0,694.43,0.273,0.249,04-02-2021,91,97,78,37.0,3.0
63,BHATGHAR,623.28,621.66,0.673,0.614,04-02-2021,91,80,63,60.66,14.09
64,NIRA DEOGHAR,667.1,660.25,0.332,0.24,04-02-2021,72,95,59,0.0,6.0
65,THOKARWADI,667.14,660.32,0.353,0.186,04-02-2021,53,78,57,0.0,72.0
66,KANHER,690.78,685.42,0.272,0.183,04-02-2021,67,69,63,44.78,4.0
67,MULSHI,607.1,600.53,0.572,0.313,04-02-2021,55,53,48,0.0,300.0
68,PRIYADARSHINI JURALA,118.6,114.25,0.276,0.217,04-02-2021,79,85,80,18.32,6.0
69,TILLARI,113.2,105.26,0.447,0.328,04-02-2021,73,87,72,21.26,10.0
70,MATATILA,308.46,302.42,0.707,0.127,04-02-2021,18,31,38,0.0,30.0
71,RIHAND,268.22,261.18,5.649,2.711,04-02-2021,48,43,38,0.0,300.0
72,SHARDA SAGAR,190.5,188.84,0.33,0.314,04-02-2021,95,100,66,126.5,0.0
73,SIRSI,217.93,212.29,0.19,0.046,04-02-2021,24,72,36,80.57,0.0
74,MAUDAHA,147.8,143.0,0.179,0.044,04-02-2021,25,62,41,41.7,0.0
75,JIRGO,98.2,94.06,0.147,0.064,04-02-2021,44,66,41,13.14,0.0
76,RANGAWAN,233.17,222.35,0.155,0.009,04-02-2021,6,69,23,20.24,0.0
77,MEJA,178.0,165.69,0.299,0.082,04-02-2021,27,1,32,71.05,0.0
78,RAMGANGA,365.3,351.34,2.196,1.251,04-02-2021,57,66,58,1897.0,198.0
79,TEHRI,830.0,793.55,2.615,1.283,04-02-2021,49,56,55,2351.0,1000.0
80,GANDHI SAGAR,399.9,396.57,6.827,4.681,04-02-2021,69,82,49,220.0,115.0
81,TAWA,355.4,348.45,1.944,0.974,04-02-2021,50,64,39,247.0,0.0
82,BARGI,422.76,420.05,3.18,2.464,04-02-2021,77,84,65,157.0,90.0
83,BANSAGAR,341.64,337.96,5.166,3.549,04-02-2021,69,81,67,488.0,425.0
84,INDIRA SAGAR,262.13,256.74,9.745,5.588,04-02-2021,57,73,49,2380.0,1000.0
85,BARNA DAM,348.55,346.06,0.456,0.294,04-02-2021,64,75,41,546.0,0.0
86,OMKARESHWAR,196.6,196.0,0.299,0.221,04-02-2021,74,0,0,132.5,520.0
87,SANJAY SAROVAR,519.38,512.85,0.508,0.152,04-02-2021,30,49,26,12.65,3.45
88,KOLAR DAM,462.2,452.8,0.27,0.123,04-02-2021,46,56,29,25.68,0.0
