S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,459.21,6.229,0.524,27-05-2021,8,22,27,676.0,1379.0
*2,PONG DAM(BEAS),423.67,395.95,6.157,0.88,27-05-2021,14,48,29,0.0,396.0
*3,KOL DAM,642.0,637.78,0.089,0.026,27-05-2021,29,24,37,0.0,800.0
*4,THEIN DAM,527.91,503.73,2.344,0.788,27-05-2021,34,51,51,348.0,600.0
*5,MAHI BAJAJ SAGAR,280.75,269.3,1.711,0.538,27-05-2021,31,35,29,63.0,140.0
6,JHAKAM,359.5,344.8,0.132,0.029,27-05-2021,22,28,23,28.0,0.0
*7,RANA PRATAP SAGAR,352.81,348.53,1.436,0.661,27-05-2021,46,45,33,229.0,172.0
8,BISALPUR,315.5,310.32,1.076,0.331,27-05-2021,31,63,36,81.8,0.0
9,TENUGHAT,269.14,257.75,0.821,0.334,27-05-2021,41,51,38,0.0,0.0
$10,MAITHON,146.3,140.12,0.471,0.163,27-05-2021,35,97,32,342.0,0.0
*$11,PANCHET HILL,124.97,122.97,0.184,0.096,27-05-2021,52,61,46,0.0,80.0
$12,KONAR,425.81,419.68,0.176,0.078,27-05-2021,44,32,35,0.0,0.0
$13,TILAIYA,368.81,364.53,0.142,0.02,27-05-2021,14,25,18,0.0,4.0
14,GETALSUD,590.06,584.7,0.218,0.072,27-05-2021,33,45,34,0.0,130.0
*15,HIRAKUD,192.02,184.19,5.378,1.082,26-05-2021,20,35,24,153.0,307.0
*16,BALIMELA,462.08,446.23,2.676,0.572,26-05-2021,21,27,20,0.0,360.0
17,SALANADI,82.3,68.35,0.558,0.183,26-05-2021,33,55,37,42.0,0.0
*18,RENGALI,123.5,112.57,3.432,0.486,26-05-2021,14,14,8,3.0,200.0
*19,MACHKUND(JALAPUT),838.16,828.93,0.893,0.296,26-05-2021,33,37,44,0.0,115.0
*20,UPPER KOLAB,858.0,845.8,0.935,0.072,26-05-2021,8,29,21,89.0,320.0
*21,UPPER INDRAVATI,642.0,630.42,1.456,0.37,26-05-2021,25,37,26,128.0,600.0
22,SAPUA,168.5,167.62,0.006,0.006,27-05-2021,100,100,50,0.0,0.0
23,HARIHARJHOR,147.5,140.83,0.059,0.0,27-05-2021,0,61,24,9.95,0.0
24,MANDIRA DAM,210.31,206.9,0.309,0.188,27-05-2021,61,87,73,0.0,0.0
25,MAYURAKSHI,121.31,111.01,0.48,0.099,27-05-2021,21,33,22,227.0,0.0
26,KANGSABATI,134.14,124.24,0.914,0.237,27-05-2021,26,44,27,341.0,0.0
27,GUMTI,93.55,90.1,0.312,0.158,27-05-2021,51,16,26,0.0,15.0
*28,DOYANG HEP,333.0,306.4,0.535,0.167,27-05-2021,31,31,33,0.0,75.0
*29,UKAI,105.16,96.83,6.615,2.761,27-05-2021,42,48,25,348.0,300.0
30,SABARMATI(DHAROI),189.59,183.22,0.735,0.232,27-05-2021,32,39,20,95.0,1.0
*31,KADANA,127.7,121.18,1.472,0.612,27-05-2021,42,37,46,200.0,120.0
32,SHETRUNJI,55.53,53.57,0.3,0.168,27-05-2021,56,14,11,36.0,0.0
33,BHADAR,107.89,104.15,0.188,0.066,27-05-2021,35,33,15,27.0,0.0
