S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,490.8,6.229,2.72,12-08-2021,44,57,67,676.0,1379.0
2,PONG DAM(BEAS),423.67,406.65,6.157,2.33,12-08-2021,38,48,61,0.0,396.0
3,KOL DAM,642.0,639.75,0.089,0.055,12-08-2021,62,33,40,0.0,800.0
4,THEIN DAM,527.91,508.26,2.344,1.013,11-08-2021,43,44,61,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,274.25,1.711,0.975,12-08-2021,57,40,74,63.0,140.0
6,JHAKAM,359.5,348.25,0.132,0.045,12-08-2021,34,30,73,28.0,0.0
7,RANA PRATAP SAGAR,352.81,350.96,1.436,1.083,12-08-2021,75,45,65,229.0,172.0
8,BISALPUR,315.5,310.82,1.076,0.378,12-08-2021,35,55,51,81.8,0.0
9,TENUGHAT,269.14,259.98,0.821,0.416,12-08-2021,51,43,44,0.0,0.0
10,MAITHON,146.3,149.34,0.471,0.471,12-08-2021,100,63,69,342.0,0.0
11,PANCHET HILL,124.97,128.43,0.184,0.184,12-08-2021,100,80,84,0.0,80.0
12,KONAR,425.81,423.0,0.176,0.127,12-08-2021,72,72,63,0.0,0.0
13,TILAIYA,368.81,369.88,0.142,0.142,12-08-2021,100,61,56,0.0,4.0
14,GETALSUD,590.06,589.54,0.218,0.201,12-08-2021,92,45,57,0.0,130.0
15,HIRAKUD,192.02,186.14,5.378,1.752,10-08-2021,33,28,40,153.0,307.0
16,BALIMELA,462.08,446.84,2.676,0.628,12-08-2021,23,21,28,0.0,360.0
17,SALANADI,82.3,67.05,0.558,0.159,12-08-2021,28,53,42,42.0,0.0
18,RENGALI,123.5,119.81,3.432,2.249,12-08-2021,66,50,39,3.0,200.0
19,MACHKUND(JALAPUT),838.16,827.03,0.893,0.221,12-08-2021,25,44,57,0.0,115.0
20,UPPER KOLAB,858.0,846.42,0.935,0.102,12-08-2021,11,18,29,89.0,320.0
21,UPPER INDRAVATI,642.0,630.51,1.456,0.376,12-08-2021,26,28,51,128.0,600.0
22,SAPUA,168.5,163.68,0.006,0.002,12-08-2021,33,100,67,0.0,0.0
