S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,491.69,6.229,2.819,30-05-2019,45,6,23,676,1200
*2,PONG DAM(BEAS),423.67,407.21,6.157,2.421,30-05-2019,39,9,21,-,360
*3,THEIN DAM,527.91,516.93,2.344,1.538,30-05-2019,66,25,42,348,600
*4,MAHI BAJAJ SAGAR,280.75,267.95,1.711,0.448,30-05-2019,26,32,24,63,140
5,JHAKAM,359.5,345.2,0.132,0.031,30-05-2019,23,29,18,28,-
*6,RANA PRATAP SAGAR,352.81,346.07,1.436,0.305,30-05-2019,21,32,29,229,172
7,TENUGHAT,269.14,256.76,0.821,0.303,30-05-2019,37,39,33,-,-
8,MAITHON,146.3,137.7,0.471,0.089,30-05-2019,19,27,25,342,-
*12,HIRAKUD,192.02,184.07,5.378,1.046,29-05-2019,19,25,20,153,307
*13,BALIMELA,462.08,447.23,2.676,0.666,30-05-2019,25,8,12,-,360
14,SALANADI,82.3,73.75,0.558,0.303,30-05-2019,54,42,27,42,-
*15,RENGALI,123.5,111.65,3.432,0.314,30-05-2019,9,22,13,3,200
*16,MACHKUND(JALAPUT),838.16,828.9,0.893,0.293,29-05-2019,33,24,29,-,115
*17,UPPER KOLAB,858.0,847.64,0.935,0.161,30-05-2019,17,18,18,89,320
*18,UPPER INDRAVATI,642.0,628.84,1.456,0.257,30-05-2019,18,18,20,128,600
19,MAYURAKSHI,121.31,109.85,0.48,0.077,30-05-2019,16,35,20,227,-
20,KANGSABATI,134.14,125.7,0.914,0.305,30-05-2019,33,46,19,341,-
21,GUMTI,93.55,88.4,0.312,0.104,29-05-2019,33,74,24,-,15
*22,UKAI,105.16,84.74,6.615,0.276,30-05-2019,4,12,23,348,300
23,SABARMATI(DHAROI),189.59,179.16,0.735,0.069,30-05-2019,9,14,16,95,1
*24,KADANA,127.7,119.94,1.472,0.527,30-05-2019,36,42,47,200,120
25,SHETRUNJI,55.53,47.97,0.3,0.022,30-05-2019,7,14,10,36,-
26,BHADAR,107.89,99.16,0.188,0.004,30-05-2019,2,15,13,27,-
27,DAMANGANGA,79.86,64.5,0.502,0.03,30-05-2019,6,22,17,51,1
28,DANTIWADA,184.1,166.91,0.399,0.021,30-05-2019,5,17,3,45,-
29,PANAM,127.41,121.65,0.697,0.241,30-05-2019,35,35,37,36,2
*30,SARDAR SAROVAR,138.68,120.08,5.76,1.232,30-05-2019,21,0,12,2120,1450
31,KARJAN,115.25,99.8,0.523,0.176,30-05-2019,34,38,34,51,3
32,JAYAKWADI(PAITHAN),463.91,454.44,2.171,0.0,30-05-2019,0,27,10,227,-
*33,KOYANA,657.9,623.8,2.652,0.322,30-05-2019,12,27,23,-,1920
34,BHIMA(UJJANI),496.83,485.77,1.517,0.0,30-05-2019,0,0,3,125,12
35,ISAPUR,441.0,426.69,0.965,0.027,30-05-2019,3,0,18,104,-
36,MULA,552.3,535.32,0.609,0.024,30-05-2019,4,8,8,139,-
37,YELDARI,461.77,445.54,0.809,0.0,30-05-2019,0,0,9,78,-
38,GIRNA,398.07,384.34,0.524,0.048,30-05-2019,9,15,11,79,-
39,KHADAKVASLA,582.47,579.82,0.056,0.023,30-05-2019,41,43,39,78,8
*40,UPPER VAITARNA,603.5,592.65,0.331,0.058,30-05-2019,18,27,31,-,61
41,UPPER TAPI,214.0,207.33,0.255,0.0,30-05-2019,0,2,18,45,-
*42,PENCH(TOTLADOH),490.0,462.51,1.091,0.0,30-05-2019,0,8,19,127,160
43,UPPER WARDHA,342.5,334.87,0.564,0.083,30-05-2019,15,35,31,70,-
44,BHATSA,142.07,108.78,0.942,0.275,30-05-2019,29,36,34,29.378,15
45,DHOM,747.7,727.12,0.331,0.013,30-05-2019,4,17,21,36.2,2
46,DUDHGANGA,646.0,615.72,0.664,0.044,30-05-2019,7,23,20,2.441,24
47,MANIKDOH,711.25,683.91,0.288,0.003,30-05-2019,1,5,3,2.2,6
48,BHANDARDARA,744.91,708.01,0.304,0.015,30-05-2019,5,27,15,63.74,46
49,MATATILA,308.46,301.02,0.707,0.059,29-05-2019,8,10,27,-,30
*50,RIHAND,268.22,255.64,5.649,0.74,30-05-2019,13,12,14,-,300
*51,RAMGANGA,365.3,343.83,2.196,0.873,30-05-2019,40,11,25,1897,198
*52,TEHRI,830.0,744.22,2.615,0.07,30-05-2019,3,2,3,2351,1000
*53,GANDHI SAGAR,399.9,381.22,6.827,0.03,30-05-2019,0,17,22,220,115
54,TAWA,355.4,337.44,1.944,0.137,30-05-2019,7,9,19,247,-
*55,BARGI,422.76,413.5,3.18,1.124,30-05-2019,35,45,22,157,90
*56,BANSAGAR,341.64,337.59,5.166,3.419,30-05-2019,66,43,35,488,425
*57,INDIRA SAGAR,262.13,251.51,9.745,2.61,30-05-2019,27,20,13,2380,1000
58,BARNA DAM,348.55,338.15,0.456,0.003,30-05-2019,1,5,15,546,-
*59,MINIMATA BANGO,359.66,349.71,3.046,1.415,30-05-2019,46,51,49,-,120
60,MAHANADI,348.7,339.74,0.767,0.141,29-05-2019,18,27,25,319,10
*61,SRISAILAM,269.75,246.07,8.288,0.83,30-05-2019,10,9,9,0,770
*62,NAGARJUNA SAGAR,179.83,155.23,6.841,0.0,30-05-2019,0,1,13,895,810
63,SOMASILA,100.58,78.24,1.994,0.093,30-05-2019,5,17,29,168,0
64,SRIRAMSAGAR,332.54,319.89,2.3,0.165,30-05-2019,7,8,11,411,27
65,LOWER MANAIR,280.42,269.32,0.621,0.112,30-05-2019,18,17,22,199,60
66,KRISHNARAJA SAGARA,752.5,739.19,1.163,0.195,30-05-2019,17,10,8,79,-
*67,TUNGABHADRA,497.74,480.28,3.276,0.073,30-05-2019,2,3,8,529,72
68,GHATAPRABHA(HIDKAL),662.95,631.23,1.391,0.027,30-05-2019,2,9,5,317,-
69,BHADRA,657.76,639.2,1.785,0.269,30-05-2019,15,6,18,106,39
70,LINGANAMAKKI,554.43,534.3,4.294,0.59,30-05-2019,14,14,15,-,55
71,NARAYANPUR,492.25,487.17,0.863,0.22,30-05-2019,25,31,27,425,-
72,MALAPRABHA(RENUKA),633.83,620.89,0.972,0.038,30-05-2019,4,5,5,215,-
73,KABINI,696.16,688.28,0.444,0.079,30-05-2019,18,16,9,85,-
74,HEMAVATHY,890.63,872.95,0.927,0.098,30-05-2019,11,11,8,265,-
75,HARANGI,871.42,855.21,0.22,0.032,30-05-2019,15,0,14,53,-
76,SUPA,564.0,532.86,4.12,1.27,30-05-2019,31,33,24,-,-
77,VANI VILAS SAGAR,652.28,631.71,0.802,0.01,30-05-2019,1,1,11,123,-
*79,GERUSOPPA,55.0,50.13,0.13,0.103,30-05-2019,79,84,82,83,240
80,KALLADA(PARAPPAR),115.82,100.47,0.507,0.198,30-05-2019,39,63,25,62,-
*81,IDAMALAYAR,169.0,126.82,1.018,0.107,30-05-2019,11,15,16,33,75
*82,IDUKKI,732.43,705.88,1.46,0.295,30-05-2019,20,25,20,-,780
*83,KAKKI,981.46,940.46,0.447,0.066,30-05-2019,15,28,21,23,300
*84,PERIYAR,867.41,859.71,0.173,0.021,30-05-2019,12,21,20,84,140
85,MALAMPUZHA,115.06,101.56,0.224,0.024,30-05-2019,11,15,18,21,3
86,LOWER BHAWANI,278.89,264.69,0.792,0.15,30-05-2019,19,19,18,105,8
*87,METTUR(STANLEY),240.79,218.5,2.647,0.45,30-05-2019,17,11,29,122,360
88,VAIGAI,279.2,268.3,0.172,0.018,30-05-2019,10,12,14,61,6
89,PARAMBIKULAM,556.26,538.83,0.38,0.061,30-05-2019,16,7,24,101,-
*91,SHOLAYAR,1002.79,960.04,0.143,0.0,30-05-2019,0,0,6,-,95
