S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,479.17,6.229,1.612,25-02-2021,26,45,44,676.0,1379.0
2,PONG DAM(BEAS),423.67,402.03,6.157,1.625,25-02-2021,26,63,38,0.0,396.0
3,KOL DAM,642.0,638.25,0.089,0.033,24-02-2021,37,84,70,0.0,800.0
4,THEIN DAM,527.91,495.03,2.344,0.431,25-02-2021,18,42,38,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,273.6,1.711,0.908,25-02-2021,53,61,49,63.0,140.0
6,JHAKAM,359.5,348.5,0.132,0.046,25-02-2021,35,39,33,28.0,0.0
7,RANA PRATAP SAGAR,352.81,347.43,1.436,0.409,25-02-2021,28,43,33,229.0,172.0
8,BISALPUR,315.5,311.7,1.076,0.469,25-02-2021,44,83,48,81.8,0.0
9,TENUGHAT,269.14,259.32,0.821,0.389,25-02-2021,47,50,46,0.0,0.0
10,MAITHON,146.3,148.04,0.471,0.471,25-02-2021,100,100,73,342.0,0.0
11,PANCHET HILL,124.97,124.77,0.184,0.174,25-02-2021,95,100,74,0.0,80.0
12,KONAR,425.81,423.49,0.176,0.135,25-02-2021,77,87,66,0.0,0.0
13,TILAIYA,368.81,365.53,0.142,0.041,25-02-2021,29,40,35,0.0,4.0
14,GETALSUD,590.06,585.18,0.218,0.082,25-02-2021,38,45,45,0.0,130.0
15,HIRAKUD,192.02,188.79,5.378,2.918,24-02-2021,54,71,63,153.0,307.0
16,BALIMELA,462.08,452.93,2.676,1.294,25-02-2021,48,68,63,0.0,360.0
17,SALANADI,82.3,69.9,0.558,0.215,25-02-2021,39,59,36,42.0,0.0
18,RENGALI,123.5,117.14,3.432,1.469,25-02-2021,43,82,65,3.0,200.0
19,MACHKUND(JALAPUT),838.16,834.66,0.893,0.613,25-02-2021,69,70,72,0.0,115.0
20,UPPER KOLAB,858.0,849.93,0.935,0.273,25-02-2021,29,68,60,89.0,320.0
