S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,505.2,6.229,4.593,27-07-2023,74.0,38.0,49.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,419.55,6.157,4.812,27-07-2023,78.0,30.0,38.0,0.0,396.0
*3,KOL DAM,642.0,639.51,0.089,0.052,27-07-2023,58.0,39.0,33.0,0.0,800.0
4,THEIN DAM,527.91,523.83,2.344,2.039,27-07-2023,87.0,47.0,50.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,275.55,1.711,1.101,27-07-2023,64.0,49.0,58.0,63.0,140.0
6,JHAKAM,359.5,349.1,0.132,0.049,27-07-2023,37.0,55.0,46.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,351.68,1.436,1.24,27-07-2023,86.0,88.0,59.0,229.0,172.0
8,BISALPUR,315.5,313.65,1.076,0.733,27-07-2023,68.0,30.0,34.0,81.8,0.0
9,JAWAI DAM,313.4,311.15,0.193,0.155,27-07-2023,80.0,22.0,22.0,38.67,0.0
10,JAISAMAND,295.54,292.82,0.296,0.171,27-07-2023,58.0,32.0,32.0,16.0,0.0
11,TENUGHAT,269.14,257.31,0.821,0.32,27-07-2023,39.0,35.0,47.0,0.0,0.0
$12,MAITHON,146.3,140.56,0.471,0.179,27-07-2023,38.0,25.0,56.0,342.0,0.0
*$13,PANCHET HILL,124.97,122.03,0.184,0.063,27-07-2023,34.0,7.0,72.0,0.0,80.0
$14,KONAR,425.81,417.3,0.176,0.052,27-07-2023,30.0,13.0,46.0,0.0,0.0
$15,TILAIYA,368.81,364.38,0.142,0.017,27-07-2023,12.0,11.0,39.0,0.0,4.0
*16,GETALSUD,590.06,584.57,0.218,0.069,27-07-2023,32.0,26.0,47.0,0.0,130.0
17,HIRAKUD,192.02,185.79,5.378,1.617,27-07-2023,30.0,27.0,28.0,153.0,307.0
*18,BALIMELA,462.08,446.56,2.676,0.601,27-07-2023,22.0,13.0,32.0,0.0,360.0
19,SALANADI,82.3,73.9,0.558,0.307,27-07-2023,55.0,70.0,44.0,42.0,0.0
20,RENGALI,123.5,111.48,3.432,0.282,27-07-2023,8.0,6.0,31.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,823.84,0.893,0.115,27-07-2023,13.0,8.0,30.0,0.0,115.0
22,UPPER KOLAB,858.0,850.34,0.935,0.302,27-07-2023,32.0,18.0,24.0,89.0,320.0
23,UPPER INDRAVATI,642.0,629.79,1.456,0.32,27-07-2023,22.0,40.0,36.0,128.0,600.0
24,SAPUA,168.5,167.0,0.006,0.005,27-07-2023,83.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,142.5,0.059,0.015,27-07-2023,25.0,61.0,53.0,9.95,0.0
26,MANDIRA DAM,210.31,205.2,0.309,0.128,27-07-2023,41.0,53.0,67.0,0.0,0.0
27,MAYURAKSHI,121.31,112.2,0.48,0.127,27-07-2023,26.0,29.0,50.0,227.0,0.0
28,KANGSABATI,134.14,123.38,0.914,0.205,26-07-2023,22.0,49.0,53.0,341.0,0.0
29,GUMTI,93.55,88.5,0.312,0.107,27-07-2023,34.0,46.0,55.0,0.0,15.0
*30,DOYANG HEP,333.0,316.35,0.535,0.279,27-07-2023,52.0,39.0,56.0,0.0,75.0
31,CHANDAN DAM,152.39,142.55,0.14,0.05,27-07-2023,36.03,44.12,76.47,75.0,0.0
32,UKAI,105.16,100.51,6.615,4.264,27-07-2023,64.0,74.0,42.0,348.0,300.0
33,SABARMATI(DHAROI),189.59,188.06,0.735,0.593,27-07-2023,81.0,30.0,29.0,95.0,1.0
34,KADANA,127.7,118.11,1.472,0.415,27-07-2023,28.0,34.0,42.0,200.0,120.0
35,SHETRUNJI,55.53,55.53,0.3,0.3,27-07-2023,100.0,69.0,43.0,36.0,0.0
36,BHADAR,107.89,107.29,0.188,0.162,27-07-2023,86.0,39.0,32.0,27.0,0.0
