S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,483.8,6.229,2.256,10-03-2016,36,33,36,676,1200
*2,PONG DAM(BEAS),423.67,397.42,6.157,1.121,10-03-2016,18,26,32,-,360
*3,THEIN DAM,527.91,496.68,2.344,0.507,10-03-2016,22,37,30,348,600
*4,MAHI BAJAJ SAGAR,280.75,269.85,1.711,0.585,09-03-2016,34,45,35,63,140
5,JHAKAM,359.5,338.4,0.132,0.011,09-03-2016,8,23,19,28,-
*6,RANA PRATAP SAGAR,352.81,346.81,1.436,0.412,09-03-2016,29,27,36,229,172
7,TENUGHAT,269.14,257.16,0.821,0.315,10-03-2016,38,44,39,-,-
8,MAITHON,146.3,139.07,0.471,0.128,10-03-2016,27,45,67,342,-
*12,HIRAKUD,192.02,188.49,5.378,2.773,10-03-2016,52,50,56,153,307
*13,BALIMELA,462.08,452.81,2.676,1.278,08-03-2016,48,70,46,-,360
14,SALANADI,82.3,54.95,0.558,0.026,10-03-2016,5,43,36,42,-
*15,RENGALI,123.5,117.22,3.432,1.49,08-03-2016,43,71,53,3,200
*16,MACHKUND(JALAPUT),838.16,833.28,0.893,0.522,08-03-2016,58,60,62,-,115
*17,UPPER KOLAB,858.0,853.26,0.935,0.521,08-03-2016,56,67,47,89,320
*18,UPPER INDRAVATI,642.0,633.06,1.456,0.586,08-03-2016,40,68,49,128,600
19,MAYURAKSHI,121.31,110.46,0.48,0.089,10-03-2016,19,17,34,227,-
20,KANGSABATI,134.14,123.9,0.914,0.225,10-03-2016,25,26,26,341,-
21,GUMTI,93.55,90.25,0.312,0.168,09-03-2016,54,0,13,-,15
*22,UKAI,105.16,95.55,6.615,2.308,10-03-2016,35,45,52,348,300
23,SABARMATI(DHAROI),189.59,183.39,0.735,0.241,09-03-2016,33,21,33,95,1
*24,KADANA,127.7,118.54,1.472,0.44,09-03-2016,30,65,59,200,120
25,SHETRUNJI,55.53,51.87,0.3,0.098,09-03-2016,33,18,41,36,-
26,BHADAR,107.89,102.53,0.188,0.035,08-03-2016,19,24,29,27,-
27,DAMANGANGA,79.86,73.6,0.502,0.229,10-03-2016,46,47,62,51,1
28,DANTIWADA,184.1,173.25,0.399,0.094,09-03-2016,24,4,10,45,-
29,PANAM,127.41,119.35,0.697,0.166,09-03-2016,24,53,56,36,2
*30,SARDAR SAROVAR,121.92,113.73,1.566,0.332,10-03-2016,21,71,59,2120,1450
31,KARJAN,115.25,99.86,0.523,0.169,10-03-2016,32,59,70,51,3
32,JAYAKWADI(PAITHAN),463.91,455.66,2.171,0.02,10-03-2016,1,17,35,227,-
*33,KOYANA,657.9,640.64,2.652,0.978,09-03-2016,37,68,64,-,1920
34,BHIMA(UJJANI),496.83,488.81,1.517,0.0,09-03-2016,0,37,50,125,12
35,ISAPUR,441.0,429.89,0.965,0.183,09-03-2016,19,36,43,104,-
36,MULA,552.3,538.54,0.609,0.09,09-03-2016,15,29,44,139,-
37,YELDARI,461.77,449.5,0.809,0.049,09-03-2016,6,21,29,78,-
38,GIRNA,398.07,382.3,0.524,0.008,09-03-2016,2,21,27,79,-
39,KHADAKVASLA,582.47,580.06,0.056,0.026,09-03-2016,46,71,43,78,8
*40,UPPER VAITARNA,603.5,596.92,0.331,0.139,09-03-2016,42,60,65,-,61
41,UPPER TAPI,214.0,211.12,0.255,0.108,09-03-2016,42,89,64,45,-
*42,PENCH(TOTLADOH),490.0,474.53,1.091,0.21,09-03-2016,19,19,35,127,160
43,UPPER WARDHA,342.5,337.02,0.564,0.18,10-03-2016,32,39,44,70,-
44,BHATSA,142.07,121.1,0.942,0.468,09-03-2016,50,58,57,29.378,15
45,DHOM,747.7,733.3,0.331,0.125,09-03-2016,38,67,49,36.2,2
46,DUDHGANGA,646.0,626.75,0.664,0.179,09-03-2016,27,63,62,2.441,24
47,MANIKDOH,711.25,684.34,0.288,0.025,09-03-2016,9,40,28,2.2,6
48,BHANDARDARA,342.5,337.02,0.304,0.067,10-03-2016,32,39,44,70,-
49,MATATILA,308.46,301.81,0.707,0.095,09-03-2016,13,34,38,-,30
*50,RIHAND,268.22,257.64,5.649,1.386,07-03-2016,25,29,26,-,300
*51,RAMGANGA,365.3,334.33,2.196,0.493,10-03-2016,22,63,46,1897,198
*52,TEHRI,830.0,766.4,2.615,0.546,10-03-2016,21,36,35,2351,1000
*53,GANDHI SAGAR,399.9,394.12,6.827,3.516,10-03-2016,52,41,28,220,115
54,TAWA,355.4,341.71,1.944,0.366,07-03-2016,19,33,27,247,-
*55,BARGI,422.76,417.35,3.18,1.814,07-03-2016,57,53,44,157,90
*56,BANSAGAR,341.64,333.82,5.166,2.162,10-03-2016,42,70,37,488,425
*57,INDIRA SAGAR,262.13,252.96,9.745,3.314,10-03-2016,34,35,27,2380,1000
58,BARNA DAM,348.55,339.83,0.456,0.041,10-03-2016,9,25,21,546,-
*59,MINIMATA BANGO,359.66,348.47,3.046,1.269,09-03-2016,42,82,57,-,120
60,MAHANADI,348.7,342.71,0.767,0.302,10-03-2016,39,58,62,319,10
*61,SRISAILAM,269.75,247.88,8.288,0.93,10-03-2016,11,30,36,0,770
*62,NAGARJUNA SAGAR,179.83,155.2,6.841,0.0,10-03-2016,0,10,27,895,810
63,SOMASILA,100.58,92.83,1.994,0.979,10-03-2016,49,24,49,168,0
64,SRIRAMSAGAR,332.54,319.52,2.3,0.15,03-03-2016,7,18,26,411,27
65,LOWER MANAIR,280.42,268.19,0.621,0.086,03-03-2016,14,31,50,199,60
66,KRISHNARAJA SAGARA,752.5,741.87,1.163,0.325,10-03-2016,28,56,43,79,-
*67,TUNGABHADRA,497.74,483.6,3.276,0.214,10-03-2016,7,17,17,529,72
68,GHATAPRABHA(HIDKAL),662.95,638.68,1.391,0.176,09-03-2016,13,23,17,317,-
69,BHADRA,657.76,645.39,1.785,0.63,09-03-2016,35,63,62,106,39
70,LINGANAMAKKI,554.43,542.01,4.294,1.467,10-03-2016,34,44,46,-,55
71,NARAYANPUR,492.25,487.44,0.863,0.241,10-03-2016,28,61,66,425,-
72,MALAPRABHA(RENUKA),633.83,621.28,0.972,0.049,09-03-2016,5,13,12,215,-
73,KABINI,696.16,689.03,0.444,0.105,10-03-2016,24,64,27,85,-
74,HEMAVATHY,890.63,873.99,0.927,0.122,10-03-2016,13,16,23,265,-
75,HARANGI,871.42,851.97,0.22,0.016,10-03-2016,7,9,16,53,-
76,SUPA,564.0,536.2,4.12,1.498,10-03-2016,36,53,46,-,-
77,VANI VILAS SAGAR,652.28,637.06,0.802,0.094,10-03-2016,12,7,15,123,-
