S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,496.57,6.229,3.409,04-01-2024,55.0,58.0,61.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,415.31,6.157,3.907,31-12-2023,63.0,63.0,54.0,0.0,396.0
*3,KOL DAM,642.0,641.2,0.089,0.077,04-01-2024,87.0,89.0,88.0,0.0,800.0
4,THEIN DAM,527.91,499.84,2.344,0.621,04-01-2024,26.0,64.0,43.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,277.4,1.711,1.297,04-01-2024,76.0,72.0,76.0,63.0,140.0
6,JHAKAM,359.5,353.35,0.132,0.078,04-01-2024,59.0,64.0,66.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,349.78,1.436,0.896,04-01-2024,62.0,59.0,43.0,229.0,172.0
8,BISALPUR,315.5,312.63,1.076,0.585,28-12-2023,54.0,89.0,64.0,81.8,0.0
9,JAWAI DAM,313.4,310.32,0.193,0.12,04-01-2024,62.0,62.0,44.0,38.67,0.0
10,JAISAMAND,295.54,292.54,0.296,0.16,04-01-2024,54.0,88.0,64.0,16.0,0.0
11,TENUGHAT,269.14,260.28,0.821,0.428,04-01-2024,52.0,53.0,50.0,0.0,0.0
12,MAITHON,146.3,147.19,0.471,0.471,04-01-2024,100.0,100.0,86.0,342.0,0.0
*$13,PANCHET HILL,124.97,126.66,0.184,0.184,04-01-2024,100.0,100.0,86.0,0.0,80.0
$14,KONAR,425.81,424.22,0.176,0.148,04-01-2024,84.0,90.0,84.0,0.0,0.0
$15,TILAIYA,368.81,367.04,0.142,0.082,04-01-2024,58.0,59.0,66.0,0.0,4.0
*16,GETALSUD,590.06,587.01,0.218,0.126,04-01-2024,58.0,57.0,55.0,0.0,130.0
17,HIRAKUD,192.02,191.42,5.378,4.439,04-01-2024,83.0,77.0,77.0,153.0,307.0
*18,BALIMELA,462.08,452.78,2.676,1.274,04-01-2024,48.0,36.0,51.0,0.0,360.0
19,SALANADI,82.3,73.92,0.558,0.305,04-01-2024,55.0,53.0,47.0,42.0,0.0
20,RENGALI,123.5,121.73,3.432,2.85,04-01-2024,83.0,77.0,82.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,830.21,0.893,0.354,04-01-2024,40.0,67.0,73.0,0.0,115.0
22,UPPER KOLAB,858.0,856.13,0.935,0.759,04-01-2024,81.0,74.0,62.0,89.0,320.0
23,UPPER INDRAVATI,642.0,636.44,1.456,0.886,04-01-2024,61.0,73.0,69.0,128.0,600.0
24,SAPUA,168.5,167.48,0.006,0.006,04-01-2024,100.0,100.0,67.0,0.0,0.0
25,HARIHARJHOR,147.5,145.7,0.059,0.047,28-12-2023,80.0,58.0,58.0,9.95,0.0
26,MANDIRA DAM,210.31,210.19,0.309,0.255,04-01-2024,83.0,82.0,94.0,0.0,0.0
27,MAYURAKSHI,121.31,115.34,0.48,0.22,04-01-2024,46.0,34.0,53.0,227.0,0.0
28,KANGSABATI,134.14,130.32,0.914,0.604,04-01-2024,66.0,48.0,59.0,341.0,0.0
29,GUMTI,93.55,91.3,0.312,0.212,04-01-2024,68.0,72.0,68.0,0.0,15.0
*30,DOYANG HEP,333.0,314.25,0.535,0.254,27-12-2023,47.0,52.0,54.0,0.0,75.0
31,CHANDAN DAM,152.39,144.93,0.14,0.05,04-01-2024,37.5,50.0,46.32,75.0,0.0
*32,UMRONG,609.6,607.15,0.159,0.105,28-12-2023,66.0,0.0,28.0,0.0,200.0
*33,KHANDONG,725.0,716.15,0.18,0.067,04-01-2024,37.0,0.0,26.0,0.0,75.0
34,UKAI,105.16,103.12,6.615,5.37,04-01-2024,81.0,87.0,68.0,348.0,300.0
36,KADANA,127.7,126.7,1.472,1.088,04-01-2024,74.0,68.0,67.0,200.0,120.0
37,SHETRUNJI,55.53,54.75,0.3,0.29,04-01-2024,97.0,97.0,69.0,36.0,0.0
38,BHADAR,107.89,105.93,0.188,0.114,04-01-2024,61.0,72.0,56.0,27.0,0.0
39,DAMANGANGA,79.86,78.15,0.502,0.4,04-01-2024,80.0,80.0,75.0,51.0,1.0
40,DANTIWADA,184.1,180.75,0.399,0.279,04-01-2024,70.0,62.0,29.0,45.0,0.0
41,PANAM,127.41,126.65,0.697,0.501,04-01-2024,72.0,34.0,57.0,36.0,2.0
42,SARDAR SAROVAR,138.68,134.59,5.76,4.484,28-12-2023,78.0,65.0,38.0,2120.0,1450.0
43,KARJAN,115.25,113.46,0.523,0.465,04-01-2024,89.0,86.0,75.0,51.0,3.0
44,SUKHI(GUJ),147.82,146.57,0.167,0.128,04-01-2024,77.0,66.0,77.0,20.7,0.0
45,WATRAK,136.25,132.91,0.154,0.063,03-01-2024,41.0,69.0,61.0,22.98,0.0
46,HATHMATI,180.74,177.74,0.153,0.054,03-01-2024,35.0,77.0,59.0,5.166,0.0
47,MACHCHHU-I,135.33,132.46,0.071,0.034,04-01-2024,48.0,54.0,56.0,0.0,0.0
48,MACHCHHU-II,57.3,54.93,0.091,0.05,04-01-2024,55.0,38.0,56.0,10.13,0.0
49,UND-I,98.0,96.59,0.066,0.043,04-01-2024,65.0,77.0,39.0,9.9,0.0
50,BRAHMANI(GUJ),64.62,61.87,0.071,0.027,04-01-2024,38.0,20.0,32.0,6.413,0.0
51,JAYAKWADI(PAITHAN),463.91,460.13,2.171,0.926,04-01-2024,43.0,89.0,64.0,227.0,0.0
*52,KOYANA,657.9,652.58,2.652,2.116,04-01-2024,80.0,87.0,81.0,0.0,1920.0
53,BHIMA(UJJANI),496.83,492.09,1.517,0.221,04-01-2024,15.0,100.0,78.0,125.0,12.0
54,ISAPUR,441.0,438.17,0.965,0.686,04-01-2024,71.0,90.0,62.0,104.0,0.0
55,MULA,552.3,548.99,0.609,0.444,04-01-2024,73.0,98.0,78.0,139.0,0.0
56,YELDARI,461.77,458.09,0.809,0.47,04-01-2024,58.0,96.0,56.0,78.0,0.0
57,GIRNA,398.07,391.18,0.524,0.23,28-12-2023,44.0,96.0,66.0,79.0,0.0
58,KHADAKVASLA,582.47,580.58,0.056,0.032,04-01-2024,57.0,57.0,61.0,78.0,8.0
*59,UPPER VAITARNA,603.5,603.08,0.331,0.318,04-01-2024,96.0,97.0,86.0,0.0,61.0
