S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,510.55,6.229,5.418,12-09-2019,87,73,85,676.0,1200.0
2,PONG DAM(BEAS),423.67,423.17,6.157,5.652,12-09-2019,92,80,81,0.0,360.0
3,KOL DAM,642.0,640.08,0.089,0.06,12-09-2019,67,78,81,0.0,800.0
4,THEIN DAM,527.91,524.04,2.344,2.039,12-09-2019,87,77,71,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,281.3,1.711,1.711,12-09-2019,100,81,89,63.0,140.0
6,JHAKAM,359.5,366.0,0.132,0.132,12-09-2019,100,85,86,28.0,0.0
7,RANA PRATAP SAGAR,352.81,352.8,1.436,1.436,12-09-2019,100,68,73,229.0,172.0
8,BISALPUR,315.5,315.5,1.076,1.076,11-09-2019,100,22,61,81.8,0.0
9,TENUGHAT,269.14,259.84,0.821,0.41,12-09-2019,50,51,46,0.0,0.0
10,MAITHON,146.3,145.86,0.471,0.416,12-09-2019,88,100,88,342.0,0.0
14,HIRAKUD,192.02,190.96,5.378,4.147,12-09-2019,77,76,78,153.0,307.0
15,BALIMELA,462.08,458.42,2.676,2.069,12-09-2019,77,96,49,0.0,360.0
16,SALANADI,82.3,76.69,0.558,0.385,11-09-2019,69,86,47,42.0,0.0
17,RENGALI,123.5,122.57,3.432,3.126,12-09-2019,91,100,74,3.0,200.0
18,MACHKUND(JALAPUT),838.16,837.65,0.893,0.842,12-09-2019,94,94,73,0.0,115.0
19,UPPER KOLAB,858.0,855.74,0.935,0.721,12-09-2019,77,85,53,89.0,320.0
20,UPPER INDRAVATI,642.0,641.06,1.456,1.351,12-09-2019,93,91,68,128.0,600.0
21,SAPUA,168.5,168.68,0.006,0.006,12-09-2019,100,100,67,0.0,0.0
22,MAYURAKSHI,121.31,113.48,0.48,0.16,12-09-2019,33,53,55,227.0,0.0
23,KANGSABATI,134.14,128.7,0.914,0.482,12-09-2019,53,58,61,341.0,0.0
24,GUMTI,93.55,90.5,0.312,0.178,12-09-2019,57,88,63,0.0,15.0
25,DOYANG HEP,333.0,317.85,0.535,0.298,12-09-2019,56,67,67,0.0,75.0
26,UKAI,105.16,103.53,6.615,5.798,12-09-2019,88,42,71,348.0,300.0
27,SABARMATI(DHAROI),189.59,187.37,0.735,0.529,12-09-2019,72,26,68,95.0,1.0
28,KADANA,127.7,127.1,1.472,1.129,12-09-2019,77,7,60,200.0,120.0
29,SHETRUNJI,55.53,52.68,0.3,0.126,09-09-2019,42,43,58,36.0,0.0
30,BHADAR,107.89,106.75,0.188,0.141,09-09-2019,75,51,55,27.0,0.0
31,DAMANGANGA,79.86,77.45,0.502,0.37,12-09-2019,74,75,79,51.0,1.0
32,DANTIWADA,184.1,173.93,0.399,0.108,12-09-2019,27,20,40,45.0,0.0
33,PANAM,127.41,127.3,0.697,0.545,12-09-2019,78,77,73,36.0,2.0
34,SARDAR SAROVAR,138.68,137.08,5.76,5.256,12-09-2019,91,39,29,2120.0,1450.0
35,KARJAN,115.25,112.99,0.523,0.45,12-09-2019,86,86,79,51.0,3.0
36,SUKHI(GUJ),147.82,147.57,0.167,0.16,12-09-2019,96,60,68,20.7,0.0
37,WATRAK,136.25,133.59,0.154,0.075,12-09-2019,49,31,71,22.98,0.0
38,HATHMATI,180.74,176.97,0.153,0.044,12-09-2019,29,41,32,5.166,0.0
39,MACHCHHU-I,135.33,135.33,0.071,0.069,12-09-2019,97,21,44,0.0,0.0
40,MACHCHHU-II,57.3,57.3,0.091,0.084,12-09-2019,92,9,49,10.13,0.0
41,UND-I,98.0,98.0,0.066,0.066,12-09-2019,100,42,53,9.9,0.0
42,BRAHMANI(GUJ),64.62,64.13,0.071,0.05,12-09-2019,70,10,37,6.413,0.0
43,JAYAKWADI(PAITHAN),463.91,463.54,2.171,2.03,12-09-2019,94,46,39,227.0,0.0
44,KOYANA,657.9,659.21,2.652,2.652,12-09-2019,100,100,98,0.0,1920.0
45,BHIMA(UJJANI),496.83,497.23,1.517,1.517,12-09-2019,100,100,72,125.0,12.0
46,ISAPUR,441.0,429.98,0.965,0.176,12-09-2019,18,67,54,104.0,0.0
47,MULA,552.3,552.12,0.609,0.6,12-09-2019,99,71,74,139.0,0.0
48,YELDARI,461.77,447.22,0.809,0.0,11-09-2019,0,9,34,78.0,0.0
49,GIRNA,398.07,396.86,0.524,0.457,12-09-2019,87,48,35,79.0,0.0
50,KHADAKVASLA,582.47,582.47,0.056,0.056,12-09-2019,100,86,77,78.0,8.0
51,UPPER VAITARNA,603.5,603.32,0.331,0.326,12-09-2019,98,98,91,0.0,61.0
52,UPPER TAPI,214.0,211.1,0.255,0.107,12-09-2019,42,98,75,45.0,0.0
53,PENCH(TOTLADOH),490.0,486.8,1.091,0.784,09-09-2019,72,26,70,127.0,160.0
54,UPPER WARDHA,342.5,342.5,0.564,0.564,12-09-2019,100,48,87,70.0,0.0
