S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,505.87,6.229,4.991,16-11-2017,80,61,78,676,1200
*2,PONG DAM(BEAS),423.67,415.69,6.157,4.114,16-11-2017,67,58,66,-,360
*3,THEIN DAM,527.91,511.38,2.344,1.192,16-11-2017,51,51,55,348,600
*4,MAHI BAJAJ SAGAR,280.75,280.95,1.711,1.711,16-11-2017,100,100,85,63,140
5,JHAKAM,359.5,358.7,0.132,0.124,16-11-2017,94,98,78,28,-
*6,RANA PRATAP SAGAR,352.81,346.18,1.436,0.321,15-11-2017,22,61,60,229,172
7,TENUGHAT,269.14,260.6,0.821,0.441,16-11-2017,54,52,45,-,-
8,MAITHON,146.3,149.6,0.471,0.471,16-11-2017,100,100,88,342,-
*12,HIRAKUD,192.02,191.59,5.378,4.548,15-11-2017,85,88,87,153,307
*13,BALIMELA,462.08,452.69,2.676,1.263,16-11-2017,47,83,65,-,360
14,SALANADI,82.3,70.94,0.558,0.236,15-11-2017,42,40,39,42,-
*15,RENGALI,123.5,123.11,3.432,3.313,16-11-2017,97,96,82,3,200
*16,MACHKUND(JALAPUT),838.16,837.97,0.893,0.871,16-11-2017,98,88,86,-,115
*17,UPPER KOLAB,858.0,853.95,0.935,0.572,16-11-2017,61,84,63,89,320
*18,UPPER INDRAVATI,642.0,636.12,1.456,0.855,16-11-2017,59,77,72,128,600
19,MAYURAKSHI,121.31,120.55,0.48,0.463,16-11-2017,96,46,43,227,-
20,KANGSABATI,134.14,132.56,0.914,0.808,16-11-2017,88,63,45,341,-
21,GUMTI,93.55,93.3,0.312,0.301,14-11-2017,96,83,57,-,15
*22,UKAI,105.16,97.84,6.615,3.141,16-11-2017,47,88,77,348,300
23,SABARMATI(DHAROI),189.59,188.11,0.735,0.598,16-11-2017,81,94,68,95,1
*24,KADANA,127.7,126.57,1.472,1.073,16-11-2017,73,80,69,200,120
25,SHETRUNJI,55.53,53.57,0.3,0.168,16-11-2017,56,59,73,36,-
26,BHADAR,107.89,107.14,0.188,0.155,16-11-2017,82,11,57,27,-
27,DAMANGANGA,79.86,79.9,0.502,0.48,16-11-2017,96,93,96,51,1
28,DANTIWADA,184.1,182.83,0.399,0.344,16-11-2017,86,30,38,45,-
29,PANAM,127.41,126.75,0.697,0.508,16-11-2017,73,65,68,36,2
*30,SARDAR SAROVAR,121.92,127.09,1.566,1.566,14-11-2017,100,96,89,2120,1450
31,KARJAN,115.25,112.89,0.523,0.453,14-11-2017,87,68,86,51,3
32,JAYAKWADI(PAITHAN),463.91,463.81,2.171,2.132,16-11-2017,98,80,47,227,-
*33,KOYANA,657.9,658.44,2.652,2.652,15-11-2017,100,91,92,-,1920
34,BHIMA(UJJANI),496.83,497.33,1.517,1.517,16-11-2017,100,100,79,125,12
35,ISAPUR,441.0,429.06,0.965,0.147,15-11-2017,15,49,64,104,-
36,MULA,552.3,552.14,0.609,0.601,15-11-2017,99,98,81,139,-
37,YELDARI,461.77,451.48,0.809,0.11,15-11-2017,14,30,46,78,-
38,GIRNA,398.07,395.04,0.524,0.371,15-11-2017,71,89,48,79,-
39,KHADAKVASLA,582.47,581.8,0.056,0.047,15-11-2017,84,77,63,78,8
*40,UPPER VAITARNA,603.5,603.4,0.331,0.328,15-11-2017,99,99,90,-,61
41,UPPER TAPI,214.0,214.0,0.255,0.255,15-11-2017,100,100,100,45,-
*42,PENCH(TOTLADOH),490.0,477.66,1.091,0.316,15-11-2017,29,45,62,127,160
43,UPPER WARDHA,342.5,342.04,0.564,0.523,16-11-2017,93,94,88,70,-
44,BHATSA,142.07,139.57,0.942,0.874,15-11-2017,93,92,87,29.378,15
45,DHOM,747.7,747.0,0.331,0.315,15-11-2017,95,92,82,36.2,2
46,DUDHGANGA,646.0,645.6,0.664,0.664,14-11-2017,100,98,94,2.441,24
47,MANIKDOH,711.25,708.4,0.288,0.239,15-11-2017,83,72,56,2.2,6
48,BHANDARDARA,744.91,744.7,0.304,0.303,15-11-2017,100,99,92,63.74,46
49,MATATILA,308.46,306.32,0.707,0.419,15-11-2017,59,39,62,-,30
*50,RIHAND,268.22,262.34,5.649,3.161,16-11-2017,56,74,47,-,300
*51,RAMGANGA,365.3,354.09,2.196,1.404,16-11-2017,64,56,73,1897,198
*52,TEHRI,830.0,821.25,2.615,2.258,15-11-2017,86,85,84,2351,1000
*53,GANDHI SAGAR,399.9,395.91,6.827,4.358,16-11-2017,64,95,53,220,115
54,TAWA,355.4,350.98,1.944,1.293,16-11-2017,67,94,89,247,-
*55,BARGI,422.76,420.8,3.18,2.674,16-11-2017,84,89,85,157,90
*56,BANSAGAR,341.64,337.88,5.166,3.523,16-11-2017,68,96,63,488,425
*57,INDIRA SAGAR,262.13,253.52,9.745,3.448,16-11-2017,35,93,71,2380,1000
58,BARNA DAM,348.55,344.8,0.456,0.224,16-11-2017,49,88,72,546,-
*59,MINIMATA BANGO,359.66,353.89,3.046,1.969,14-11-2017,65,70,65,-,120
60,MAHANADI,348.7,342.58,0.767,0.294,15-11-2017,38,100,75,319,10
*61,SRISAILAM,269.75,267.43,8.288,4.862,16-11-2017,59,54,64,0,770
*62,NAGARJUNA SAGAR,179.83,174.41,6.841,3.693,16-11-2017,54,15,54,895,810
63,SOMASILA,100.58,96.17,1.994,1.394,16-11-2017,70,57,65,168,0
64,SRIRAMSAGAR,332.54,329.12,2.3,1.469,16-11-2017,64,100,55,411,27
65,LOWER MANAIR,280.42,274.56,0.621,0.303,16-11-2017,49,100,59,199,60
66,KRISHNARAJA SAGARA,752.5,748.55,1.163,0.828,15-11-2017,71,13,78,79,-
*67,TUNGABHADRA,497.74,494.99,3.276,1.974,16-11-2017,60,9,66,529,72
68,GHATAPRABHA(HIDKAL),662.95,661.11,1.391,1.254,16-11-2017,90,77,76,317,-
69,BHADRA,657.76,653.25,1.785,1.294,16-11-2017,72,36,81,106,39
70,LINGANAMAKKI,554.43,547.71,4.294,2.51,16-11-2017,58,54,79,-,55
71,NARAYANPUR,492.25,491.28,0.863,0.618,16-11-2017,72,60,80,425,-
72,MALAPRABHA(RENUKA),633.83,628.19,0.972,0.396,16-11-2017,41,31,59,215,-
73,KABINI,696.16,695.15,0.444,0.385,15-11-2017,87,32,40,85,-
74,HEMAVATHY,890.63,877.44,0.927,0.221,15-11-2017,24,12,62,265,-
75,HARANGI,871.42,864.37,0.22,0.094,15-11-2017,43,20,44,53,-
76,SUPA,564.0,548.16,4.12,2.421,16-11-2017,59,54,66,-,-
77,VANI VILAS SAGAR,652.28,632.63,0.802,0.022,16-11-2017,3,4,19,123,-
*79,GERUSOPPA,55.0,50.65,0.13,0.105,15-11-2017,81,81,81,83,240
80,KALLADA(PARAPPAR),115.82,113.63,0.507,0.438,15-11-2017,86,39,81,62,-
*81,IDAMALAYAR,169.0,161.06,1.018,0.79,15-11-2017,78,61,75,33,75
*82,IDUKKI,732.43,723.78,1.46,1.002,15-11-2017,69,43,68,-,780
*83,KAKKI,981.46,975.76,0.447,0.354,15-11-2017,79,59,81,23,300
*84,PERIYAR,867.41,862.97,0.173,0.076,15-11-2017,44,8,63,84,140
85,MALAMPUZHA,115.06,112.01,0.224,0.157,15-11-2017,70,43,84,21,3
86,LOWER BHAWANI,278.89,270.73,0.792,0.35,15-11-2017,44,11,57,105,8
*87,METTUR(STANLEY),240.79,229.95,2.647,1.316,15-11-2017,50,13,55,122,360
