S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,457.01,6.229,0.459,05-07-2018,7,30,34,676,1200
*2,PONG DAM(BEAS),423.67,391.86,6.157,0.55,05-07-2018,9,17,23,-,360
*3,THEIN DAM,527.91,505.66,2.344,0.892,05-07-2018,38,62,46,348,600
*4,MAHI BAJAJ SAGAR,280.75,270.4,1.711,0.624,05-07-2018,36,32,22,63,140
5,JHAKAM,359.5,347.45,0.132,0.041,04-07-2018,31,28,17,28,-
*6,RANA PRATAP SAGAR,352.81,346.93,1.436,0.429,05-07-2018,30,33,39,229,172
7,TENUGHAT,269.14,255.09,0.821,0.257,05-07-2018,31,38,36,-,-
8,MAITHON,146.3,140.12,0.471,0.163,05-07-2018,35,16,34,342,-
*12,HIRAKUD,192.02,182.82,5.378,0.692,04-07-2018,13,10,10,153,307
*13,BALIMELA,462.08,441.41,2.676,0.179,04-07-2018,7,22,20,-,360
14,SALANADI,82.3,71.56,0.558,0.25,05-07-2018,45,29,28,42,-
*15,RENGALI,123.5,111.32,3.432,0.253,04-07-2018,7,3,9,3,200
*16,MACHKUND(JALAPUT),838.16,824.06,0.893,0.122,04-07-2018,14,19,29,-,115
*17,UPPER KOLAB,858.0,845.8,0.935,0.072,04-07-2018,8,22,15,89,320
*18,UPPER INDRAVATI,642.0,627.17,1.456,0.145,04-07-2018,10,18,16,128,600
19,MAYURAKSHI,121.31,112.88,0.48,0.144,05-07-2018,30,27,30,227,-
20,KANGSABATI,134.14,127.86,0.914,0.422,05-07-2018,46,28,29,341,-
21,GUMTI,93.55,93.45,0.312,0.308,03-07-2018,99,72,39,-,15
*22,UKAI,105.16,86.88,6.615,0.557,05-07-2018,8,28,21,348,300
23,SABARMATI(DHAROI),189.59,180.48,0.735,0.111,04-07-2018,15,19,15,95,1
*24,KADANA,127.7,121.54,1.472,0.638,04-07-2018,43,53,42,200,120
25,SHETRUNJI,55.53,48.87,0.3,0.034,04-07-2018,11,13,19,36,-
26,BHADAR,107.89,101.27,0.188,0.019,04-07-2018,10,0,19,27,-
27,DAMANGANGA,79.86,71.3,0.502,0.162,05-07-2018,32,31,17,51,1
28,DANTIWADA,184.1,171.28,0.399,0.063,04-07-2018,16,5,2,45,-
29,PANAM,127.41,121.75,0.697,0.247,04-07-2018,35,31,38,36,2
*30,SARDAR SAROVAR,138.68,108.78,5.76,0.0,05-07-2018,0,10,9,2120,1450
31,KARJAN,115.25,99.72,0.523,0.175,05-07-2018,33,42,30,51,3
32,JAYAKWADI(PAITHAN),463.91,458.05,2.171,0.444,04-07-2018,20,18,8,227,-
*33,KOYANA,657.9,633.98,2.652,0.757,04-07-2018,29,29,31,-,1920
34,BHIMA(UJJANI),496.83,489.45,1.517,0.0,05-07-2018,0,0,4,125,12
35,ISAPUR,441.0,426.94,0.965,0.049,04-07-2018,5,5,23,104,-
36,MULA,552.3,534.4,0.609,0.008,04-07-2018,1,9,6,139,-
37,YELDARI,461.77,447.36,0.809,0.0,04-07-2018,0,3,9,78,-
38,GIRNA,398.07,384.52,0.524,0.052,04-07-2018,10,26,8,79,-
39,KHADAKVASLA,582.47,579.49,0.056,0.02,04-07-2018,36,20,32,78,8
*40,UPPER VAITARNA,603.5,595.88,0.331,0.113,04-07-2018,34,41,29,-,61
41,UPPER TAPI,214.0,209.07,0.255,0.036,04-07-2018,14,6,27,45,-
*42,PENCH(TOTLADOH),490.0,467.33,1.091,0.046,04-07-2018,4,5,18,127,160
43,UPPER WARDHA,342.5,337.32,0.564,0.196,05-07-2018,35,35,34,70,-
44,BHATSA,142.07,114.44,0.942,0.357,04-07-2018,38,51,34,29.378,15
45,DHOM,747.7,731.48,0.331,0.053,04-07-2018,16,15,23,36.2,2
46,DUDHGANGA,646.0,628.86,0.664,0.216,04-07-2018,33,31,30,2.441,24
47,MANIKDOH,711.25,688.15,0.288,0.024,04-07-2018,8,14,6,2.2,6
48,BHANDARDARA,744.91,727.57,0.304,0.098,04-07-2018,32,38,19,63.74,46
49,MATATILA,308.46,301.02,0.707,0.059,04-07-2018,8,9,37,-,30
*50,RIHAND,268.22,254.97,5.649,0.546,05-07-2018,10,21,11,-,300
*51,RAMGANGA,365.3,323.99,2.196,0.167,04-07-2018,8,0,25,1897,198
*52,TEHRI,830.0,750.15,2.615,0.189,05-07-2018,7,10,13,2351,1000
*53,GANDHI SAGAR,399.9,386.84,6.827,1.11,05-07-2018,16,53,22,220,115
54,TAWA,355.4,340.04,1.944,0.27,05-07-2018,14,26,27,247,-
*55,BARGI,422.76,414.4,3.18,1.254,05-07-2018,39,20,17,157,90
*56,BANSAGAR,341.64,333.86,5.166,2.174,05-07-2018,42,36,29,488,425
*57,INDIRA SAGAR,262.13,248.36,9.745,1.521,05-07-2018,16,10,9,2380,1000
58,BARNA DAM,348.55,338.95,0.456,0.019,05-07-2018,4,27,19,546,-
*59,MINIMATA BANGO,359.66,351.4,3.046,1.628,05-07-2018,53,59,49,-,120
60,MAHANADI,348.7,340.9,0.767,0.197,05-07-2018,26,16,25,319,10
*61,SRISAILAM,269.75,243.87,8.288,0.725,05-07-2018,9,6,10,0,770
*62,NAGARJUNA SAGAR,179.83,155.78,6.841,0.053,05-07-2018,1,0,18,895,810
63,SOMASILA,100.58,84.6,1.994,0.329,05-07-2018,16,11,25,168,0
64,SRIRAMSAGAR,332.54,322.24,2.3,0.309,05-07-2018,13,12,12,411,27
65,LOWER MANAIR,280.42,268.68,0.621,0.097,05-07-2018,16,34,22,199,60
66,KRISHNARAJA SAGARA,752.5,747.66,1.163,0.744,05-07-2018,64,11,24,79,-
*67,TUNGABHADRA,497.74,491.55,3.276,1.152,05-07-2018,35,7,24,529,72
68,GHATAPRABHA(HIDKAL),662.95,640.74,1.391,0.237,05-07-2018,17,16,16,317,-
69,BHADRA,657.76,646.48,1.785,0.708,05-07-2018,40,13,34,106,39
70,LINGANAMAKKI,554.43,540.79,4.294,1.291,05-07-2018,30,19,23,-,55
71,NARAYANPUR,492.25,488.89,0.863,0.367,05-07-2018,43,16,34,425,-
72,MALAPRABHA(RENUKA),633.83,622.42,0.972,0.085,05-07-2018,9,4,11,215,-
73,KABINI,696.16,695.66,0.444,0.414,05-07-2018,93,28,35,85,-
74,HEMAVATHY,890.63,886.24,0.927,0.668,05-07-2018,72,14,27,265,-
75,HARANGI,871.42,868.96,0.22,0.161,05-07-2018,73,35,47,53,-
76,SUPA,564.0,535.85,4.12,1.469,05-07-2018,36,31,22,-,-
77,VANI VILAS SAGAR,652.28,631.4,0.802,0.006,05-07-2018,1,2,12,123,-
*79,GERUSOPPA,55.0,49.66,0.13,0.1,05-07-2018,77,73,77,83,240
80,KALLADA(PARAPPAR),115.82,110.45,0.507,0.371,05-07-2018,73,26,32,62,-
*81,IDAMALAYAR,169.0,146.24,1.018,0.433,05-07-2018,43,21,24,33,75
*82,IDUKKI,732.43,717.21,1.46,0.707,05-07-2018,48,19,26,-,780
*83,KAKKI,981.46,965.09,0.447,0.227,05-07-2018,51,22,31,23,300
*84,PERIYAR,867.41,863.37,0.173,0.083,05-07-2018,48,13,38,84,140
85,MALAMPUZHA,115.06,108.87,0.224,0.102,05-07-2018,46,15,31,21,3
86,LOWER BHAWANI,278.89,272.13,0.792,0.412,05-07-2018,52,10,34,105,8
*87,METTUR(STANLEY),240.79,223.3,2.647,0.755,05-07-2018,29,5,33,122,360
88,VAIGAI,279.2,272.52,0.172,0.053,05-07-2018,31,4,17,61,6
89,PARAMBIKULAM,556.26,542.8,0.38,0.124,05-07-2018,33,11,34,101,-
*91,SHOLAYAR,1002.79,1003.07,0.143,0.13,05-07-2018,91,22,41,-,95
