S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,493.62,6.229,3.325,23-12-2021,53.0,47.0,66.0,676.0,1379.0
2,PONG DAM(BEAS),423.67,408.79,6.157,2.691,23-12-2021,44.0,49.0,55.0,0.0,396.0
3,KOL DAM,642.0,641.28,0.089,0.078,23-12-2021,88.0,91.0,92.0,0.0,800.0
4,THEIN DAM,527.91,504.76,2.344,0.842,23-12-2021,36.0,24.0,48.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,278.6,1.711,1.425,23-12-2021,83.0,84.0,82.0,63.0,140.0
6,JHAKAM,359.5,358.2,0.132,0.119,23-12-2021,90.0,74.0,73.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,352.25,1.436,1.365,16-12-2021,95.0,59.0,46.0,229.0,172.0
8,BISALPUR,315.5,311.93,1.076,0.493,23-12-2021,46.0,52.0,63.0,81.8,0.0
9,JAWAI DAM,313.4,298.17,0.193,0.023,23-12-2021,12.0,64.0,46.0,38.67,0.0
10,TENUGHAT,269.14,259.72,0.821,0.406,23-12-2021,49.0,51.0,47.0,0.0,0.0
11,MAITHON,146.3,148.39,0.471,0.471,23-12-2021,100.0,100.0,83.0,342.0,0.0
12,PANCHET HILL,124.97,127.82,0.184,0.184,23-12-2021,100.0,100.0,87.0,0.0,80.0
13,KONAR,425.81,425.32,0.176,0.167,23-12-2021,95.0,90.0,85.0,0.0,0.0
14,TILAIYA,368.81,368.34,0.142,0.125,23-12-2021,88.0,51.0,71.0,0.0,4.0
15,GETALSUD,590.06,586.62,0.218,0.116,23-12-2021,53.0,48.0,53.0,0.0,130.0
16,HIRAKUD,192.02,191.47,5.378,4.471,21-12-2021,83.0,78.0,81.0,153.0,307.0
17,BALIMELA,462.08,451.59,2.676,1.13,23-12-2021,42.0,65.0,71.0,0.0,360.0
18,SALANADI,82.3,75.8,0.558,0.359,23-12-2021,64.0,39.0,43.0,42.0,0.0
19,RENGALI,123.5,121.83,3.432,2.883,23-12-2021,84.0,60.0,78.0,3.0,200.0
20,MACHKUND(JALAPUT),838.16,832.33,0.893,0.467,23-12-2021,52.0,87.0,86.0,0.0,115.0
