S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,499.48,6.229,4.08,25-10-2016,66,90,86,676,1200
*2,PONG DAM(BEAS),423.67,415.14,6.157,3.997,26-10-2016,65,78,76,-,360
*3,THEIN DAM,527.91,514.17,2.344,1.36,27-10-2016,58,53,60,348,600
*4,MAHI BAJAJ SAGAR,280.75,281.5,1.711,1.711,27-10-2016,100,99,87,63,140
5,JHAKAM,359.5,359.55,0.132,0.132,27-10-2016,100,92,85,28,-
*6,RANA PRATAP SAGAR,352.81,351.81,1.436,1.259,27-10-2016,88,56,72,229,172
7,TENUGHAT,269.14,260.6,0.821,0.441,25-10-2016,54,47,44,-,-
8,MAITHON,146.3,148.72,0.471,0.471,25-10-2016,100,40,90,342,-
*12,HIRAKUD,192.02,192.07,5.378,4.852,26-10-2016,90,82,92,153,307
*13,BALIMELA,462.08,459.49,2.676,2.196,27-10-2016,82,71,69,-,360
14,SALANADI,82.3,71.58,0.558,0.251,26-10-2016,45,18,46,42,-
*15,RENGALI,123.5,122.96,3.432,3.266,27-10-2016,95,60,83,3,200
*16,MACHKUND(JALAPUT),838.16,837.51,0.893,0.829,27-10-2016,93,94,90,-,115
*17,UPPER KOLAB,858.0,856.7,0.935,0.812,27-10-2016,87,81,69,89,320
*18,UPPER INDRAVATI,642.0,639.44,1.456,1.179,27-10-2016,81,54,77,128,600
19,MAYURAKSHI,121.31,117.33,0.48,0.3,25-10-2016,63,23,51,227,-
20,KANGSABATI,134.14,130.76,0.914,0.638,25-10-2016,70,25,46,341,-
21,GUMTI,93.55,92.4,0.312,0.258,26-10-2016,83,93,53,-,15
*22,UKAI,105.16,104.31,6.615,6.235,26-10-2016,94,70,82,348,300
23,SABARMATI(DHAROI),189.59,189.39,0.735,0.725,27-10-2016,99,86,73,95,1
*24,KADANA,127.7,127.71,1.472,1.472,27-10-2016,100,53,69,200,120
25,SHETRUNJI,55.53,53.82,0.3,0.182,27-10-2016,61,95,80,36,-
26,BHADAR,107.89,101.68,0.188,0.024,27-10-2016,13,79,76,27,-
27,DAMANGANGA,79.86,80.05,0.502,0.486,26-10-2016,97,89,98,51,1
28,DANTIWADA,184.1,175.4,0.399,0.137,27-10-2016,34,83,50,45,-
