S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,471.57,6.229,1.3,15-07-2021,21,37,42,676.0,1379.0
2,PONG DAM(BEAS),423.67,394.73,6.157,0.765,15-07-2021,12,38,31,0.0,396.0
3,KOL DAM,642.0,637.52,0.089,0.022,15-07-2021,25,51,54,0.0,800.0
4,THEIN DAM,527.91,499.27,2.344,0.583,15-07-2021,25,50,49,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,269.2,1.711,0.531,15-07-2021,31,36,38,63.0,140.0
6,JHAKAM,359.5,344.4,0.132,0.028,15-07-2021,21,27,27,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.06,1.436,0.589,15-07-2021,41,44,40,229.0,172.0
8,BISALPUR,315.5,309.5,1.076,0.267,15-07-2021,25,56,31,81.8,0.0
9,TENUGHAT,269.14,258.2,0.821,0.349,15-07-2021,43,44,41,0.0,0.0
10,MAITHON,146.3,144.23,0.471,0.313,15-07-2021,66,71,50,342.0,0.0
11,PANCHET HILL,124.97,123.75,0.184,0.128,15-07-2021,70,73,62,0.0,80.0
12,KONAR,425.81,419.95,0.176,0.082,15-07-2021,47,39,38,0.0,0.0
13,TILAIYA,368.81,366.2,0.142,0.058,15-07-2021,41,51,29,0.0,4.0
14,GETALSUD,590.06,586.07,0.218,0.102,15-07-2021,47,45,39,0.0,130.0
15,HIRAKUD,192.02,185.65,5.378,1.569,13-07-2021,29,13,14,153.0,307.0
16,BALIMELA,462.08,445.22,2.676,0.483,15-07-2021,18,19,22,0.0,360.0
17,SALANADI,82.3,69.2,0.558,0.201,14-07-2021,36,64,36,42.0,0.0
18,RENGALI,123.5,114.2,3.432,0.799,15-07-2021,23,11,14,3.0,200.0
19,MACHKUND(JALAPUT),838.16,827.36,0.893,0.227,15-07-2021,25,40,38,0.0,115.0
20,UPPER KOLAB,858.0,846.18,0.935,0.09,15-07-2021,10,20,18,89.0,320.0
21,UPPER INDRAVATI,642.0,630.0,1.456,0.335,15-07-2021,23,30,23,128.0,600.0
22,SAPUA,168.5,166.77,0.006,0.005,15-07-2021,83,100,67,0.0,0.0
23,HARIHARJHOR,147.5,141.5,0.059,0.001,15-07-2021,2,93,34,9.95,0.0
24,MANDIRA DAM,210.31,206.99,0.309,0.191,15-07-2021,62,64,64,0.0,0.0
25,MAYURAKSHI,121.31,116.5,0.48,0.264,15-07-2021,55,68,42,227.0,0.0
