S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,496.11,6.229,3.643,24-11-2016,58,83,78,676,1200
*2,PONG DAM(BEAS),423.67,412.3,6.157,3.439,24-11-2016,56,69,65,-,360
*3,THEIN DAM,527.91,510.35,2.344,1.141,24-11-2016,49,40,56,348,600
*4,MAHI BAJAJ SAGAR,280.75,281.15,1.711,1.711,17-11-2016,100,89,83,63,140
5,JHAKAM,359.5,358.9,0.132,0.126,22-11-2016,95,75,73,28,-
*6,RANA PRATAP SAGAR,352.81,349.18,1.436,0.777,22-11-2016,54,30,60,229,172
7,TENUGHAT,269.14,260.28,0.821,0.428,24-11-2016,52,46,44,-,-
8,MAITHON,146.3,148.59,0.471,0.471,24-11-2016,100,39,87,342,-
*12,HIRAKUD,192.02,191.84,5.378,4.708,23-11-2016,88,73,88,153,307
*13,BALIMELA,462.08,459.3,2.676,2.164,23-11-2016,81,71,65,-,360
14,SALANADI,82.3,69.91,0.558,0.215,24-11-2016,39,6,42,42,-
*15,RENGALI,123.5,123.03,3.432,3.285,23-11-2016,96,56,78,3,200
*16,MACHKUND(JALAPUT),838.16,836.84,0.893,0.765,23-11-2016,86,90,86,-,115
*17,UPPER KOLAB,858.0,855.95,0.935,0.741,23-11-2016,79,84,65,89,320
*18,UPPER INDRAVATI,642.0,638.9,1.456,1.126,24-11-2016,77,51,73,128,600
19,MAYURAKSHI,121.31,115.34,0.48,0.22,24-11-2016,46,21,44,227,-
20,KANGSABATI,134.14,129.95,0.914,0.577,24-11-2016,63,25,44,341,-
21,GUMTI,93.55,92.25,0.312,0.251,23-11-2016,80,86,45,-,15
*22,UKAI,105.16,103.26,6.615,5.644,24-11-2016,85,62,75,348,300
23,SABARMATI(DHAROI),189.59,188.73,0.735,0.657,22-11-2016,89,77,66,95,1
*24,KADANA,127.7,127.51,1.472,1.171,22-11-2016,80,51,69,200,120
25,SHETRUNJI,55.53,53.67,0.3,0.176,22-11-2016,59,90,75,36,-
26,BHADAR,107.89,101.41,0.188,0.02,22-11-2016,11,60,64,27,-
27,DAMANGANGA,79.86,79.3,0.502,0.452,24-11-2016,90,89,94,51,1
28,DANTIWADA,184.1,173.93,0.399,0.106,22-11-2016,27,71,41,45,-
29,PANAM,127.41,125.8,0.697,0.448,22-11-2016,64,43,71,36,2
*30,SARDAR SAROVAR,121.92,120.69,1.566,1.356,24-11-2016,87,65,80,2120,1450
31,KARJAN,115.25,109.08,0.523,0.349,24-11-2016,67,56,88,51,3
32,JAYAKWADI(PAITHAN),463.91,462.7,2.171,1.73,24-11-2016,80,11,48,227,-
*33,KOYANA,657.9,656.49,2.652,2.338,23-11-2016,88,63,90,-,1920
34,BHIMA(UJJANI),496.83,497.12,1.517,1.517,23-11-2016,100,0,77,125,12
35,ISAPUR,441.0,435.17,0.965,0.473,23-11-2016,49,32,67,104,-
36,MULA,552.3,551.94,0.609,0.59,24-11-2016,97,43,80,139,-
37,YELDARI,461.77,454.5,0.809,0.24,24-11-2016,30,11,51,78,-
38,GIRNA,398.07,397.02,0.524,0.464,23-11-2016,89,9,49,79,-
39,KHADAKVASLA,582.47,581.89,0.056,0.048,23-11-2016,86,52,57,78,8
*40,UPPER VAITARNA,603.5,603.32,0.331,0.326,23-11-2016,98,63,89,-,61
41,UPPER TAPI,214.0,214.0,0.255,0.255,23-11-2016,100,93,98,45,-
*42,PENCH(TOTLADOH),490.0,481.39,1.091,0.476,23-11-2016,44,50,63,127,160
43,UPPER WARDHA,342.5,341.97,0.564,0.517,24-11-2016,92,79,86,70,-
44,BHATSA,142.07,138.39,0.942,0.844,23-11-2016,90,74,86,29.378,15
45,DHOM,747.7,745.76,0.331,0.331,23-11-2016,100,58,79,36.2,2
46,DUDHGANGA,646.0,644.52,0.664,0.629,23-11-2016,95,63,92,2.441,24
47,MANIKDOH,711.25,706.37,0.288,0.206,23-11-2016,72,25,55,2.2,6
48,BHANDARDARA,342.5,341.97,0.304,0.301,24-11-2016,92,79,86,70,-
49,MATATILA,308.46,304.22,0.707,0.241,23-11-2016,34,53,64,-,30
*50,RIHAND,268.22,264.66,5.649,4.113,22-11-2016,73,34,43,-,300
*51,RAMGANGA,365.3,350.82,2.196,1.222,23-11-2016,56,64,72,1897,198
*52,TEHRI,830.0,818.8,2.615,2.158,24-11-2016,83,74,77,2351,1000
*53,GANDHI SAGAR,399.9,399.69,6.827,6.488,24-11-2016,95,87,53,220,115
54,TAWA,355.4,353.75,1.944,1.732,23-11-2016,89,84,86,247,-
*55,BARGI,422.76,421.0,3.18,2.73,23-11-2016,86,85,82,157,90
*56,BANSAGAR,341.64,340.95,5.166,4.862,24-11-2016,94,56,61,488,425
*57,INDIRA SAGAR,262.13,261.11,9.745,8.922,21-11-2016,92,74,65,2380,1000
58,BARNA DAM,348.55,347.7,0.456,0.398,24-11-2016,87,65,67,546,-
*59,MINIMATA BANGO,359.66,354.91,3.046,2.119,21-11-2016,70,46,64,-,120
60,MAHANADI,348.7,348.68,0.767,0.765,23-11-2016,100,46,74,319,10
*61,SRISAILAM,269.75,266.27,8.288,4.353,24-11-2016,53,18,64,0,770
*62,NAGARJUNA SAGAR,179.83,160.66,6.841,0.874,24-11-2016,13,0,58,895,810
63,SOMASILA,100.58,94.12,1.994,1.127,24-11-2016,57,88,72,168,0
64,SRIRAMSAGAR,332.54,332.08,2.3,2.3,24-11-2016,100,9,56,411,27
65,LOWER MANAIR,280.42,279.78,0.621,0.621,24-11-2016,100,17,64,199,60
66,KRISHNARAJA SAGARA,752.5,738.19,1.163,0.155,23-11-2016,13,68,82,79,-
*67,TUNGABHADRA,497.74,484.34,3.276,0.259,24-11-2016,8,37,69,529,72
68,GHATAPRABHA(HIDKAL),662.95,656.04,1.391,0.917,24-11-2016,66,32,72,317,-
69,BHADRA,657.76,644.96,1.785,0.601,24-11-2016,34,57,87,106,39
70,LINGANAMAKKI,554.43,546.67,4.294,2.29,24-11-2016,53,53,81,-,55
71,NARAYANPUR,492.25,490.35,0.863,0.514,24-11-2016,60,58,85,425,-
72,MALAPRABHA(RENUKA),633.83,626.76,0.972,0.293,24-11-2016,30,17,61,215,-
73,KABINI,696.16,690.01,0.444,0.142,23-11-2016,32,48,37,85,-
74,HEMAVATHY,890.63,873.22,0.927,0.104,23-11-2016,11,21,63,265,-
75,HARANGI,871.42,857.74,0.22,0.048,23-11-2016,22,5,39,53,-
76,SUPA,564.0,545.81,4.12,2.214,24-11-2016,54,44,68,-,-
77,VANI VILAS SAGAR,652.28,633.66,0.802,0.036,23-11-2016,4,13,19,123,-
*79,GERUSOPPA,55.0,50.56,0.13,0.105,24-11-2016,81,75,83,83,240
80,KALLADA(PARAPPAR),115.82,100.84,0.507,0.201,24-11-2016,40,84,87,62,-
*81,IDAMALAYAR,169.0,154.3,1.018,0.616,24-11-2016,61,56,78,33,75
*82,IDUKKI,732.43,714.9,1.46,0.614,24-11-2016,42,58,72,-,780
*83,KAKKI,981.46,968.29,0.447,0.259,24-11-2016,58,67,84,23,300
*84,PERIYAR,867.41,859.4,0.173,0.016,24-11-2016,9,100,75,84,140
85,MALAMPUZHA,115.06,108.52,0.224,0.097,23-11-2016,43,68,87,21,3
86,LOWER BHAWANI,278.89,262.25,0.792,0.097,24-11-2016,12,46,68,105,8
*87,METTUR(STANLEY),240.79,216.85,2.647,0.364,24-11-2016,14,56,64,122,360
88,VAIGAI,279.2,264.33,0.172,0.004,24-11-2016,2,80,66,61,6
89,PARAMBIKULAM,556.26,541.56,0.38,0.104,24-11-2016,27,72,85,101,-
*91,SHOLAYAR,1002.79,964.68,0.143,0.0,24-11-2016,0,40,84,-,95
