S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,480.65,6.229,1.956,08-02-2017,31,54,47,676,1200
*2,PONG DAM(BEAS),423.67,404.05,6.157,2.015,08-02-2017,33,32,38,-,360
*3,THEIN DAM,527.91,504.16,2.344,0.817,09-02-2017,35,19,29,348,600
*4,MAHI BAJAJ SAGAR,280.75,276.05,1.711,1.149,09-02-2017,67,49,46,63,140
5,JHAKAM,359.5,351.2,0.132,0.062,09-02-2017,47,27,31,28,-
*6,RANA PRATAP SAGAR,352.81,346.8,1.436,0.411,08-02-2017,29,31,43,229,172
7,TENUGHAT,269.14,260.01,0.821,0.417,09-02-2017,51,40,43,-,-
8,MAITHON,146.3,147.37,0.471,0.471,09-02-2017,100,35,77,342,-
*12,HIRAKUD,192.02,190.42,5.378,3.806,09-02-2017,71,61,67,153,307
*13,BALIMELA,462.08,457.14,2.676,1.847,09-02-2017,69,56,50,-,360
14,SALANADI,82.3,67.99,0.558,0.175,08-02-2017,31,5,36,42,-
*15,RENGALI,123.5,122.04,3.432,2.953,09-02-2017,86,48,55,3,200
*16,MACHKUND(JALAPUT),838.16,833.16,0.893,0.516,09-02-2017,58,69,69,-,115
*17,UPPER KOLAB,858.0,855.57,0.935,0.705,09-02-2017,75,67,52,89,320
*18,UPPER INDRAVATI,642.0,637.9,1.456,1.028,08-02-2017,71,48,60,128,600
19,MAYURAKSHI,121.31,114.64,0.48,0.196,09-02-2017,41,19,39,227,-
20,KANGSABATI,134.14,126.92,0.914,0.371,09-02-2017,41,25,33,341,-
21,GUMTI,93.55,90.4,0.312,0.174,09-02-2017,56,64,22,-,15
*22,UKAI,105.16,102.07,6.615,5.014,02-02-2017,76,48,61,348,300
23,SABARMATI(DHAROI),189.59,185.84,0.735,0.403,09-02-2017,55,46,41,95,1
*24,KADANA,127.7,124.92,1.472,0.917,09-02-2017,62,36,59,200,120
25,SHETRUNJI,55.53,52.82,0.3,0.131,09-02-2017,44,52,52,36,-
26,BHADAR,107.89,100.34,0.188,0.011,09-02-2017,6,100,43,27,-
27,DAMANGANGA,79.86,76.5,0.502,0.332,02-02-2017,66,62,73,51,1
28,DANTIWADA,184.1,163.27,0.399,0.037,09-02-2017,9,37,17,45,-
29,PANAM,127.41,124.45,0.697,0.372,09-02-2017,53,29,57,36,2
